fold_scene,candidate_index,n_estimators,max_depth,min_samples_leaf,max_features,class_weight,lam,n_frames,realised_f1,realised_payload
2021_08_22_13_37_16,55,400,10.0,4,0.5,balanced,0.5,2970,0.954064990424726,0.0006633838383838384
2021_08_22_22_01_17,55,400,10.0,4,0.5,balanced,0.5,4444,0.9430995268780658,0.0005059068406840685
2021_08_23_10_51_24,55,400,10.0,4,0.5,balanced,0.5,1408,0.8543250781533089,0.0008789062499999999
2021_08_23_13_17_21,55,400,10.0,4,0.5,balanced,0.5,1056,0.8606101675968202,0.0008915719696969697
2021_08_23_19_42_07,55,400,10.0,4,0.5,balanced,0.5,1254,0.8201101315997208,0.0006991626794258373
2021_09_09_19_27_35,55,400,10.0,4,0.5,balanced,0.5,10098,0.6404760720468237,0.0012773073876015052
2021_09_11_00_33_16,55,400,10.0,4,0.5,balanced,0.5,16412,0.8588011583465256,0.0011071319766024859
2021_08_20_21_48_35,56,400,,2,sqrt,,0.0,2464,0.888042784597762,2.1310042613636364
2021_08_21_17_30_41,56,400,,2,sqrt,,0.0,3454,0.9136816201729006,2.0342469600463238
2021_08_22_13_37_16,56,400,,2,sqrt,,0.0,2970,0.957375814413604,1.3489383838383842
2021_08_22_22_01_17,56,400,,2,sqrt,,0.0,4444,0.9488744526266902,1.821358798379838
2021_08_23_10_51_24,56,400,,2,sqrt,,0.0,1408,0.8678462798606449,1.5513604403409096
2021_08_23_13_17_21,56,400,,2,sqrt,,0.0,1056,0.8755744598868092,1.7439154829545456
2021_08_23_19_42_07,56,400,,2,sqrt,,0.0,1254,0.8199156172443475,2.4077372408293463
2021_09_09_19_27_35,56,400,,2,sqrt,,0.0,10098,0.694884618956161,1.822521142800555
2021_09_11_00_33_16,56,400,,2,sqrt,,0.0,16412,0.878806794390157,1.862808021569584
2021_08_20_21_48_35,57,400,,2,sqrt,,0.02,2464,0.8799482537780782,0.14140432224025976
2021_08_21_17_30_41,57,400,,2,sqrt,,0.02,3454,0.9087637437636022,0.664753836132021
2021_08_22_13_37_16,57,400,,2,sqrt,,0.02,2970,0.9473525996635658,0.00039915824915824914
2021_08_22_22_01_17,57,400,,2,sqrt,,0.02,4444,0.9432921615958326,0.0005249212421242124
2021_08_23_10_51_24,57,400,,2,sqrt,,0.02,1408,0.8566691033109751,0.03896537642045455
2021_08_23_13_17_21,57,400,,2,sqrt,,0.02,1056,0.8612394671946431,0.001027225378787879
2021_08_23_19_42_07,57,400,,2,sqrt,,0.02,1254,0.8204943695144812,0.015770334928229667
2021_09_09_19_27_35,57,400,,2,sqrt,,0.02,10098,0.6404827129032806,0.00142654486036839
2021_09_11_00_33_16,57,400,,2,sqrt,,0.02,16412,0.8488282654103327,0.0
2021_08_20_21_48_35,58,400,,2,sqrt,,0.05,2464,0.8785350408367231,0.0011984577922077924
2021_08_21_17_30_41,58,400,,2,sqrt,,0.05,3454,0.9016930656389708,0.0010312680949623627
2021_08_22_13_37_16,58,400,,2,sqrt,,0.05,2970,0.9546609512863731,0.0006775252525252524
2021_08_22_22_01_17,58,400,,2,sqrt,,0.05,4444,0.9432861014160742,0.0005210958595859586
2021_08_23_10_51_24,58,400,,2,sqrt,,0.05,1408,0.8566028741233566,0.0010120738636363636
2021_08_23_13_17_21,58,400,,2,sqrt,,0.05,1056,0.8615507253242853,0.0010227272727272728
2021_08_23_19_42_07,58,400,,2,sqrt,,0.05,1254,0.8204102680942348,0.0007468102073365232
2021_09_09_19_27_35,58,400,,2,sqrt,,0.05,10098,0.6404820554231534,0.001341800356506239
2021_09_11_00_33_16,58,400,,2,sqrt,,0.05,16412,0.8520833401422118,0.0002654612478674141
2021_08_20_21_48_35,59,400,,2,sqrt,,0.1,2464,0.8785340217789392,0.0011953125000000002
2021_08_21_17_30_41,59,400,,2,sqrt,,0.1,3454,0.9016913802126237,0.0010295309785755648
2021_08_22_13_37_16,59,400,,2,sqrt,,0.1,2970,0.9541855902837743,0.0006838383838383837
2021_08_22_22_01_17,59,400,,2,sqrt,,0.1,4444,0.9432783980047295,0.0005186768676867687
2021_08_23_10_51_24,59,400,,2,sqrt,,0.1,1408,0.8564289384479953,0.0009669744318181816
2021_08_23_13_17_21,59,400,,2,sqrt,,0.1,1056,0.8615335553357778,0.0009940814393939394
2021_08_23_19_42_07,59,400,,2,sqrt,,0.1,1254,0.8204061086329407,0.0007324561403508772
2021_09_09_19_27_35,59,400,,2,sqrt,,0.1,10098,0.640481564991628,0.001326426024955437
2021_09_11_00_33_16,59,400,,2,sqrt,,0.1,16412,0.8541633985290911,0.0005497197172800391
2021_08_20_21_48_35,60,400,,2,sqrt,,0.2,2464,0.8785326122058684,0.0011871956168831171
2021_08_21_17_30_41,60,400,,2,sqrt,,0.2,3454,0.9016913802126237,0.0010295309785755648
2021_08_22_13_37_16,60,400,,2,sqrt,,0.2,2970,0.9519310715199181,0.0005634680134680135
2021_08_22_22_01_17,60,400,,2,sqrt,,0.2,4444,0.9432740739795439,0.0005174392439243925
2021_08_23_10_51_24,60,400,,2,sqrt,,0.2,1408,0.8565773742240524,0.0009797585227272728
2021_08_23_13_17_21,60,400,,2,sqrt,,0.2,1056,0.8612091137810409,0.0009595170454545454
2021_08_23_19_42_07,60,400,,2,sqrt,,0.2,1254,0.8203558283364268,0.00067603668261563
2021_09_09_19_27_35,60,400,,2,sqrt,,0.2,10098,0.6404797119226101,0.001283991879580115
2021_09_11_00_33_16,60,400,,2,sqrt,,0.2,16412,0.8510715971071684,0.0001828997075310748
2021_08_20_21_48_35,61,400,,2,sqrt,,0.35,2464,0.8785311464518054,0.0011825284090909091
2021_08_21_17_30_41,61,400,,2,sqrt,,0.35,3454,0.9016913802126237,0.0010295309785755648
2021_08_22_13_37_16,61,400,,2,sqrt,,0.35,2970,0.9530556984859423,0.0006090909090909092
2021_08_22_22_01_17,61,400,,2,sqrt,,0.35,4444,0.9432226274424081,0.0005133888388838885
2021_08_23_10_51_24,61,400,,2,sqrt,,0.35,1408,0.8563099226551532,0.0009538352272727272
2021_08_23_13_17_21,61,400,,2,sqrt,,0.35,1056,0.8614066155469463,0.0009609375
2021_08_23_19_42_07,61,400,,2,sqrt,,0.35,1254,0.8203046337917358,0.0006812200956937799
2021_09_09_19_27_35,61,400,,2,sqrt,,0.35,10098,0.6404801121685411,0.0012841651812240049
2021_09_11_00_33_16,61,400,,2,sqrt,,0.35,16412,0.8546241869144343,0.0005024677065561785
2021_08_20_21_48_35,62,400,,2,sqrt,,0.5,2464,0.8785204051785995,0.001140117694805195
2021_08_21_17_30_41,62,400,,2,sqrt,,0.5,3454,0.9016913802126237,0.0010295309785755648
2021_08_22_13_37_16,62,400,,2,sqrt,,0.5,2970,0.9539579669863317,0.000629882154882155
2021_08_22_22_01_17,62,400,,2,sqrt,,0.5,4444,0.9431820477084104,0.0005113073807380738
2021_08_23_10_51_24,62,400,,2,sqrt,,0.5,1408,0.8560759273829294,0.0009373224431818182
2021_08_23_13_17_21,62,400,,2,sqrt,,0.5,1056,0.8595151500402703,0.0008889678030303031
2021_08_23_19_42_07,62,400,,2,sqrt,,0.5,1254,0.8203498912424214,0.0006826156299840511
2021_09_09_19_27_35,62,400,,2,sqrt,,0.5,10098,0.6404771992184927,0.0012783471974648446
2021_09_11_00_33_16,62,400,,2,sqrt,,0.5,16412,0.8533356347559726,0.000344671581769437
2021_08_20_21_48_35,63,400,,2,sqrt,balanced,0.0,2464,0.8868649406300154,2.466172686688312
2021_08_21_17_30_41,63,400,,2,sqrt,balanced,0.0,3454,0.9149506243126456,2.786166111754488
2021_08_22_13_37_16,63,400,,2,sqrt,balanced,0.0,2970,0.9612564071250108,1.4315285353535354
2021_08_22_22_01_17,63,400,,2,sqrt,balanced,0.0,4444,0.94594691942324,2.311865211521152
2021_08_23_10_51_24,63,400,,2,sqrt,balanced,0.0,1408,0.8674213591882445,1.725312144886364
2021_08_23_13_17_21,63,400,,2,sqrt,balanced,0.0,1056,0.8743495513960701,1.7408844696969699
2021_08_23_19_42_07,63,400,,2,sqrt,balanced,0.0,1254,0.8227627327753058,2.472882376395535
2021_09_09_19_27_35,63,400,,2,sqrt,balanced,0.0,10098,0.6981777569377348,2.1795039611804325
2021_09_11_00_33_16,63,400,,2,sqrt,balanced,0.0,16412,0.8813638506111602,1.9893814129904954
2021_08_20_21_48_35,64,400,,2,sqrt,balanced,0.02,2464,0.8790406626992106,0.09043161525974026
2021_08_21_17_30_41,64,400,,2,sqrt,balanced,0.02,3454,0.9088532519971821,0.6447455124493342
2021_08_22_13_37_16,64,400,,2,sqrt,balanced,0.02,2970,0.9543001469487253,0.0006475589225589225
2021_08_22_22_01_17,64,400,,2,sqrt,balanced,0.02,4444,0.942699382847553,0.0005138388838883889
2021_08_23_10_51_24,64,400,,2,sqrt,balanced,0.02,1408,0.8582908715705441,0.0724248934659091
2021_08_23_13_17_21,64,400,,2,sqrt,balanced,0.02,1056,0.8608559634820911,0.0009997632575757577
2021_08_23_19_42_07,64,400,,2,sqrt,balanced,0.02,1254,0.8204178711582146,0.0032478070175438597
2021_09_09_19_27_35,64,400,,2,sqrt,balanced,0.02,10098,0.6404825687827469,0.0013729451376510203
2021_09_11_00_33_16,64,400,,2,sqrt,balanced,0.02,16412,0.8488282654103327,0.0
2021_08_20_21_48_35,65,400,,2,sqrt,balanced,0.05,2464,0.878534820316448,0.0011985592532467535
2021_08_21_17_30_41,65,400,,2,sqrt,balanced,0.05,3454,0.9016913802126237,0.0010295309785755648
2021_08_22_13_37_16,65,400,,2,sqrt,balanced,0.05,2970,0.9550603330533303,0.000719949494949495
2021_08_22_22_01_17,65,400,,2,sqrt,balanced,0.05,4444,0.943284520973506,0.0005200832583258327
2021_08_23_10_51_24,65,400,,2,sqrt,balanced,0.05,1408,0.8566031613808598,0.0010108309659090909
2021_08_23_13_17_21,65,400,,2,sqrt,balanced,0.05,1056,0.8604388703511883,0.0009879261363636364
2021_08_23_19_42_07,65,400,,2,sqrt,balanced,0.05,1254,0.8204230360685447,0.0007719298245614035
2021_09_09_19_27_35,65,400,,2,sqrt,balanced,0.05,10098,0.64048196239622,0.0013394236482471777
2021_09_11_00_33_16,65,400,,2,sqrt,balanced,0.05,16412,0.8582316074754311,0.0008992657811357544
2021_08_20_21_48_35,66,400,,2,sqrt,balanced,0.1,2464,0.8785339964894631,0.0011948051948051952
2021_08_21_17_30_41,66,400,,2,sqrt,balanced,0.1,3454,0.9016913802126237,0.0010295309785755648
2021_08_22_13_37_16,66,400,,2,sqrt,balanced,0.1,2970,0.9546019913045981,0.0006993265993265993
2021_08_22_22_01_17,66,400,,2,sqrt,balanced,0.1,4444,0.9432791984886275,0.0005188456345634563
2021_08_23_10_51_24,66,400,,2,sqrt,balanced,0.1,1408,0.8562867371596244,0.0009593394886363634
2021_08_23_13_17_21,66,400,,2,sqrt,balanced,0.1,1056,0.861105920874613,0.0009723011363636366
2021_08_23_19_42_07,66,400,,2,sqrt,balanced,0.1,1254,0.8204005781919308,0.0007472089314194578
2021_09_09_19_27_35,66,400,,2,sqrt,balanced,0.1,10098,0.6404813160933931,0.0013157803525450586
2021_09_11_00_33_16,66,400,,2,sqrt,balanced,0.1,16412,0.8543335995430911,0.0005114093346331953
2021_08_20_21_48_35,67,400,,2,sqrt,balanced,0.2,2464,0.8785329361723038,0.0011885146103896107
2021_08_21_17_30_41,67,400,,2,sqrt,balanced,0.2,3454,0.9016913802126237,0.0010295309785755648
2021_08_22_13_37_16,67,400,,2,sqrt,balanced,0.2,2970,0.9545529874906704,0.0006913299663299664
2021_08_22_22_01_17,67,400,,2,sqrt,balanced,0.2,4444,0.9432740739795439,0.0005174392439243925
2021_08_23_10_51_24,67,400,,2,sqrt,balanced,0.2,1408,0.8565739681432857,0.0009765625
2021_08_23_13_17_21,67,400,,2,sqrt,balanced,0.2,1056,0.8612041523705116,0.0009609375
2021_08_23_19_42_07,67,400,,2,sqrt,balanced,0.2,1254,0.8203329508079934,0.0006919856459330143
2021_09_09_19_27_35,67,400,,2,sqrt,balanced,0.2,10098,0.6404797119226101,0.001283991879580115
2021_09_11_00_33_16,67,400,,2,sqrt,balanced,0.2,16412,0.8666696762741175,0.002187880818912991
2021_08_20_21_48_35,68,400,,2,sqrt,balanced,0.35,2464,0.8785309904947567,0.0011806006493506496
2021_08_21_17_30_41,68,400,,2,sqrt,balanced,0.35,3454,0.9016913802126237,0.0010295309785755648
2021_08_22_13_37_16,68,400,,2,sqrt,balanced,0.35,2970,0.9540988947899534,0.0006643097643097644
2021_08_22_22_01_17,68,400,,2,sqrt,balanced,0.35,4444,0.9432664457691758,0.0005162016201620162
2021_08_23_10_51_24,68,400,,2,sqrt,balanced,0.35,1408,0.8563522432990728,0.0009573863636363635
2021_08_23_13_17_21,68,400,,2,sqrt,balanced,0.35,1056,0.8612903284785417,0.0009427083333333335
2021_08_23_19_42_07,68,400,,2,sqrt,balanced,0.35,1254,0.8203608151901067,0.0006909888357256778
2021_09_09_19_27_35,68,400,,2,sqrt,balanced,0.35,10098,0.6404801121685411,0.0012841651812240049
2021_09_11_00_33_16,68,400,,2,sqrt,balanced,0.35,16412,0.8598377119972654,0.0012112174019010477
2021_08_20_21_48_35,69,400,,2,sqrt,balanced,0.5,2464,0.8785249803031971,0.0011470170454545457
2021_08_21_17_30_41,69,400,,2,sqrt,balanced,0.5,3454,0.9016913802126237,0.0010295309785755648
2021_08_22_13_37_16,69,400,,2,sqrt,balanced,0.5,2970,0.9546433227851158,0.000663047138047138
2021_08_22_22_01_17,69,400,,2,sqrt,balanced,0.5,4444,0.9429870307417463,0.0004963996399639965
2021_08_23_10_51_24,69,400,,2,sqrt,balanced,0.5,1408,0.8565065309791787,0.00095703125
2021_08_23_13_17_21,69,400,,2,sqrt,balanced,0.5,1056,0.8607317598790559,0.0009000946969696971
2021_08_23_19_42_07,69,400,,2,sqrt,balanced,0.5,1254,0.8202792529608436,0.0006686602870813398
2021_09_09_19_27_35,69,400,,2,sqrt,balanced,0.5,10098,0.6404527050305704,0.00127876807288572
2021_09_11_00_33_16,69,400,,2,sqrt,balanced,0.5,16412,0.8596128444018276,0.0011282293443821594
2021_08_20_21_48_35,70,400,,2,0.5,,0.0,2464,0.8881333392119417,1.9895326704545457
2021_08_21_17_30_41,70,400,,2,0.5,,0.0,3454,0.9143947414332034,1.9797510856977418
2021_08_22_13_37_16,70,400,,2,0.5,,0.0,2970,0.9617765852460339,1.6684635521885522
2021_08_22_22_01_17,70,400,,2,0.5,,0.0,4444,0.9479386971652496,1.7231463771377138
2021_08_23_10_51_24,70,400,,2,0.5,,0.0,1408,0.8661336331076341,1.317188210227273
2021_08_23_13_17_21,70,400,,2,0.5,,0.0,1056,0.8758701990880107,1.7736126893939397
2021_08_23_19_42_07,70,400,,2,0.5,,0.0,1254,0.820432554649441,2.4403560606060606
2021_09_09_19_27_35,70,400,,2,0.5,,0.0,10098,0.663310752150304,1.2050379283026345
2021_09_11_00_33_16,70,400,,2,0.5,,0.0,16412,0.878429076544423,1.8740071898610777
2021_08_20_21_48_35,71,400,,2,0.5,,0.02,2464,0.8792137969260796,0.11082122564935064
2021_08_21_17_30_41,71,400,,2,0.5,,0.02,3454,0.9069871187020969,0.5102165605095542
2021_08_22_13_37_16,71,400,,2,0.5,,0.02,2970,0.9493965569983259,0.0005076599326599327
2021_08_22_22_01_17,71,400,,2,0.5,,0.02,4444,0.9432068173014256,0.000573919891989199
2021_08_23_10_51_24,71,400,,2,0.5,,0.02,1408,0.8544036088011595,0.016570667613636365
2021_08_23_13_17_21,71,400,,2,0.5,,0.02,1056,0.8610218129277443,0.018840672348484848
2021_08_23_19_42_07,71,400,,2,0.5,,0.02,1254,0.8203851124396904,0.0007870813397129185
2021_09_09_19_27_35,71,400,,2,0.5,,0.02,10098,0.6412398798456354,0.024768023370964547
2021_09_11_00_33_16,71,400,,2,0.5,,0.02,16412,0.8517833064799373,0.12940671459907388
2021_08_20_21_48_35,72,400,,2,0.5,,0.05,2464,0.876958931470125,0.001127130681818182
2021_08_21_17_30_41,72,400,,2,0.5,,0.05,3454,0.9017002820329592,0.001047770700636943
2021_08_22_13_37_16,72,400,,2,0.5,,0.05,2970,0.9508035879137897,0.0005904040404040405
2021_08_22_22_01_17,72,400,,2,0.5,,0.05,4444,0.9432493062699238,0.0005221084608460846
2021_08_23_10_51_24,72,400,,2,0.5,,0.05,1408,0.8540472654077415,0.0009064275568181817
2021_08_23_13_17_21,72,400,,2,0.5,,0.05,1056,0.8611215892393053,0.0010089962121212122
2021_08_23_19_42_07,72,400,,2,0.5,,0.05,1254,0.8203275492574498,0.0007539872408293461
2021_09_09_19_27_35,72,400,,2,0.5,,0.05,10098,0.6404808999959865,0.0013679936621113094
2021_09_11_00_33_16,72,400,,2,0.5,,0.05,16412,0.8511461875878504,0.00022099683158664394
2021_08_20_21_48_35,73,400,,2,0.5,,0.1,2464,0.8755995524756078,0.0010642248376623378
2021_08_21_17_30_41,73,400,,2,0.5,,0.1,3454,0.9016914406652137,0.0010303995367689637
2021_08_22_13_37_16,73,400,,2,0.5,,0.1,2970,0.9541502643395758,0.0006864478114478114
2021_08_22_22_01_17,73,400,,2,0.5,,0.1,4444,0.9431238103137094,0.0005176642664266426
2021_08_23_10_51_24,73,400,,2,0.5,,0.1,1408,0.8542473455770346,0.0009044744318181817
2021_08_23_13_17_21,73,400,,2,0.5,,0.1,1056,0.8615145278594987,0.0009867424242424243
2021_08_23_19_42_07,73,400,,2,0.5,,0.1,1254,0.8202824968488516,0.0007163078149920255
2021_09_09_19_27_35,73,400,,2,0.5,,0.1,10098,0.6401834637982854,0.0013678451178451181
2021_09_11_00_33_16,73,400,,2,0.5,,0.1,16412,0.8647962932517923,0.001962055203509627
2021_08_20_21_48_35,74,400,,2,0.5,,0.2,2464,0.8765616981920552,0.0010891842532467532
2021_08_21_17_30_41,74,400,,2,0.5,,0.2,3454,0.9016913802126237,0.0010295309785755648
2021_08_22_13_37_16,74,400,,2,0.5,,0.2,2970,0.9501036364844048,0.0005510942760942762
2021_08_22_22_01_17,74,400,,2,0.5,,0.2,4444,0.9432614867492288,0.0005169891989198921
2021_08_23_10_51_24,74,400,,2,0.5,,0.2,1408,0.8539581315066317,0.0008709161931818181
2021_08_23_13_17_21,74,400,,2,0.5,,0.2,1056,0.8611513172458273,0.0009623579545454545
2021_08_23_19_42_07,74,400,,2,0.5,,0.2,1254,0.8202375388209805,0.0007196969696969697
2021_09_09_19_27_35,74,400,,2,0.5,,0.2,10098,0.6400794367298839,0.0012513864131511194
2021_09_11_00_33_16,74,400,,2,0.5,,0.2,16412,0.8534535264339734,0.00044190226663417013
2021_08_20_21_48_35,75,400,,2,0.5,,0.35,2464,0.876757673278781,0.0010776176948051946
2021_08_21_17_30_41,75,400,,2,0.5,,0.35,3454,0.9016913802126237,0.0010295309785755648
2021_08_22_13_37_16,75,400,,2,0.5,,0.35,2970,0.9514905797488253,0.0005853535353535353
2021_08_22_22_01_17,75,400,,2,0.5,,0.35,4444,0.9429708870385253,0.0005011251125112512
2021_08_23_10_51_24,75,400,,2,0.5,,0.35,1408,0.853950975798664,0.0008677201704545452
2021_08_23_13_17_21,75,400,,2,0.5,,0.35,1056,0.8611224789385197,0.0009360795454545454
2021_08_23_19_42_07,75,400,,2,0.5,,0.35,1254,0.8201351753046423,0.0006862041467304626
2021_09_09_19_27_35,75,400,,2,0.5,,0.35,10098,0.6404058398930336,0.0012817389582095466
2021_09_11_00_33_16,75,400,,2,0.5,,0.35,16412,0.853086021378033,0.00037631001706068726
2021_08_20_21_48_35,76,400,,2,0.5,,0.5,2464,0.877418839903887,0.0010683847402597404
2021_08_21_17_30_41,76,400,,2,0.5,,0.5,3454,0.9016913802126237,0.0010295309785755648
2021_08_22_13_37_16,76,400,,2,0.5,,0.5,2970,0.9492300781865952,0.0005124579124579124
2021_08_22_22_01_17,76,400,,2,0.5,,0.5,4444,0.9426246568785863,0.0004842484248424843
2021_08_23_10_51_24,76,400,,2,0.5,,0.5,1408,0.8539949978457332,0.0008467684659090907
2021_08_23_13_17_21,76,400,,2,0.5,,0.5,1056,0.8608209092873895,0.0008972537878787879
2021_08_23_19_42_07,76,400,,2,0.5,,0.5,1254,0.820110386915724,0.0006702551834130782
2021_09_09_19_27_35,76,400,,2,0.5,,0.5,10098,0.637715932231767,0.0011067290552584674
2021_09_11_00_33_16,76,400,,2,0.5,,0.5,16412,0.8539428756608762,0.00040089568608335367
2021_08_20_21_48_35,77,400,,2,0.5,balanced,0.0,2464,0.8867242089715953,2.454700892857143
2021_08_21_17_30_41,77,400,,2,0.5,balanced,0.0,3454,0.9147925472823848,3.0535526201505507
2021_08_22_13_37_16,77,400,,2,0.5,balanced,0.0,2970,0.9628852609847851,1.7256229797979803
2021_08_22_22_01_17,77,400,,2,0.5,balanced,0.0,4444,0.937246306619616,2.657582358235824
2021_08_23_10_51_24,77,400,,2,0.5,balanced,0.0,1408,0.8646675078415385,1.5446416903409093
2021_08_23_13_17_21,77,400,,2,0.5,balanced,0.0,1056,0.8723456363375208,1.6367997159090912
2021_08_23_19_42_07,77,400,,2,0.5,balanced,0.0,1254,0.8127154230567126,2.685859250398724
2021_09_09_19_27_35,77,400,,2,0.5,balanced,0.0,10098,0.6963775281921638,2.6840419389978223
2021_09_11_00_33_16,77,400,,2,0.5,balanced,0.0,16412,0.8810382857593472,2.1047836643919084
2021_08_20_21_48_35,78,400,,2,0.5,balanced,0.02,2464,0.8795903362525684,0.14140706168831169
2021_08_21_17_30_41,78,400,,2,0.5,balanced,0.02,3454,0.9057779454304976,0.37837297336421544
2021_08_22_13_37_16,78,400,,2,0.5,balanced,0.02,2970,0.9526677313532091,0.0006357744107744108
2021_08_22_22_01_17,78,400,,2,0.5,balanced,0.02,4444,0.9413551526650964,0.0047927542754275425
2021_08_23_10_51_24,78,400,,2,0.5,balanced,0.02,1408,0.8581115148655669,0.06349662642045455
2021_08_23_13_17_21,78,400,,2,0.5,balanced,0.02,1056,0.8585507998990809,0.0009287405303030303
2021_08_23_19_42_07,78,400,,2,0.5,balanced,0.02,1254,0.8204094028471531,0.0007623604465709728
2021_09_09_19_27_35,78,400,,2,0.5,balanced,0.02,10098,0.6404829211261648,0.001443305605070311
2021_09_11_00_33_16,78,400,,2,0.5,balanced,0.02,16412,0.8518283243906518,0.04041216792590787
2021_08_20_21_48_35,79,400,,2,0.5,balanced,0.05,2464,0.8785356126964969,0.0012069805194805197
2021_08_21_17_30_41,79,400,,2,0.5,balanced,0.05,3454,0.9016968656468362,0.0010471192819918936
2021_08_22_13_37_16,79,400,,2,0.5,balanced,0.05,2970,0.9541418666043,0.0006794612794612794
2021_08_22_22_01_17,79,400,,2,0.5,balanced,0.05,4444,0.943376064217645,0.0005558618361836184
2021_08_23_10_51_24,79,400,,2,0.5,balanced,0.05,1408,0.8558169134498391,0.0009953835227272728
2021_08_23_13_17_21,79,400,,2,0.5,balanced,0.05,1056,0.8581828110339843,0.0008411458333333333
2021_08_23_19_42_07,79,400,,2,0.5,balanced,0.05,1254,0.8203848307109975,0.0007818979266347686
2021_09_09_19_27_35,79,400,,2,0.5,balanced,0.05,10098,0.640482649001087,0.0013894583085759557
2021_09_11_00_33_16,79,400,,2,0.5,balanced,0.05,16412,0.8655910147713486,0.0021039483304898855
2021_08_20_21_48_35,80,400,,2,0.5,balanced,0.1,2464,0.8783665574985074,0.0011813108766233768
2021_08_21_17_30_41,80,400,,2,0.5,balanced,0.1,3454,0.9016914406652137,0.0010303995367689637
2021_08_22_13_37_16,80,400,,2,0.5,balanced,0.1,2970,0.9548656298615222,0.0007186868686868687
2021_08_22_22_01_17,80,400,,2,0.5,balanced,0.1,4444,0.9433700942007438,0.0005527115211521152
2021_08_23_10_51_24,80,400,,2,0.5,balanced,0.1,1408,0.8543313657813955,0.0008971946022727271
2021_08_23_13_17_21,80,400,,2,0.5,balanced,0.1,1056,0.86150656109883,0.000994318181818182
2021_08_23_19_42_07,80,400,,2,0.5,balanced,0.1,1254,0.8202896897674935,0.0007248803827751197
2021_09_09_19_27_35,80,400,,2,0.5,balanced,0.1,10098,0.6401847783487566,0.0013628688849277085
2021_09_11_00_33_16,80,400,,2,0.5,balanced,0.1,16412,0.8685802940159494,0.0025539544235924938
2021_08_20_21_48_35,81,400,,2,0.5,balanced,0.2,2464,0.8770480006860767,0.001113839285714286
2021_08_21_17_30_41,81,400,,2,0.5,balanced,0.2,3454,0.9016913802126237,0.0010295309785755648
2021_08_22_13_37_16,81,400,,2,0.5,balanced,0.2,2970,0.9538182377542392,0.0006612794612794613
2021_08_22_22_01_17,81,400,,2,0.5,balanced,0.2,4444,0.9432716527742153,0.0005183955895589559
2021_08_23_10_51_24,81,400,,2,0.5,balanced,0.2,1408,0.85399749878905,0.0008625710227272727
2021_08_23_13_17_21,81,400,,2,0.5,balanced,0.2,1056,0.8609640132822283,0.0009353693181818183
2021_08_23_19_42_07,81,400,,2,0.5,balanced,0.2,1254,0.8203006483389506,0.0007206937799043062
2021_09_09_19_27_35,81,400,,2,0.5,balanced,0.2,10098,0.6400931301005454,0.0012659685086155678
2021_09_11_00_33_16,81,400,,2,0.5,balanced,0.2,16412,0.865901236730216,0.0021190439922008295
2021_08_20_21_48_35,82,400,,2,0.5,balanced,0.35,2464,0.8767751079165859,0.0010719358766233767
2021_08_21_17_30_41,82,400,,2,0.5,balanced,0.35,3454,0.9016913802126237,0.0010295309785755648
2021_08_22_13_37_16,82,400,,2,0.5,balanced,0.35,2970,0.9510446487283283,0.0005741582491582491
2021_08_22_22_01_17,82,400,,2,0.5,balanced,0.35,4444,0.9430551088364386,0.0005033190819081907
2021_08_23_10_51_24,82,400,,2,0.5,balanced,0.35,1408,0.8540713658667748,0.0008739346590909091
2021_08_23_13_17_21,82,400,,2,0.5,balanced,0.35,1056,0.8608262770621825,0.000917376893939394
2021_08_23_19_42_07,82,400,,2,0.5,balanced,0.35,1254,0.8200627583872369,0.0007011562998405103
2021_09_09_19_27_35,82,400,,2,0.5,balanced,0.35,10098,0.6403592870103891,0.0012749306793424444
2021_09_11_00_33_16,82,400,,2,0.5,balanced,0.35,16412,0.8634771779959507,0.0017500456982695591
2021_08_20_21_48_35,83,400,,2,0.5,balanced,0.5,2464,0.8764054885322456,0.0010489042207792209
2021_08_21_17_30_41,83,400,,2,0.5,balanced,0.5,3454,0.9016913802126237,0.0010295309785755648
2021_08_22_13_37_16,83,400,,2,0.5,balanced,0.5,2970,0.9496692205821551,0.0005427609427609428
2021_08_22_22_01_17,83,400,,2,0.5,balanced,0.5,4444,0.9428298991839533,0.00049251800180018
2021_08_23_10_51_24,83,400,,2,0.5,balanced,0.5,1408,0.8540094293809264,0.0008430397727272726
2021_08_23_13_17_21,83,400,,2,0.5,balanced,0.5,1056,0.860397806995001,0.0008761837121212123
2021_08_23_19_42_07,83,400,,2,0.5,balanced,0.5,1254,0.8201275020826209,0.0006770334928229665
2021_09_09_19_27_35,83,400,,2,0.5,balanced,0.5,10098,0.6403080724823758,0.0012347742127153893
2021_09_11_00_33_16,83,400,,2,0.5,balanced,0.5,16412,0.8669928423736127,0.0021811174750182797
2021_08_20_21_48_35,84,400,,4,sqrt,,0.0,2464,0.888112759794864,2.3718564326298703
2021_08_21_17_30_41,84,400,,4,sqrt,,0.0,3454,0.9140894869930934,2.22152902431963
2021_08_22_13_37_16,84,400,,4,sqrt,,0.0,2970,0.9579549847698108,1.451540740740741
2021_08_22_22_01_17,84,400,,4,sqrt,,0.0,4444,0.9495779831276231,1.9973508663366337
2021_08_23_10_51_24,84,400,,4,sqrt,,0.0,1408,0.8678296968150218,1.7855312500000002
2021_08_23_13_17_21,84,400,,4,sqrt,,0.0,1056,0.8753614025583327,1.8301330492424241
