fold_scene,candidate_index,n_estimators,max_depth,min_samples_leaf,max_features,class_weight,lambda,realised_f1,realised_payload
2021_08_20_21_48_35,72,400,,2,0.5,,0.05,0.9298,0.049612
2021_08_21_17_30_41,72,400,,2,0.5,,0.05,0.923348,0.024
2021_08_22_13_37_16,72,400,,2,0.5,,0.05,0.971686,0.024
2021_08_22_22_01_17,72,400,,2,0.5,,0.05,0.917971,0.229351
2021_08_23_10_51_24,72,400,,2,0.5,,0.05,0.886513,0.024
2021_08_23_13_17_21,72,400,,2,0.5,,0.05,0.920092,0.078886
2021_08_23_19_42_07,72,400,,2,0.5,,0.05,0.800953,0.024
2021_09_09_19_27_35,72,400,,2,0.5,,0.05,0.799458,0.027348
2021_09_11_00_33_16,72,400,,2,0.5,,0.05,0.941288,0.076208
2021_08_20_21_48_35,73,400,,2,0.5,,0.1,0.927363,0.025188
2021_08_21_17_30_41,73,400,,2,0.5,,0.1,0.923348,0.024
2021_08_22_13_37_16,73,400,,2,0.5,,0.1,0.965503,0.021236
2021_08_22_22_01_17,73,400,,2,0.5,,0.1,0.890998,0.0
2021_08_23_10_51_24,73,400,,2,0.5,,0.1,0.886513,0.024
2021_08_23_13_17_21,73,400,,2,0.5,,0.1,0.91825,0.024
2021_08_23_19_42_07,73,400,,2,0.5,,0.1,0.801123,0.033244
2021_09_09_19_27_35,73,400,,2,0.5,,0.1,0.799479,0.024
2021_09_11_00_33_16,73,400,,2,0.5,,0.1,0.941491,0.037002
2021_08_20_21_48_35,74,400,,2,0.5,,0.2,0.926765,0.023571
2021_08_21_17_30_41,74,400,,2,0.5,,0.2,0.923348,0.024
2021_08_22_13_37_16,74,400,,2,0.5,,0.2,0.971686,0.024
2021_08_22_22_01_17,74,400,,2,0.5,,0.2,0.890998,0.0
2021_08_23_10_51_24,74,400,,2,0.5,,0.2,0.886513,0.024
2021_08_23_13_17_21,74,400,,2,0.5,,0.2,0.91825,0.024
2021_08_23_19_42_07,74,400,,2,0.5,,0.2,0.800953,0.024
2021_09_09_19_27_35,74,400,,2,0.5,,0.2,0.799479,0.024
2021_09_11_00_33_16,74,400,,2,0.5,,0.2,0.941361,0.024
2021_08_20_21_48_35,75,400,,2,0.5,,0.35,0.926765,0.023571
2021_08_21_17_30_41,75,400,,2,0.5,,0.35,0.923348,0.024
2021_08_22_13_37_16,75,400,,2,0.5,,0.35,0.971686,0.024
2021_08_22_22_01_17,75,400,,2,0.5,,0.35,0.890998,0.0
2021_08_23_10_51_24,75,400,,2,0.5,,0.35,0.886513,0.024
2021_08_23_13_17_21,75,400,,2,0.5,,0.35,0.91825,0.024
2021_08_23_19_42_07,75,400,,2,0.5,,0.35,0.800953,0.024
2021_09_09_19_27_35,75,400,,2,0.5,,0.35,0.799479,0.024
2021_09_11_00_33_16,75,400,,2,0.5,,0.35,0.939523,0.023678
2021_08_20_21_48_35,76,400,,2,0.5,,0.5,0.926765,0.023571
2021_08_21_17_30_41,76,400,,2,0.5,,0.5,0.923348,0.024
2021_08_22_13_37_16,76,400,,2,0.5,,0.5,0.971686,0.024
2021_08_22_22_01_17,76,400,,2,0.5,,0.5,0.890998,0.0
2021_08_23_10_51_24,76,400,,2,0.5,,0.5,0.886074,0.023625
2021_08_23_13_17_21,76,400,,2,0.5,,0.5,0.91825,0.024
2021_08_23_19_42_07,76,400,,2,0.5,,0.5,0.800953,0.024
2021_09_09_19_27_35,76,400,,2,0.5,,0.5,0.799479,0.024
2021_09_11_00_33_16,76,400,,2,0.5,,0.5,0.940869,0.023936
2021_08_20_21_48_35,77,400,,2,0.5,balanced,0.0,0.93334,0.136909
2021_08_21_17_30_41,77,400,,2,0.5,balanced,0.0,0.923348,0.024
2021_08_22_13_37_16,77,400,,2,0.5,balanced,0.0,0.971686,0.024
2021_08_22_22_01_17,77,400,,2,0.5,balanced,0.0,0.987186,0.031608
2021_08_23_10_51_24,77,400,,2,0.5,balanced,0.0,0.886513,0.024
2021_08_23_13_17_21,77,400,,2,0.5,balanced,0.0,0.9189,0.06242
2021_08_23_19_42_07,77,400,,2,0.5,balanced,0.0,0.804586,0.091019
2021_09_09_19_27_35,77,400,,2,0.5,balanced,0.0,0.804278,0.145109
2021_09_11_00_33_16,77,400,,2,0.5,balanced,0.0,0.938724,0.094841
2021_08_20_21_48_35,78,400,,2,0.5,balanced,0.02,0.928687,0.05458
2021_08_21_17_30_41,78,400,,2,0.5,balanced,0.02,0.923348,0.024
2021_08_22_13_37_16,78,400,,2,0.5,balanced,0.02,0.971686,0.024
2021_08_22_22_01_17,78,400,,2,0.5,balanced,0.02,0.987177,0.031608
2021_08_23_10_51_24,78,400,,2,0.5,balanced,0.02,0.886513,0.024
2021_08_23_13_17_21,78,400,,2,0.5,balanced,0.02,0.919131,0.034977
2021_08_23_19_42_07,78,400,,2,0.5,balanced,0.02,0.806961,0.154957
2021_09_09_19_27_35,78,400,,2,0.5,balanced,0.02,0.800939,0.051168
2021_09_11_00_33_16,78,400,,2,0.5,balanced,0.02,0.942089,0.059904
2021_08_20_21_48_35,79,400,,2,0.5,balanced,0.05,0.928938,0.024
2021_08_21_17_30_41,79,400,,2,0.5,balanced,0.05,0.923348,0.024
2021_08_22_13_37_16,79,400,,2,0.5,balanced,0.05,0.971686,0.024
2021_08_22_22_01_17,79,400,,2,0.5,balanced,0.05,0.987283,0.025956
2021_08_23_10_51_24,79,400,,2,0.5,balanced,0.05,0.886513,0.024
2021_08_23_13_17_21,79,400,,2,0.5,balanced,0.05,0.91825,0.024
2021_08_23_19_42_07,79,400,,2,0.5,balanced,0.05,0.800953,0.024
2021_09_09_19_27_35,79,400,,2,0.5,balanced,0.05,0.799479,0.024
2021_09_11_00_33_16,79,400,,2,0.5,balanced,0.05,0.932336,0.022731
2021_08_20_21_48_35,80,400,,2,0.5,balanced,0.1,0.928938,0.024
2021_08_21_17_30_41,80,400,,2,0.5,balanced,0.1,0.923348,0.024
2021_08_22_13_37_16,80,400,,2,0.5,balanced,0.1,0.971686,0.024
2021_08_22_22_01_17,80,400,,2,0.5,balanced,0.1,0.98737,0.024
2021_08_23_10_51_24,80,400,,2,0.5,balanced,0.1,0.886513,0.024
2021_08_23_13_17_21,80,400,,2,0.5,balanced,0.1,0.91825,0.024
2021_08_23_19_42_07,80,400,,2,0.5,balanced,0.1,0.800953,0.024
2021_09_09_19_27_35,80,400,,2,0.5,balanced,0.1,0.799479,0.024
2021_09_11_00_33_16,80,400,,2,0.5,balanced,0.1,0.941361,0.024
2021_08_20_21_48_35,81,400,,2,0.5,balanced,0.2,0.928938,0.024
2021_08_21_17_30_41,81,400,,2,0.5,balanced,0.2,0.923348,0.024
2021_08_22_13_37_16,81,400,,2,0.5,balanced,0.2,0.971686,0.024
2021_08_22_22_01_17,81,400,,2,0.5,balanced,0.2,0.98737,0.024
2021_08_23_10_51_24,81,400,,2,0.5,balanced,0.2,0.886513,0.024
2021_08_23_13_17_21,81,400,,2,0.5,balanced,0.2,0.91825,0.024
2021_08_23_19_42_07,81,400,,2,0.5,balanced,0.2,0.800953,0.024
2021_09_09_19_27_35,81,400,,2,0.5,balanced,0.2,0.799479,0.024
2021_09_11_00_33_16,81,400,,2,0.5,balanced,0.2,0.941361,0.024
2021_08_20_21_48_35,82,400,,2,0.5,balanced,0.35,0.928938,0.024
2021_08_21_17_30_41,82,400,,2,0.5,balanced,0.35,0.923348,0.024
2021_08_22_13_37_16,82,400,,2,0.5,balanced,0.35,0.971686,0.024
2021_08_22_22_01_17,82,400,,2,0.5,balanced,0.35,0.98737,0.024
2021_08_23_10_51_24,82,400,,2,0.5,balanced,0.35,0.886513,0.024
2021_08_23_13_17_21,82,400,,2,0.5,balanced,0.35,0.91825,0.024
2021_08_23_19_42_07,82,400,,2,0.5,balanced,0.35,0.800953,0.024
2021_09_09_19_27_35,82,400,,2,0.5,balanced,0.35,0.799479,0.024
2021_09_11_00_33_16,82,400,,2,0.5,balanced,0.35,0.941361,0.024
2021_08_20_21_48_35,83,400,,2,0.5,balanced,0.5,0.928938,0.024
2021_08_21_17_30_41,83,400,,2,0.5,balanced,0.5,0.923348,0.024
2021_08_22_13_37_16,83,400,,2,0.5,balanced,0.5,0.971686,0.024
2021_08_22_22_01_17,83,400,,2,0.5,balanced,0.5,0.98737,0.024
2021_08_23_10_51_24,83,400,,2,0.5,balanced,0.5,0.886513,0.024
2021_08_23_13_17_21,83,400,,2,0.5,balanced,0.5,0.91825,0.024
2021_08_23_19_42_07,83,400,,2,0.5,balanced,0.5,0.800953,0.024
2021_09_09_19_27_35,83,400,,2,0.5,balanced,0.5,0.799479,0.024
2021_09_11_00_33_16,83,400,,2,0.5,balanced,0.5,0.941361,0.024
2021_08_20_21_48_35,84,400,,4,sqrt,,0.0,0.933676,0.103585
2021_08_21_17_30_41,84,400,,4,sqrt,,0.0,0.930224,0.249419
2021_08_22_13_37_16,84,400,,4,sqrt,,0.0,0.971686,0.024
2021_08_22_22_01_17,84,400,,4,sqrt,,0.0,0.987274,0.226646
2021_08_23_10_51_24,84,400,,4,sqrt,,0.0,0.893421,0.157786
2021_08_23_13_17_21,84,400,,4,sqrt,,0.0,0.9187,0.109989
2021_08_23_19_42_07,84,400,,4,sqrt,,0.0,0.802451,0.07022
2021_09_09_19_27_35,84,400,,4,sqrt,,0.0,0.80245,0.274731
2021_09_11_00_33_16,84,400,,4,sqrt,,0.0,0.943286,0.272269
2021_08_20_21_48_35,85,400,,4,sqrt,,0.02,0.933262,0.091824
2021_08_21_17_30_41,85,400,,4,sqrt,,0.02,0.925472,0.055044
2021_08_22_13_37_16,85,400,,4,sqrt,,0.02,0.971686,0.026602
2021_08_22_22_01_17,85,400,,4,sqrt,,0.02,0.9879,0.24222
2021_08_23_10_51_24,85,400,,4,sqrt,,0.02,0.891009,0.117307
2021_08_23_13_17_21,85,400,,4,sqrt,,0.02,0.919648,0.079801
2021_08_23_19_42_07,85,400,,4,sqrt,,0.02,0.802826,0.04711
2021_09_09_19_27_35,85,400,,4,sqrt,,0.02,0.802332,0.274636
2021_09_11_00_33_16,85,400,,4,sqrt,,0.02,0.943219,0.277743
2021_08_20_21_48_35,86,400,,4,sqrt,,0.05,0.930658,0.048307
2021_08_21_17_30_41,86,400,,4,sqrt,,0.05,0.923306,0.026517
2021_08_22_13_37_16,86,400,,4,sqrt,,0.05,0.971686,0.024
2021_08_22_22_01_17,86,400,,4,sqrt,,0.05,0.987373,0.032477
2021_08_23_10_51_24,86,400,,4,sqrt,,0.05,0.886513,0.024
2021_08_23_13_17_21,86,400,,4,sqrt,,0.05,0.91825,0.024
2021_08_23_19_42_07,86,400,,4,sqrt,,0.05,0.800953,0.024
2021_09_09_19_27_35,86,400,,4,sqrt,,0.05,0.799451,0.024478
2021_09_11_00_33_16,86,400,,4,sqrt,,0.05,0.941351,0.026943
2021_08_20_21_48_35,87,400,,4,sqrt,,0.1,0.928938,0.024
2021_08_21_17_30_41,87,400,,4,sqrt,,0.1,0.923348,0.024
2021_08_22_13_37_16,87,400,,4,sqrt,,0.1,0.971686,0.024
2021_08_22_22_01_17,87,400,,4,sqrt,,0.1,0.981492,0.022536
2021_08_23_10_51_24,87,400,,4,sqrt,,0.1,0.886513,0.024
2021_08_23_13_17_21,87,400,,4,sqrt,,0.1,0.91825,0.024
2021_08_23_19_42_07,87,400,,4,sqrt,,0.1,0.800953,0.024
2021_09_09_19_27_35,87,400,,4,sqrt,,0.1,0.799479,0.024
2021_09_11_00_33_16,87,400,,4,sqrt,,0.1,0.941361,0.024
2021_08_20_21_48_35,88,400,,4,sqrt,,0.2,0.928938,0.024
2021_08_21_17_30_41,88,400,,4,sqrt,,0.2,0.923348,0.024
2021_08_22_13_37_16,88,400,,4,sqrt,,0.2,0.971686,0.024
2021_08_22_22_01_17,88,400,,4,sqrt,,0.2,0.925429,0.00903
2021_08_23_10_51_24,88,400,,4,sqrt,,0.2,0.886513,0.024
2021_08_23_13_17_21,88,400,,4,sqrt,,0.2,0.91825,0.024
2021_08_23_19_42_07,88,400,,4,sqrt,,0.2,0.800953,0.024
2021_09_09_19_27_35,88,400,,4,sqrt,,0.2,0.799479,0.024
2021_09_11_00_33_16,88,400,,4,sqrt,,0.2,0.941361,0.024
2021_08_20_21_48_35,89,400,,4,sqrt,,0.35,0.928938,0.024
2021_08_21_17_30_41,89,400,,4,sqrt,,0.35,0.923348,0.024
2021_08_22_13_37_16,89,400,,4,sqrt,,0.35,0.971686,0.024
2021_08_22_22_01_17,89,400,,4,sqrt,,0.35,0.901864,0.003564
2021_08_23_10_51_24,89,400,,4,sqrt,,0.35,0.886513,0.024
2021_08_23_13_17_21,89,400,,4,sqrt,,0.35,0.91825,0.024
2021_08_23_19_42_07,89,400,,4,sqrt,,0.35,0.800953,0.024
2021_09_09_19_27_35,89,400,,4,sqrt,,0.35,0.799479,0.024
2021_09_11_00_33_16,89,400,,4,sqrt,,0.35,0.941183,0.023968
2021_08_20_21_48_35,90,400,,4,sqrt,,0.5,0.928938,0.024
2021_08_21_17_30_41,90,400,,4,sqrt,,0.5,0.923348,0.024
2021_08_22_13_37_16,90,400,,4,sqrt,,0.5,0.971686,0.024
2021_08_22_22_01_17,90,400,,4,sqrt,,0.5,0.902645,0.003802
2021_08_23_10_51_24,90,400,,4,sqrt,,0.5,0.886513,0.024
2021_08_23_13_17_21,90,400,,4,sqrt,,0.5,0.91825,0.024
2021_08_23_19_42_07,90,400,,4,sqrt,,0.5,0.800953,0.024
2021_09_09_19_27_35,90,400,,4,sqrt,,0.5,0.799479,0.024
2021_09_11_00_33_16,90,400,,4,sqrt,,0.5,0.941361,0.024
2021_08_20_21_48_35,91,400,,4,sqrt,balanced,0.0,0.932643,0.092216
2021_08_21_17_30_41,91,400,,4,sqrt,balanced,0.0,0.923538,0.025678
2021_08_22_13_37_16,91,400,,4,sqrt,balanced,0.0,0.971686,0.024
2021_08_22_22_01_17,91,400,,4,sqrt,balanced,0.0,0.987474,0.035303
2021_08_23_10_51_24,91,400,,4,sqrt,balanced,0.0,0.889807,0.094666
2021_08_23_13_17_21,91,400,,4,sqrt,balanced,0.0,0.919202,0.100841
2021_08_23_19_42_07,91,400,,4,sqrt,balanced,0.0,0.802796,0.057895
2021_09_09_19_27_35,91,400,,4,sqrt,balanced,0.0,0.801579,0.13162
2021_09_11_00_33_16,91,400,,4,sqrt,balanced,0.0,0.941361,0.024
2021_08_20_21_48_35,92,400,,4,sqrt,balanced,0.02,0.930628,0.058108
2021_08_21_17_30_41,92,400,,4,sqrt,balanced,0.02,0.923348,0.024
2021_08_22_13_37_16,92,400,,4,sqrt,balanced,0.02,0.971686,0.024
2021_08_22_22_01_17,92,400,,4,sqrt,balanced,0.02,0.98737,0.024
2021_08_23_10_51_24,92,400,,4,sqrt,balanced,0.02,0.886513,0.024
2021_08_23_13_17_21,92,400,,4,sqrt,balanced,0.02,0.920166,0.06242
2021_08_23_19_42_07,92,400,,4,sqrt,balanced,0.02,0.803736,0.067909
2021_09_09_19_27_35,92,400,,4,sqrt,balanced,0.02,0.799421,0.083598
2021_09_11_00_33_16,92,400,,4,sqrt,balanced,0.02,0.941361,0.024
2021_08_20_21_48_35,93,400,,4,sqrt,balanced,0.05,0.928938,0.024
2021_08_21_17_30_41,93,400,,4,sqrt,balanced,0.05,0.923348,0.024
2021_08_22_13_37_16,93,400,,4,sqrt,balanced,0.05,0.971686,0.024
2021_08_22_22_01_17,93,400,,4,sqrt,balanced,0.05,0.98737,0.024
2021_08_23_10_51_24,93,400,,4,sqrt,balanced,0.05,0.886513,0.024
2021_08_23_13_17_21,93,400,,4,sqrt,balanced,0.05,0.91825,0.024
2021_08_23_19_42_07,93,400,,4,sqrt,balanced,0.05,0.800953,0.024
2021_09_09_19_27_35,93,400,,4,sqrt,balanced,0.05,0.799479,0.024
2021_09_11_00_33_16,93,400,,4,sqrt,balanced,0.05,0.941361,0.024
2021_08_20_21_48_35,94,400,,4,sqrt,balanced,0.1,0.928938,0.024
2021_08_21_17_30_41,94,400,,4,sqrt,balanced,0.1,0.923348,0.024
2021_08_22_13_37_16,94,400,,4,sqrt,balanced,0.1,0.971686,0.024
2021_08_22_22_01_17,94,400,,4,sqrt,balanced,0.1,0.98737,0.024
2021_08_23_10_51_24,94,400,,4,sqrt,balanced,0.1,0.886513,0.024
2021_08_23_13_17_21,94,400,,4,sqrt,balanced,0.1,0.91825,0.024
2021_08_23_19_42_07,94,400,,4,sqrt,balanced,0.1,0.800953,0.024
2021_09_09_19_27_35,94,400,,4,sqrt,balanced,0.1,0.799479,0.024
2021_09_11_00_33_16,94,400,,4,sqrt,balanced,0.1,0.941361,0.024
2021_08_20_21_48_35,95,400,,4,sqrt,balanced,0.2,0.928938,0.024
2021_08_21_17_30_41,95,400,,4,sqrt,balanced,0.2,0.923348,0.024
2021_08_22_13_37_16,95,400,,4,sqrt,balanced,0.2,0.971686,0.024
2021_08_22_22_01_17,95,400,,4,sqrt,balanced,0.2,0.98737,0.024
2021_08_23_10_51_24,95,400,,4,sqrt,balanced,0.2,0.886513,0.024
2021_08_23_13_17_21,95,400,,4,sqrt,balanced,0.2,0.91825,0.024
2021_08_23_19_42_07,95,400,,4,sqrt,balanced,0.2,0.800953,0.024
2021_09_09_19_27_35,95,400,,4,sqrt,balanced,0.2,0.799479,0.024
2021_09_11_00_33_16,95,400,,4,sqrt,balanced,0.2,0.941361,0.024
2021_08_20_21_48_35,96,400,,4,sqrt,balanced,0.35,0.928938,0.024
2021_08_21_17_30_41,96,400,,4,sqrt,balanced,0.35,0.923348,0.024
2021_08_22_13_37_16,96,400,,4,sqrt,balanced,0.35,0.971686,0.024
2021_08_22_22_01_17,96,400,,4,sqrt,balanced,0.35,0.98737,0.024
2021_08_23_10_51_24,96,400,,4,sqrt,balanced,0.35,0.886513,0.024
2021_08_23_13_17_21,96,400,,4,sqrt,balanced,0.35,0.91825,0.024
2021_08_23_19_42_07,96,400,,4,sqrt,balanced,0.35,0.800953,0.024
2021_09_09_19_27_35,96,400,,4,sqrt,balanced,0.35,0.799479,0.024
2021_09_11_00_33_16,96,400,,4,sqrt,balanced,0.35,0.941361,0.024
2021_08_20_21_48_35,97,400,,4,sqrt,balanced,0.5,0.928938,0.024
2021_08_21_17_30_41,97,400,,4,sqrt,balanced,0.5,0.923348,0.024
2021_08_22_13_37_16,97,400,,4,sqrt,balanced,0.5,0.971686,0.024
2021_08_22_22_01_17,97,400,,4,sqrt,balanced,0.5,0.98737,0.024
2021_08_23_10_51_24,97,400,,4,sqrt,balanced,0.5,0.886513,0.024
2021_08_23_13_17_21,97,400,,4,sqrt,balanced,0.5,0.91825,0.024
2021_08_23_19_42_07,97,400,,4,sqrt,balanced,0.5,0.800953,0.024
2021_09_09_19_27_35,97,400,,4,sqrt,balanced,0.5,0.799479,0.024
2021_09_11_00_33_16,97,400,,4,sqrt,balanced,0.5,0.941361,0.024
2021_08_20_21_48_35,98,400,,4,0.5,,0.0,0.935158,0.146123
2021_08_21_17_30_41,98,400,,4,0.5,,0.0,0.928933,0.252495
2021_08_22_13_37_16,98,400,,4,0.5,,0.0,0.971552,0.031481
2021_08_22_22_01_17,98,400,,4,0.5,,0.0,0.92064,0.266091
2021_08_23_10_51_24,98,400,,4,0.5,,0.0,0.89076,0.143378
2021_08_23_13_17_21,98,400,,4,0.5,,0.0,0.91907,0.117307
2021_08_23_19_42_07,98,400,,4,0.5,,0.0,0.815017,0.222746
2021_09_09_19_27_35,98,400,,4,0.5,,0.0,0.802459,0.276358
2021_09_11_00_33_16,98,400,,4,0.5,,0.0,0.938758,0.064436
2021_08_20_21_48_35,99,400,,4,0.5,,0.02,0.93183,0.157817
2021_08_21_17_30_41,99,400,,4,0.5,,0.02,0.925514,0.046654
2021_08_22_13_37_16,99,400,,4,0.5,,0.02,0.972527,0.059127
2021_08_22_22_01_17,99,400,,4,0.5,,0.02,0.917836,0.215005
2021_08_23_10_51_24,99,400,,4,0.5,,0.02,0.889836,0.085061
2021_08_23_13_17_21,99,400,,4,0.5,,0.02,0.919373,0.095352
2021_08_23_19_42_07,99,400,,4,0.5,,0.02,0.806057,0.118751
2021_09_09_19_27_35,99,400,,4,0.5,,0.02,0.802557,0.267078
2021_09_11_00_33_16,99,400,,4,0.5,,0.02,0.941032,0.040657
2021_08_20_21_48_35,100,400,,4,0.5,,0.05,0.929891,0.051964
2021_08_21_17_30_41,100,400,,4,0.5,,0.05,0.923348,0.024
2021_08_22_13_37_16,100,400,,4,0.5,,0.05,0.971686,0.024
2021_08_22_22_01_17,100,400,,4,0.5,,0.05,0.917656,0.211522
2021_08_23_10_51_24,100,400,,4,0.5,,0.05,0.886513,0.024
2021_08_23_13_17_21,100,400,,4,0.5,,0.05,0.920327,0.055102
2021_08_23_19_42_07,100,400,,4,0.5,,0.05,0.800953,0.024
2021_09_09_19_27_35,100,400,,4,0.5,,0.05,0.799466,0.025052
2021_09_11_00_33_16,100,400,,4,0.5,,0.05,0.941231,0.099575
2021_08_20_21_48_35,101,400,,4,0.5,,0.1,0.927023,0.025924
2021_08_21_17_30_41,101,400,,4,0.5,,0.1,0.923348,0.024
2021_08_22_13_37_16,101,400,,4,0.5,,0.1,0.965499,0.021261
2021_08_22_22_01_17,101,400,,4,0.5,,0.1,0.890998,0.0
2021_08_23_10_51_24,101,400,,4,0.5,,0.1,0.886513,0.024
2021_08_23_13_17_21,101,400,,4,0.5,,0.1,0.91825,0.024
2021_08_23_19_42_07,101,400,,4,0.5,,0.1,0.801094,0.031703
2021_09_09_19_27_35,101,400,,4,0.5,,0.1,0.799479,0.024
2021_09_11_00_33_16,101,400,,4,0.5,,0.1,0.941359,0.025059
2021_08_20_21_48_35,102,400,,4,0.5,,0.2,0.926765,0.023571
2021_08_21_17_30_41,102,400,,4,0.5,,0.2,0.923348,0.024
2021_08_22_13_37_16,102,400,,4,0.5,,0.2,0.971686,0.024
2021_08_22_22_01_17,102,400,,4,0.5,,0.2,0.890998,0.0
2021_08_23_10_51_24,102,400,,4,0.5,,0.2,0.886513,0.024
2021_08_23_13_17_21,102,400,,4,0.5,,0.2,0.91825,0.024
2021_08_23_19_42_07,102,400,,4,0.5,,0.2,0.800953,0.024
2021_09_09_19_27_35,102,400,,4,0.5,,0.2,0.799479,0.024
2021_09_11_00_33_16,102,400,,4,0.5,,0.2,0.941361,0.024
2021_08_20_21_48_35,103,400,,4,0.5,,0.35,0.926765,0.023571
2021_08_21_17_30_41,103,400,,4,0.5,,0.35,0.923348,0.024
2021_08_22_13_37_16,103,400,,4,0.5,,0.35,0.971686,0.024
2021_08_22_22_01_17,103,400,,4,0.5,,0.35,0.890998,0.0
2021_08_23_10_51_24,103,400,,4,0.5,,0.35,0.886513,0.024
2021_08_23_13_17_21,103,400,,4,0.5,,0.35,0.91825,0.024
2021_08_23_19_42_07,103,400,,4,0.5,,0.35,0.800953,0.024
2021_09_09_19_27_35,103,400,,4,0.5,,0.35,0.799479,0.024
2021_09_11_00_33_16,103,400,,4,0.5,,0.35,0.939523,0.023678
2021_08_20_21_48_35,104,400,,4,0.5,,0.5,0.926765,0.023571
2021_08_21_17_30_41,104,400,,4,0.5,,0.5,0.923348,0.024
2021_08_22_13_37_16,104,400,,4,0.5,,0.5,0.971686,0.024
2021_08_22_22_01_17,104,400,,4,0.5,,0.5,0.890998,0.0
2021_08_23_10_51_24,104,400,,4,0.5,,0.5,0.886074,0.023625
2021_08_23_13_17_21,104,400,,4,0.5,,0.5,0.91825,0.024
2021_08_23_19_42_07,104,400,,4,0.5,,0.5,0.800953,0.024
2021_09_09_19_27_35,104,400,,4,0.5,,0.5,0.799479,0.024
2021_09_11_00_33_16,104,400,,4,0.5,,0.5,0.940869,0.023936
2021_08_20_21_48_35,105,400,,4,0.5,balanced,0.0,0.933018,0.138869
2021_08_21_17_30_41,105,400,,4,0.5,balanced,0.0,0.923348,0.024
2021_08_22_13_37_16,105,400,,4,0.5,balanced,0.0,0.971686,0.024
2021_08_22_22_01_17,105,400,,4,0.5,balanced,0.0,0.987186,0.032043
2021_08_23_10_51_24,105,400,,4,0.5,balanced,0.0,0.886513,0.024
2021_08_23_13_17_21,105,400,,4,0.5,balanced,0.0,0.91959,0.095352
2021_08_23_19_42_07,105,400,,4,0.5,balanced,0.0,0.807597,0.122603
2021_09_09_19_27_35,105,400,,4,0.5,balanced,0.0,0.803457,0.157736
2021_09_11_00_33_16,105,400,,4,0.5,balanced,0.0,0.933151,0.094267
2021_08_20_21_48_35,106,400,,4,0.5,balanced,0.02,0.930529,0.092216
2021_08_21_17_30_41,106,400,,4,0.5,balanced,0.02,0.923348,0.024
2021_08_22_13_37_16,106,400,,4,0.5,balanced,0.02,0.971686,0.024
2021_08_22_22_01_17,106,400,,4,0.5,balanced,0.02,0.98712,0.032695
2021_08_23_10_51_24,106,400,,4,0.5,balanced,0.02,0.886513,0.024
2021_08_23_13_17_21,106,400,,4,0.5,balanced,0.02,0.918198,0.056932
2021_08_23_19_42_07,106,400,,4,0.5,balanced,0.02,0.806035,0.144172
2021_09_09_19_27_35,106,400,,4,0.5,balanced,0.02,0.802716,0.095269
2021_09_11_00_33_16,106,400,,4,0.5,balanced,0.02,0.936448,0.031626
2021_08_20_21_48_35,107,400,,4,0.5,balanced,0.05,0.928938,0.024
2021_08_21_17_30_41,107,400,,4,0.5,balanced,0.05,0.923348,0.024
2021_08_22_13_37_16,107,400,,4,0.5,balanced,0.05,0.971686,0.024
2021_08_22_22_01_17,107,400,,4,0.5,balanced,0.05,0.987283,0.026174
2021_08_23_10_51_24,107,400,,4,0.5,balanced,0.05,0.886513,0.024
2021_08_23_13_17_21,107,400,,4,0.5,balanced,0.05,0.91841,0.029489
2021_08_23_19_42_07,107,400,,4,0.5,balanced,0.05,0.800953,0.024
2021_09_09_19_27_35,107,400,,4,0.5,balanced,0.05,0.799414,0.025722
2021_09_11_00_33_16,107,400,,4,0.5,balanced,0.05,0.915989,0.020887
2021_08_20_21_48_35,108,400,,4,0.5,balanced,0.1,0.928938,0.024
2021_08_21_17_30_41,108,400,,4,0.5,balanced,0.1,0.923348,0.024
2021_08_22_13_37_16,108,400,,4,0.5,balanced,0.1,0.971686,0.024
2021_08_22_22_01_17,108,400,,4,0.5,balanced,0.1,0.98737,0.024
2021_08_23_10_51_24,108,400,,4,0.5,balanced,0.1,0.886513,0.024
2021_08_23_13_17_21,108,400,,4,0.5,balanced,0.1,0.91825,0.024
2021_08_23_19_42_07,108,400,,4,0.5,balanced,0.1,0.800953,0.024
2021_09_09_19_27_35,108,400,,4,0.5,balanced,0.1,0.799479,0.024
2021_09_11_00_33_16,108,400,,4,0.5,balanced,0.1,0.941361,0.024
2021_08_20_21_48_35,109,400,,4,0.5,balanced,0.2,0.928938,0.024
2021_08_21_17_30_41,109,400,,4,0.5,balanced,0.2,0.923348,0.024
2021_08_22_13_37_16,109,400,,4,0.5,balanced,0.2,0.971686,0.024
2021_08_22_22_01_17,109,400,,4,0.5,balanced,0.2,0.98737,0.024
2021_08_23_10_51_24,109,400,,4,0.5,balanced,0.2,0.886513,0.024
2021_08_23_13_17_21,109,400,,4,0.5,balanced,0.2,0.91825,0.024
2021_08_23_19_42_07,109,400,,4,0.5,balanced,0.2,0.800953,0.024
2021_09_09_19_27_35,109,400,,4,0.5,balanced,0.2,0.799479,0.024
2021_09_11_00_33_16,109,400,,4,0.5,balanced,0.2,0.941361,0.024
2021_08_20_21_48_35,110,400,,4,0.5,balanced,0.35,0.928938,0.024
2021_08_21_17_30_41,110,400,,4,0.5,balanced,0.35,0.923348,0.024
2021_08_22_13_37_16,110,400,,4,0.5,balanced,0.35,0.971686,0.024
2021_08_22_22_01_17,110,400,,4,0.5,balanced,0.35,0.98737,0.024
