realisation,F1_2G,F1_RF,F1_tau,B_2G,B_RF,B_tau,dF_2G_RF,dB_2G_RF,dF_2G_tau,dB_2G_tau
15,0.8553843390405904,0.8643778956766216,0.8617907937030735,0.024000000000000004,0.14766666666666667,0.21476060606060607,-0.008993556636031186,-0.12366666666666666,-0.00640645466248313,-0.19076060606060607
16,0.8553843390405904,0.8656816261757779,0.862556647417236,0.024000000000000004,0.16965757575757576,0.22256666666666666,-0.010297287135187516,-0.14565757575757576,-0.00717230837664562,-0.19856666666666667
17,0.8553843390405904,0.8650384037714877,0.8616103079327208,0.024000000000000004,0.15205757575757575,0.21622424242424243,-0.00965406473089725,-0.12805757575757576,-0.00622596889213034,-0.19222424242424244
18,0.8553843390405904,0.8644342536353673,0.8612315695276107,0.024000000000000004,0.14766666666666667,0.20793030303030302,-0.009049914594776887,-0.12366666666666666,-0.005847230487020294,-0.18393030303030303
19,0.8553843390405904,0.8650379164546899,0.8618226494533149,0.024000000000000004,0.15788787878787883,0.22256666666666666,-0.009653577414099446,-0.13388787878787883,-0.006438310412724468,-0.19856666666666667
20,0.8553843390405904,0.8642721605990541,0.8606670022609981,0.024000000000000004,0.1491060606060606,0.2176878787878788,-0.008887821558463682,-0.1251060606060606,-0.005282663220407713,-0.1936878787878788
21,0.8553843390405904,0.8651614935365031,0.8613272052558512,0.024000000000000004,0.1642545454545455,0.2211030303030303,-0.009777154495912654,-0.1402545454545455,-0.005942866215260745,-0.1971030303030303
22,0.8553843390405904,0.8649495507699575,0.8618238867592847,0.024000000000000004,0.16225454545454546,0.22207878787878788,-0.009565211729367085,-0.13825454545454546,-0.006439547718694261,-0.19807878787878788
23,0.8553843390405904,0.8635873543008512,0.8604297732271863,0.024000000000000004,0.14473939393939397,0.21232121212121216,-0.008203015260260793,-0.12073939393939397,-0.005045434186595865,-0.18832121212121217
24,0.8553843390405904,0.8646082121914767,0.8615213780901533,0.024000000000000004,0.15742424242424244,0.21768787878787882,-0.009223873150886241,-0.13342424242424245,-0.006137039049562865,-0.19368787878787883
25,0.8553843390405904,0.8647509424662378,0.8615487293849293,0.024000000000000004,0.15742424242424244,0.2284212121212121,-0.009366603425647435,-0.13342424242424245,-0.00616439034433891,-0.20442121212121211
26,0.8553843390405904,0.8656082351327263,0.8618090735828121,0.024000000000000004,0.16421818181818185,0.21720000000000003,-0.01022389609213592,-0.14021818181818185,-0.0064247345422216995,-0.19320000000000004
27,0.8553843390405904,0.8649184542328083,0.8612701382652945,0.024000000000000004,0.15693636363636365,0.22451818181818184,-0.009534115192217918,-0.13293636363636366,-0.0058857992247041135,-0.20051818181818185
28,0.8553843390405904,0.8647623053288658,0.8614243451303756,0.024000000000000004,0.15840000000000004,0.22061515151515151,-0.009377966288275363,-0.13440000000000005,-0.006040006089785166,-0.19661515151515152
29,0.8553843390405904,0.8637355825186512,0.8599991323839035,0.024000000000000004,0.14281212121212122,0.2137848484848485,-0.008351243478060821,-0.11881212121212122,-0.004614793343313051,-0.1897848484848485
30,0.8553843390405904,0.8640960690180255,0.8612618689509057,0.024000000000000004,0.14763030303030303,0.21378484848484847,-0.008711729977435079,-0.12363030303030302,-0.005877529910315316,-0.18978484848484847
31,0.8553843390405904,0.8635314952774638,0.8606439310084784,0.024000000000000004,0.14134848484848486,0.21232121212121213,-0.008147156236873343,-0.11734848484848485,-0.005259591967887944,-0.18832121212121214
32,0.8553843390405904,0.8643400741300307,0.8615273988116318,0.024000000000000004,0.1500818181818182,0.2215909090909091,-0.008955735089440253,-0.1260818181818182,-0.006143059771041348,-0.1975909090909091
33,0.8553843390405904,0.8647117023109724,0.8613033876180143,0.024000000000000004,0.15596060606060608,0.2215909090909091,-0.009327363270381972,-0.13196060606060608,-0.005919048577423869,-0.1975909090909091
34,0.8553843390405904,0.8645434315445241,0.8613620071771619,0.024000000000000004,0.15696060606060608,0.2211030303030303,-0.009159092503933652,-0.13296060606060608,-0.005977668136571523,-0.1971030303030303
35,0.8553843390405904,0.8643167932395416,0.860810859501319,0.024000000000000004,0.15255757575757578,0.21524848484848486,-0.008932454198951167,-0.1285575757575758,-0.005426520460728557,-0.19124848484848486
