fold_scene,candidate_index,n_estimators,max_depth,min_samples_leaf,max_features,class_weight,lambda,n_frames,realised_f1,realised_payload
2021_08_20_21_48_35,105,400,,4,0.5,balanced,0.0,112,0.954182,0.235312
2021_08_21_17_30_41,105,400,,4,0.5,balanced,0.0,157,0.937822,0.074621
2021_08_22_13_37_16,105,400,,4,0.5,balanced,0.0,135,0.971036,0.023879
2021_08_22_22_01_17,105,400,,4,0.5,balanced,0.0,202,0.986772,0.027043
2021_08_23_10_51_24,105,400,,4,0.5,balanced,0.0,64,0.895224,0.126912
2021_08_23_13_17_21,105,400,,4,0.5,balanced,0.0,48,0.906971,0.029352
2021_08_23_19_42_07,105,400,,4,0.5,balanced,0.0,57,0.727259,0.024
2021_09_09_19_27_35,105,400,,4,0.5,balanced,0.0,459,0.745056,0.167589
2021_09_11_00_33_16,105,400,,4,0.5,balanced,0.0,746,0.874625,0.024
2021_08_20_21_48_35,106,400,,4,0.5,balanced,0.02,112,0.953712,0.221983
2021_08_21_17_30_41,106,400,,4,0.5,balanced,0.02,157,0.943522,0.132514
2021_08_22_13_37_16,106,400,,4,0.5,balanced,0.02,135,0.971083,0.023782
2021_08_22_22_01_17,106,400,,4,0.5,balanced,0.02,202,0.986772,0.024
2021_08_23_10_51_24,106,400,,4,0.5,balanced,0.02,64,0.894298,0.11319
2021_08_23_13_17_21,106,400,,4,0.5,balanced,0.02,48,0.907448,0.029489
2021_08_23_19_42_07,106,400,,4,0.5,balanced,0.02,57,0.727259,0.024
2021_09_09_19_27_35,106,400,,4,0.5,balanced,0.02,459,0.748816,0.299212
2021_09_11_00_33_16,106,400,,4,0.5,balanced,0.02,746,0.874625,0.024
2021_08_20_21_48_35,107,400,,4,0.5,balanced,0.05,112,0.95246,0.108682
2021_08_21_17_30_41,107,400,,4,0.5,balanced,0.05,157,0.936343,0.042459
2021_08_22_13_37_16,107,400,,4,0.5,balanced,0.05,135,0.970964,0.023515
2021_08_22_22_01_17,107,400,,4,0.5,balanced,0.05,202,0.986276,0.056388
2021_08_23_10_51_24,107,400,,4,0.5,balanced,0.05,64,0.888301,0.024
2021_08_23_13_17_21,107,400,,4,0.5,balanced,0.05,48,0.907653,0.024
2021_08_23_19_42_07,107,400,,4,0.5,balanced,0.05,57,0.727259,0.024
2021_09_09_19_27_35,107,400,,4,0.5,balanced,0.05,459,0.742023,0.030409
2021_09_11_00_33_16,107,400,,4,0.5,balanced,0.05,746,0.874625,0.024
2021_08_20_21_48_35,108,400,,4,0.5,balanced,0.1,112,0.94998,0.024
2021_08_21_17_30_41,108,400,,4,0.5,balanced,0.1,157,0.935202,0.024
2021_08_22_13_37_16,108,400,,4,0.5,balanced,0.1,135,0.970823,0.023475
2021_08_22_22_01_17,108,400,,4,0.5,balanced,0.1,202,0.986772,0.024
2021_08_23_10_51_24,108,400,,4,0.5,balanced,0.1,64,0.888301,0.024
2021_08_23_13_17_21,108,400,,4,0.5,balanced,0.1,48,0.907196,0.029489
2021_08_23_19_42_07,108,400,,4,0.5,balanced,0.1,57,0.727259,0.024
2021_09_09_19_27_35,108,400,,4,0.5,balanced,0.1,459,0.744434,0.023876
2021_09_11_00_33_16,108,400,,4,0.5,balanced,0.1,746,0.874625,0.024
2021_08_20_21_48_35,109,400,,4,0.5,balanced,0.2,112,0.94998,0.024
2021_08_21_17_30_41,109,400,,4,0.5,balanced,0.2,157,0.935202,0.024
2021_08_22_13_37_16,109,400,,4,0.5,balanced,0.2,135,0.968135,0.0224
2021_08_22_22_01_17,109,400,,4,0.5,balanced,0.2,202,0.986772,0.024
2021_08_23_10_51_24,109,400,,4,0.5,balanced,0.2,64,0.888301,0.024
2021_08_23_13_17_21,109,400,,4,0.5,balanced,0.2,48,0.907653,0.024
2021_08_23_19_42_07,109,400,,4,0.5,balanced,0.2,57,0.727259,0.024
2021_09_09_19_27_35,109,400,,4,0.5,balanced,0.2,459,0.745803,0.024
2021_09_11_00_33_16,109,400,,4,0.5,balanced,0.2,746,0.874625,0.024
2021_08_20_21_48_35,110,400,,4,0.5,balanced,0.35,112,0.94998,0.024
2021_08_21_17_30_41,110,400,,4,0.5,balanced,0.35,157,0.935202,0.024
2021_08_22_13_37_16,110,400,,4,0.5,balanced,0.35,135,0.970545,0.023644
2021_08_22_22_01_17,110,400,,4,0.5,balanced,0.35,202,0.986772,0.024
2021_08_23_10_51_24,110,400,,4,0.5,balanced,0.35,64,0.888301,0.024
2021_08_23_13_17_21,110,400,,4,0.5,balanced,0.35,48,0.907653,0.024
2021_08_23_19_42_07,110,400,,4,0.5,balanced,0.35,57,0.727259,0.024
2021_09_09_19_27_35,110,400,,4,0.5,balanced,0.35,459,0.744618,0.023895
2021_09_11_00_33_16,110,400,,4,0.5,balanced,0.35,746,0.874625,0.024
2021_08_20_21_48_35,111,400,,4,0.5,balanced,0.5,112,0.94998,0.024
2021_08_21_17_30_41,111,400,,4,0.5,balanced,0.5,157,0.935202,0.024
2021_08_22_13_37_16,111,400,,4,0.5,balanced,0.5,135,0.970805,0.023111
2021_08_22_22_01_17,111,400,,4,0.5,balanced,0.5,202,0.986772,0.023881
2021_08_23_10_51_24,111,400,,4,0.5,balanced,0.5,64,0.888301,0.024
2021_08_23_13_17_21,111,400,,4,0.5,balanced,0.5,48,0.907653,0.024
2021_08_23_19_42_07,111,400,,4,0.5,balanced,0.5,57,0.727259,0.024
2021_09_09_19_27_35,111,400,,4,0.5,balanced,0.5,459,0.743601,0.023791
2021_09_11_00_33_16,111,400,,4,0.5,balanced,0.5,746,0.874625,0.024
