frame,n_cav,has_collab,n_gt,n_box_ego,n_box_collab,f1_ego
687,2,1,18,15,14,0.8484848484848485
688,2,1,17,14,16,0.9032258064516129
689,2,1,17,13,12,0.8666666666666666
690,2,1,16,13,13,0.896551724137931
691,2,1,15,12,13,0.8148148148148148
692,2,1,14,12,13,0.7692307692307692
693,2,1,14,14,12,0.8571428571428571
694,2,1,14,13,13,0.8148148148148148
695,2,1,14,12,13,0.6923076923076924
696,2,1,14,12,12,0.8461538461538461
697,2,1,14,11,12,0.8
698,2,1,15,12,14,0.8148148148148148
699,2,1,13,12,11,0.8
700,2,1,13,13,13,0.7692307692307693
701,2,1,14,13,13,0.7407407407407408
702,2,1,14,15,12,0.8275862068965518
703,2,1,14,14,14,0.8571428571428571
704,2,1,14,14,16,0.8571428571428571
705,2,1,15,14,12,0.896551724137931
706,2,1,15,13,13,0.8571428571428571
707,2,1,15,14,12,0.8275862068965518
708,2,1,15,13,13,0.7857142857142856
709,2,1,14,13,16,0.8148148148148148
710,2,1,14,13,12,0.6666666666666666
711,2,1,14,11,13,0.7200000000000001
712,2,1,14,11,13,0.7200000000000001
713,2,1,14,11,16,0.8
714,2,1,14,11,15,0.7200000000000001
715,2,1,14,9,12,0.6956521739130435
716,2,1,14,11,13,0.64
717,2,1,14,14,14,0.7857142857142857
718,2,1,10,10,9,0.8000000000000002
719,2,1,10,10,10,0.8000000000000002
720,2,1,10,11,10,0.761904761904762
721,2,1,10,10,10,0.8000000000000002
722,2,1,10,12,11,0.8181818181818182
723,2,1,10,11,9,0.8571428571428572
724,2,1,10,12,10,0.8181818181818182
725,2,1,10,10,10,0.9
726,2,1,10,14,9,0.75
727,2,1,10,11,10,0.8571428571428572
728,2,1,10,12,9,0.9090909090909091
729,2,1,10,14,10,0.8333333333333333
730,2,1,10,12,9,0.9090909090909091
731,2,1,10,12,9,0.9090909090909091
732,2,1,10,12,10,0.9090909090909091
733,2,1,9,13,9,0.8181818181818181
734,2,1,9,10,9,0.9473684210526316
735,2,1,9,10,12,0.9473684210526316
736,2,1,9,10,12,0.9473684210526316
737,2,1,9,11,10,0.9
738,2,1,9,10,11,0.9473684210526316
739,2,1,9,10,10,0.9473684210526316
740,2,1,9,10,9,0.9473684210526316
741,2,1,9,10,10,0.9473684210526316
742,2,1,9,11,9,0.9
743,2,1,9,10,10,0.8421052631578948
744,2,1,10,9,10,0.8421052631578948
745,2,1,10,12,9,0.7272727272727272
746,2,1,9,13,11,0.8181818181818181
747,2,1,9,13,9,0.8181818181818181
748,2,1,9,12,11,0.8571428571428571
749,2,1,9,13,11,0.8181818181818181
750,2,1,9,14,11,0.782608695652174
751,2,1,9,13,11,0.8181818181818181
752,2,1,9,13,11,0.8181818181818181
753,2,1,9,15,11,0.7499999999999999
754,2,1,9,16,11,0.72
755,2,1,9,14,13,0.782608695652174
756,2,1,9,15,13,0.7499999999999999
757,2,1,9,13,13,0.8181818181818181
758,2,1,9,14,11,0.782608695652174
759,2,1,9,14,14,0.6956521739130435
760,2,1,9,13,14,0.7272727272727274
761,2,1,9,13,12,0.7272727272727274
762,2,1,9,13,12,0.7272727272727274
763,2,1,9,12,14,0.761904761904762
764,2,1,9,11,11,0.7999999999999999
765,2,1,9,14,11,0.6956521739130435
766,2,1,9,14,11,0.6956521739130435
767,2,1,9,12,9,0.8571428571428571
768,2,1,9,12,11,0.761904761904762
769,2,1,9,11,12,0.7999999999999999
770,2,1,9,11,11,0.7999999999999999
771,2,1,9,12,11,0.761904761904762
772,2,1,9,13,12,0.7272727272727274
773,2,1,9,12,10,0.761904761904762
774,2,1,9,11,11,0.7999999999999999
775,2,1,18,11,23,0.5517241379310345
776,2,1,18,11,25,0.5517241379310345
777,2,1,18,10,21,0.5
778,2,1,17,11,19,0.5714285714285714
779,2,1,19,13,24,0.5625
780,2,1,18,13,19,0.5806451612903226
781,2,1,18,11,15,0.5517241379310345
782,2,1,18,11,19,0.5517241379310345
783,2,1,18,12,22,0.6
784,2,1,18,12,17,0.6666666666666667
785,2,1,18,10,21,0.6428571428571429
786,2,1,18,13,19,0.5161290322580646
787,2,1,17,15,23,0.5625
788,2,1,17,11,23,0.5714285714285714
789,2,1,17,12,19,0.6206896551724139
790,2,1,17,13,23,0.5333333333333333
791,2,1,17,14,22,0.5161290322580646
792,2,1,17,15,20,0.5
793,2,1,17,13,23,0.5333333333333333
794,2,1,17,12,22,0.5517241379310345
795,2,1,17,13,22,0.5333333333333333
796,2,1,17,12,20,0.5517241379310345
797,2,1,19,12,23,0.5806451612903226
798,2,1,20,13,19,0.5454545454545455
799,2,1,20,10,24,0.5333333333333333
800,2,1,20,12,23,0.625
801,2,1,20,12,23,0.5625000000000001
802,2,1,20,12,21,0.5625000000000001
803,2,1,20,13,22,0.5454545454545455
804,2,1,21,15,19,0.5555555555555556
805,2,1,21,16,23,0.5405405405405405
806,2,1,21,17,21,0.5789473684210527
807,2,1,21,15,22,0.611111111111111
808,2,1,21,14,23,0.6285714285714286
809,2,1,21,14,21,0.6285714285714286
810,2,1,21,14,17,0.6285714285714286
811,2,1,21,13,20,0.7058823529411765
812,2,1,21,16,21,0.5945945945945946
813,2,1,21,13,19,0.588235294117647
814,2,1,21,13,20,0.6470588235294118
815,2,1,21,14,22,0.6285714285714286
816,2,1,21,16,20,0.5945945945945946
817,2,1,21,16,22,0.6486486486486486
818,2,1,21,15,26,0.6666666666666666
819,2,1,21,17,18,0.6315789473684211
820,2,1,21,16,20,0.5945945945945946
821,2,1,20,15,17,0.6285714285714286
822,2,1,20,18,18,0.5789473684210527
823,2,1,20,17,20,0.5945945945945946
824,2,1,20,16,18,0.6111111111111112
825,2,1,20,13,18,0.6666666666666667
826,2,1,21,18,21,0.5641025641025642
827,2,1,22,18,21,0.6
828,2,1,22,16,17,0.5789473684210527
829,2,1,22,15,20,0.6486486486486486
830,2,1,22,16,16,0.631578947368421
831,2,1,22,16,23,0.631578947368421
832,2,1,22,16,17,0.631578947368421
833,2,1,22,17,21,0.6153846153846153
834,2,1,22,17,20,0.6666666666666667
835,2,1,22,17,19,0.6153846153846153
836,2,1,22,17,20,0.6153846153846153
837,2,1,22,17,17,0.6153846153846153
838,2,1,22,17,19,0.6153846153846153
839,2,1,22,18,23,0.6
840,2,1,22,17,19,0.6153846153846153
841,2,1,22,19,23,0.6341463414634148
842,2,1,22,19,22,0.6341463414634148
843,2,1,24,20,20,0.5909090909090908
844,2,1,24,20,23,0.6363636363636365
845,2,1,24,21,23,0.6222222222222222
846,2,1,24,20,20,0.6363636363636365
847,2,1,24,22,21,0.6086956521739131
848,2,1,24,19,21,0.6511627906976745
849,2,1,24,19,23,0.6511627906976745
850,2,1,24,19,19,0.6511627906976745
851,2,1,24,19,19,0.6511627906976745
852,2,1,25,18,19,0.6511627906976745
853,2,1,25,17,20,0.6666666666666666
854,2,1,25,20,20,0.6222222222222222
855,2,1,25,20,22,0.6222222222222222
856,2,1,25,21,21,0.6521739130434783
857,2,1,25,20,23,0.6222222222222222
858,2,1,25,18,20,0.6511627906976745
859,2,1,25,18,22,0.6046511627906976
860,2,1,25,19,19,0.5909090909090909
861,2,1,24,19,17,0.6511627906976745
862,2,1,23,20,16,0.6511627906976744
863,2,1,22,18,16,0.7000000000000001
864,2,1,22,20,16,0.6666666666666666
865,2,1,23,20,18,0.6511627906976744
866,2,1,22,21,17,0.6511627906976744
867,2,1,22,17,18,0.6666666666666667
868,2,1,24,16,17,0.65
869,2,1,25,18,18,0.6046511627906976
870,2,1,25,17,18,0.6190476190476191
871,2,1,24,17,19,0.6829268292682927
872,2,1,24,15,20,0.6666666666666667
873,2,1,23,17,18,0.65
874,2,1,23,17,18,0.7
875,2,1,23,19,16,0.5714285714285715
876,2,1,23,20,16,0.6511627906976744
877,2,1,23,20,17,0.5581395348837209
878,2,1,23,21,16,0.5909090909090909
879,2,1,23,20,17,0.6046511627906976
880,2,1,23,18,17,0.5853658536585366
881,2,1,24,18,16,0.619047619047619
882,2,1,24,19,17,0.6046511627906976
883,2,1,24,18,15,0.619047619047619
884,2,1,24,19,16,0.6511627906976745
885,2,1,24,14,15,0.5263157894736842
886,2,1,24,14,18,0.5789473684210527
887,2,1,24,14,18,0.4736842105263159
888,2,1,23,15,15,0.5789473684210527
889,2,1,23,15,19,0.5789473684210527
890,2,1,23,15,19,0.6315789473684211
891,2,1,24,15,21,0.6666666666666667
892,2,1,26,14,18,0.55
893,2,1,26,17,19,0.558139534883721
894,2,1,26,16,16,0.5238095238095238
895,2,1,26,15,17,0.5365853658536585
896,2,1,25,17,15,0.4761904761904762
897,2,1,25,11,20,0.5
898,2,1,26,13,19,0.46153846153846156
899,2,1,24,14,21,0.5263157894736842
900,2,1,24,12,17,0.5
901,2,1,25,14,21,0.4615384615384615
902,2,1,24,13,23,0.48648648648648646
903,2,1,25,12,19,0.48648648648648657
904,2,1,25,10,19,0.5142857142857143
905,2,1,25,10,19,0.45714285714285713
906,2,1,24,11,23,0.5142857142857142
907,2,1,25,14,17,0.5128205128205129
908,2,1,25,13,18,0.47368421052631576
909,2,1,25,14,18,0.5641025641025641
910,2,1,25,12,18,0.5405405405405406
911,2,1,24,13,20,0.48648648648648646
912,2,1,23,11,21,0.5294117647058824
913,2,1,23,11,21,0.5294117647058824
914,2,1,24,14,17,0.5263157894736842
915,2,1,24,14,20,0.4736842105263159
916,2,1,25,12,19,0.5405405405405406
917,2,1,26,12,20,0.4736842105263157
918,2,1,26,13,18,0.5128205128205128
919,2,1,25,11,21,0.5
920,2,1,25,11,20,0.5
921,2,1,26,13,21,0.5128205128205128
922,2,1,26,9,20,0.4571428571428572
923,2,1,26,11,21,0.4864864864864865
924,2,1,26,11,20,0.4864864864864865
925,2,1,25,12,20,0.48648648648648657
926,2,1,25,11,18,0.4444444444444444
927,2,1,25,9,20,0.47058823529411764
928,2,1,25,11,20,0.5
929,2,1,25,11,20,0.5
930,2,1,25,12,19,0.48648648648648657
931,2,1,25,10,22,0.5142857142857143
932,2,1,24,14,19,0.5263157894736842
933,2,1,23,12,19,0.5142857142857143
934,2,1,23,15,17,0.47368421052631576
935,2,1,23,10,19,0.5454545454545454
936,2,1,22,9,16,0.5161290322580644
937,2,1,23,12,17,0.4571428571428571
938,2,1,24,11,15,0.5142857142857142
939,2,1,24,12,16,0.5
940,2,1,24,12,17,0.5
941,2,1,23,11,17,0.5882352941176471
942,2,1,23,10,19,0.5454545454545454
943,2,1,25,13,17,0.47368421052631576
944,2,1,25,11,18,0.5
945,2,1,25,11,17,0.5
946,2,1,24,10,17,0.47058823529411764
947,2,1,24,10,18,0.4117647058823529
948,2,1,25,12,16,0.48648648648648657
949,2,1,26,12,16,0.4736842105263157
950,2,1,26,10,19,0.5
951,2,1,26,12,19,0.4736842105263157
952,2,1,26,13,19,0.46153846153846156
953,2,1,26,13,17,0.46153846153846156
954,2,1,26,10,17,0.5
955,2,1,26,11,21,0.4864864864864865
956,2,1,26,11,23,0.4864864864864865
957,2,1,26,12,21,0.4736842105263157
958,2,1,26,10,22,0.4444444444444444
959,2,1,26,9,17,0.4571428571428572
960,2,1,26,12,19,0.42105263157894735
961,2,1,26,13,18,0.46153846153846156
962,2,1,26,11,19,0.4864864864864865
963,2,1,26,11,19,0.4864864864864865
964,2,1,26,8,20,0.411764705882353
965,2,1,26,8,18,0.411764705882353
966,2,1,25,9,21,0.4117647058823529
967,2,1,25,10,19,0.4
968,2,1,25,9,18,0.4117647058823529
969,2,1,24,10,16,0.4117647058823529
970,2,1,24,8,22,0.375
971,2,1,24,7,20,0.3870967741935483
972,2,1,24,8,19,0.375
973,2,1,24,8,21,0.43750000000000006
974,2,1,24,9,20,0.36363636363636365
975,2,1,24,8,20,0.43750000000000006
976,2,1,24,8,16,0.375
977,2,1,24,10,17,0.35294117647058826
978,2,1,24,8,17,0.375
979,2,1,25,10,18,0.34285714285714286
980,2,1,25,11,21,0.3888888888888889
981,2,1,25,9,16,0.4117647058823529
982,2,1,24,9,17,0.42424242424242425
983,2,1,25,10,18,0.4
984,2,1,25,10,17,0.4
985,2,1,25,12,19,0.3783783783783784
986,2,1,24,11,20,0.4
987,2,1,25,8,21,0.36363636363636365
988,2,1,26,8,18,0.3529411764705882
989,2,1,26,10,20,0.33333333333333337
990,2,1,26,11,20,0.3243243243243243
991,2,1,24,10,16,0.35294117647058826
992,2,1,23,7,18,0.4
993,2,1,22,8,18,0.39999999999999997
994,2,1,23,10,18,0.42424242424242425
995,2,1,24,9,18,0.36363636363636365
996,2,1,24,8,20,0.3125
997,2,1,22,10,20,0.4375
998,2,1,22,8,18,0.39999999999999997
999,2,1,22,8,21,0.3333333333333333
1000,2,1,22,11,19,0.4242424242424242
1001,2,1,23,7,17,0.4
1002,2,1,22,10,19,0.37499999999999994
1003,2,1,21,8,15,0.4137931034482759
1004,2,1,21,10,18,0.3870967741935483
1005,2,1,21,9,18,0.4
1006,2,1,22,10,17,0.4375
1007,2,1,23,9,18,0.37500000000000006
1008,2,1,23,8,18,0.25806451612903225
1009,2,1,23,8,23,0.3225806451612903
1010,2,1,23,7,21,0.3333333333333333
1011,2,1,23,8,19,0.3225806451612903
1012,2,1,23,10,22,0.36363636363636365
1013,2,1,23,9,20,0.3125
1014,2,1,23,10,21,0.42424242424242425
1015,2,1,23,10,19,0.42424242424242425
1016,2,1,22,8,19,0.3333333333333333
1017,2,1,22,8,19,0.39999999999999997
1018,2,1,22,9,19,0.3870967741935484
1019,2,1,22,8,21,0.39999999999999997
1020,2,1,22,9,22,0.3870967741935484
1021,2,1,22,8,19,0.39999999999999997
1022,2,1,22,9,22,0.3870967741935484
1023,2,1,22,8,20,0.39999999999999997
1024,2,1,22,10,18,0.37499999999999994
1025,2,1,22,8,20,0.39999999999999997
1026,2,1,23,9,19,0.37500000000000006
1027,2,1,22,8,20,0.39999999999999997
1028,2,1,23,8,17,0.3870967741935483
1029,2,1,23,8,19,0.4516129032258065
1030,2,1,24,9,21,0.42424242424242425
1031,2,1,24,9,21,0.42424242424242425
1032,2,1,24,11,20,0.4
1033,2,1,23,9,18,0.43750000000000006
1034,2,1,23,10,15,0.42424242424242425
1035,2,1,23,11,17,0.4705882352941176
1036,2,1,23,11,19,0.4705882352941176
1037,2,1,23,10,22,0.48484848484848486
1038,2,1,23,11,19,0.411764705882353
1039,2,1,24,9,19,0.42424242424242425
1040,2,1,24,11,22,0.4
1041,2,1,24,10,20,0.4117647058823529
1042,2,1,24,10,26,0.4117647058823529
1043,2,1,24,9,25,0.42424242424242425
1044,2,1,24,9,21,0.42424242424242425
1045,2,1,23,9,20,0.43750000000000006
1046,2,1,23,11,15,0.411764705882353
1047,2,1,23,10,15,0.48484848484848486
1048,2,1,23,10,17,0.48484848484848486
1049,2,1,23,12,18,0.4571428571428571
1050,2,1,23,12,16,0.4571428571428571
1051,2,1,23,12,18,0.4571428571428571
1052,2,1,24,12,17,0.4444444444444444
1053,2,1,24,14,20,0.4736842105263159
1054,2,1,24,12,18,0.5
1055,2,1,24,12,19,0.5
1056,2,1,24,14,19,0.4736842105263159
1057,2,1,25,13,18,0.47368421052631576
1058,2,1,25,13,16,0.47368421052631576
1059,2,1,25,12,18,0.48648648648648657
1060,2,1,25,14,13,0.5128205128205129
1061,2,1,25,12,15,0.5405405405405406
1062,2,1,25,15,18,0.5
1063,2,1,25,14,16,0.5128205128205129
1064,2,1,25,13,15,0.5263157894736842
1065,2,1,25,12,21,0.5405405405405406
1066,2,1,25,13,17,0.5263157894736842
1067,2,1,25,14,19,0.5128205128205129
1068,2,1,25,13,19,0.5263157894736842
1069,2,1,25,13,20,0.5263157894736842
1070,2,1,25,13,14,0.5789473684210525
1071,2,1,25,13,19,0.5263157894736842
1072,2,1,23,12,14,0.5142857142857143
1073,2,1,24,12,18,0.5
1074,2,1,24,12,18,0.5
1075,2,1,24,15,17,0.4615384615384615
1076,2,1,25,14,19,0.4615384615384615
1077,2,1,24,13,20,0.5405405405405406
1078,2,1,23,11,17,0.5294117647058824
1079,2,1,23,12,20,0.5714285714285714
1080,2,1,24,14,16,0.4736842105263159
1081,2,1,22,14,20,0.5000000000000001
1082,2,1,22,13,18,0.5142857142857142
1083,2,1,22,14,19,0.5555555555555556
1084,2,1,23,16,18,0.5641025641025642
1085,2,1,22,15,17,0.5945945945945945
1086,2,1,21,16,19,0.5945945945945946
1087,2,1,23,12,20,0.5142857142857143
1088,2,1,23,14,17,0.5405405405405405
1089,2,1,23,16,16,0.5641025641025642
1090,2,1,23,12,15,0.5714285714285714
1091,2,1,23,12,15,0.5714285714285714
1092,2,1,21,14,14,0.5714285714285714
1093,2,1,21,14,13,0.6285714285714286
1094,2,1,21,13,17,0.588235294117647
1095,2,1,20,12,17,0.625
1096,2,1,20,14,17,0.588235294117647
1097,2,1,20,12,15,0.5625000000000001
1098,2,1,20,13,17,0.5454545454545455
1099,2,1,19,12,14,0.5806451612903226
1100,2,1,19,13,16,0.625
1101,2,1,18,12,16,0.6666666666666667
1102,2,1,18,12,17,0.6
1103,2,1,18,13,15,0.5806451612903226
1104,2,1,18,13,14,0.5806451612903226
1105,2,1,18,11,15,0.6206896551724137
1106,2,1,18,12,18,0.6
1107,2,1,18,14,17,0.6250000000000001
1108,2,1,18,13,18,0.5806451612903226
1109,2,1,18,14,17,0.5625000000000001
1110,2,1,18,12,17,0.6
1111,2,1,19,11,16,0.6
1112,2,1,19,14,18,0.5454545454545454
1113,2,1,19,14,18,0.6060606060606061
1114,2,1,19,14,19,0.6060606060606061
1115,2,1,19,13,15,0.6875
1116,2,1,19,12,17,0.7096774193548387
1117,2,1,19,12,18,0.5806451612903226
1118,2,1,19,10,20,0.6206896551724138
1119,2,1,19,12,19,0.6451612903225806
1120,2,1,19,11,18,0.6
1121,2,1,19,10,20,0.6206896551724138
1122,2,1,19,12,21,0.5806451612903226
1123,2,1,19,12,21,0.6451612903225806
1124,2,1,19,13,20,0.625
1125,2,1,19,14,21,0.6060606060606061
1126,2,1,19,13,20,0.625
1127,2,1,19,13,19,0.625
1128,2,1,19,12,19,0.6451612903225806
1129,2,1,19,13,19,0.625
1130,2,1,20,13,21,0.6060606060606061
1131,2,1,20,13,21,0.6666666666666667
1132,2,1,20,13,21,0.6666666666666667
1133,2,1,20,14,20,0.6470588235294117
1134,2,1,20,15,20,0.6285714285714286
1135,2,1,20,13,19,0.6060606060606061
1136,2,1,20,11,19,0.6451612903225806
1137,2,1,20,11,18,0.5806451612903226
1138,2,1,20,12,20,0.625
1139,2,1,20,12,21,0.625
1140,2,1,20,10,21,0.6
1141,2,1,20,10,21,0.5333333333333333
1142,2,1,20,12,19,0.5
1143,2,1,20,14,20,0.588235294117647
1144,2,1,20,12,21,0.625
1145,2,1,20,12,20,0.5625000000000001
1146,2,1,20,10,19,0.6
1147,2,1,20,12,17,0.5625000000000001
1148,2,1,20,12,20,0.5625000000000001
1149,2,1,20,12,20,0.5625000000000001
1150,2,1,20,12,20,0.5625000000000001
1151,2,1,20,14,17,0.588235294117647
1152,2,1,20,14,22,0.588235294117647
1153,2,1,20,13,23,0.6060606060606061
1154,2,1,20,14,23,0.588235294117647
1155,2,1,20,13,20,0.6060606060606061
1156,2,1,20,14,18,0.6470588235294117
1157,2,1,20,10,20,0.6
1158,2,1,20,13,18,0.6060606060606061
1159,2,1,20,11,18,0.6451612903225806
1160,2,1,20,12,19,0.5625000000000001
1161,2,1,20,14,21,0.588235294117647
1162,2,1,20,15,18,0.6857142857142857
1163,2,1,21,14,18,0.6285714285714286
1164,2,1,20,13,19,0.6666666666666667
1165,2,1,20,13,19,0.6060606060606061
1166,2,1,21,13,18,0.6470588235294118
1167,2,1,20,12,21,0.6874999999999999
1168,2,1,20,13,21,0.6666666666666667
1169,2,1,20,14,19,0.6470588235294117
1170,2,1,20,14,20,0.6470588235294117
1171,2,1,20,15,18,0.6285714285714286
1172,2,1,20,13,19,0.6060606060606061
1173,2,1,20,12,19,0.6874999999999999
1174,2,1,20,15,22,0.6285714285714286
1175,2,1,20,14,19,0.6470588235294117
1176,2,1,20,12,21,0.6874999999999999
1177,2,1,20,11,19,0.5806451612903226
1178,2,1,20,12,21,0.625
1179,2,1,20,14,20,0.6470588235294117
1180,2,1,20,13,21,0.6666666666666667
1181,2,1,20,14,21,0.6470588235294117
1182,2,1,20,13,20,0.6060606060606061
1183,2,1,20,14,18,0.6470588235294117
1184,2,1,21,14,20,0.6857142857142857
1185,2,1,20,13,22,0.6666666666666667
1186,2,1,20,13,19,0.6060606060606061
1187,2,1,20,15,19,0.6285714285714286
1188,2,1,20,12,19,0.625
1189,2,1,20,13,18,0.6666666666666667
1190,2,1,20,13,21,0.6060606060606061
1191,2,1,20,12,22,0.625
1192,2,1,20,12,18,0.625
1193,2,1,20,13,21,0.6060606060606061
1194,2,1,20,13,20,0.6060606060606061
1195,2,1,20,13,21,0.6060606060606061
1196,2,1,20,14,20,0.6470588235294117
1197,2,1,20,14,21,0.588235294117647
1198,2,1,20,15,20,0.5714285714285715
1199,2,1,20,15,19,0.5714285714285715
1200,2,1,20,14,20,0.588235294117647
1201,2,1,20,14,20,0.6470588235294117
1202,2,1,20,12,22,0.625
1203,2,1,20,12,18,0.5625000000000001
1204,2,1,20,14,19,0.588235294117647
1205,2,1,20,14,18,0.6470588235294117
1206,2,1,20,13,18,0.6666666666666667
1207,2,1,20,13,22,0.5454545454545455
1208,2,1,20,14,20,0.588235294117647
1209,2,1,20,12,19,0.625
1210,2,1,20,14,18,0.6470588235294117
1211,2,1,20,12,19,0.625
1212,2,1,20,14,20,0.5294117647058824
1213,2,1,20,14,21,0.5294117647058824
1214,2,1,20,13,19,0.5454545454545455
1215,2,1,20,14,18,0.588235294117647
1216,2,1,20,13,21,0.6060606060606061
1217,2,1,20,13,20,0.6060606060606061
1218,2,1,20,14,20,0.6470588235294117
1219,2,1,20,12,17,0.625
1220,2,1,20,12,18,0.625
1221,2,1,20,12,19,0.625
1222,2,1,20,11,18,0.5806451612903226
1223,2,1,20,13,20,0.5454545454545455
1224,2,1,20,11,19,0.5806451612903226
1225,2,1,20,13,22,0.5454545454545455
1226,2,1,20,12,19,0.5625000000000001
1227,2,1,20,14,21,0.588235294117647
1228,2,1,20,11,19,0.5806451612903226
1229,2,1,20,12,19,0.625
1230,2,1,20,13,21,0.6060606060606061
1231,2,1,20,13,18,0.6060606060606061
1232,2,1,20,12,18,0.625
1233,2,1,20,13,18,0.6666666666666667
1234,2,1,48,38,44,0.7674418604651162
1235,2,1,48,40,41,0.75
1236,2,1,48,41,43,0.8089887640449439
1237,2,1,48,41,44,0.7865168539325843
1238,2,1,48,37,43,0.7764705882352941
1239,2,1,48,39,43,0.8045977011494253
1240,2,1,48,38,42,0.8139534883720931
1241,2,1,48,39,44,0.8275862068965517
1242,2,1,48,37,42,0.7529411764705882
1243,2,1,48,39,42,0.7816091954022988
1244,2,1,48,39,42,0.7816091954022988
1245,2,1,48,36,44,0.7142857142857143
1246,2,1,48,42,43,0.7555555555555556
1247,2,1,48,40,41,0.7272727272727272
1248,2,1,48,41,44,0.7865168539325843
1249,2,1,47,35,41,0.7560975609756098
1250,2,1,47,35,41,0.7317073170731707
1251,2,1,48,40,43,0.7045454545454546
1252,2,1,48,40,45,0.75
1253,2,1,48,40,42,0.75
1254,2,1,48,41,42,0.7191011235955055
1255,2,1,48,41,43,0.7640449438202247
1256,2,1,48,41,43,0.7415730337078651
1257,2,1,49,38,46,0.7126436781609196
1258,2,1,49,38,45,0.7586206896551724
1259,2,1,49,41,44,0.7777777777777778
1260,2,1,49,39,46,0.7272727272727272
1261,2,1,49,41,48,0.7555555555555555
1262,2,1,49,40,47,0.7415730337078652
1263,2,1,49,40,45,0.7640449438202247
1264,2,1,49,38,45,0.7586206896551724
1265,2,1,49,37,46,0.7906976744186046
1266,2,1,49,38,48,0.735632183908046
1267,2,1,49,36,47,0.7294117647058823
1268,2,1,49,38,47,0.735632183908046
1269,2,1,49,37,47,0.7209302325581396
1270,2,1,49,35,48,0.6904761904761905
1271,2,1,49,36,46,0.7058823529411765
1272,2,1,49,36,48,0.7294117647058823
1273,2,1,49,37,49,0.7906976744186046
1274,2,1,49,39,47,0.7954545454545455
1275,2,1,49,37,46,0.7674418604651163
1276,2,1,49,42,43,0.7692307692307692
1277,2,1,49,39,47,0.7954545454545455
1278,2,1,49,41,48,0.7777777777777778
1279,2,1,49,39,46,0.7954545454545455
1280,2,1,49,37,47,0.7674418604651163
1281,2,1,49,39,46,0.7727272727272728
1282,2,1,49,36,46,0.7529411764705882
1283,2,1,49,38,45,0.7586206896551724
1284,2,1,49,36,46,0.7529411764705882
1285,2,1,49,36,48,0.7764705882352941
1286,2,1,49,40,47,0.7640449438202247
1287,2,1,49,37,47,0.7441860465116279
1288,2,1,49,37,48,0.7674418604651163
1289,2,1,50,41,47,0.8131868131868132
1290,2,1,50,37,49,0.7586206896551725
1291,2,1,50,39,48,0.7640449438202247
1292,2,1,50,39,46,0.7191011235955057
1293,2,1,50,39,46,0.8089887640449438
1294,2,1,50,40,50,0.7777777777777777
1295,2,1,50,40,47,0.7555555555555556
1296,2,1,50,40,49,0.7777777777777777
1297,2,1,50,39,43,0.7865168539325842
1298,2,1,50,40,45,0.7999999999999999
1299,2,1,50,37,47,0.7586206896551725
1300,2,1,50,41,47,0.7912087912087912
1301,2,1,50,38,46,0.7500000000000001
1302,2,1,50,40,46,0.7777777777777777
1303,2,1,50,40,48,0.7777777777777777
1304,2,1,50,42,42,0.782608695652174
1305,2,1,50,40,44,0.7777777777777777
1306,2,1,49,38,43,0.8045977011494253
1307,2,1,49,40,45,0.7640449438202247
1308,2,1,50,40,48,0.7555555555555556
1309,2,1,50,39,46,0.7415730337078651
1310,2,1,50,41,48,0.7692307692307692
1311,2,1,50,38,48,0.7727272727272727
1312,2,1,50,41,47,0.7692307692307692
1313,2,1,50,41,46,0.7912087912087912
1314,2,1,50,39,46,0.7865168539325842
1315,2,1,49,39,47,0.75
1316,2,1,48,42,47,0.7777777777777777
1317,2,1,48,43,44,0.8351648351648352
1318,2,1,50,41,47,0.7692307692307692
1319,2,1,50,43,48,0.8387096774193548
1320,2,1,50,41,48,0.8131868131868132
1321,2,1,50,41,44,0.7692307692307692
1322,2,1,50,40,45,0.7999999999999999
1323,2,1,50,39,46,0.7640449438202247
1324,2,1,50,43,46,0.8172043010752689
1325,2,1,50,42,46,0.8043478260869565
1326,2,1,50,42,48,0.8043478260869565
1327,2,1,50,42,47,0.8043478260869565
1328,2,1,50,41,47,0.7912087912087912
1329,2,1,50,42,47,0.8260869565217391
1330,2,1,50,41,48,0.7912087912087912
1331,2,1,50,40,47,0.8222222222222222
1332,2,1,50,37,47,0.7816091954022989
1333,2,1,49,38,49,0.7816091954022989
1334,2,1,49,38,46,0.7586206896551724
1335,2,1,49,42,45,0.7692307692307692
1336,2,1,50,38,46,0.7500000000000001
1337,2,1,50,41,47,0.7252747252747254
1338,2,1,50,40,45,0.7333333333333334
1339,2,1,50,41,48,0.7472527472527474
1340,2,1,50,41,46,0.7472527472527474
1341,2,1,50,41,48,0.7472527472527474
1342,2,1,50,39,46,0.7415730337078651
1343,2,1,50,37,46,0.7356321839080459
1344,2,1,50,40,46,0.7111111111111111
1345,2,1,50,38,45,0.7045454545454546
1346,2,1,50,38,47,0.7500000000000001
1347,2,1,50,37,46,0.7356321839080459
1348,2,1,50,37,45,0.7126436781609196
1349,2,1,50,37,44,0.7126436781609196
1350,2,1,50,37,47,0.7126436781609196
1351,2,1,50,36,46,0.7674418604651163
1352,2,1,50,37,46,0.7586206896551725
1353,2,1,50,37,49,0.7126436781609196
1354,2,1,50,39,47,0.7191011235955057
1355,2,1,50,39,44,0.7865168539325842
1356,2,1,50,40,46,0.7777777777777777
