split,budget,channel,snr_db,policy,f1,payload_msym,n_frames,bler_F,lambda_star,rho_E,rho_L,rho_F
validate,0.1,rayleigh,20.0,oracle_lambda,0.855860807070707,0.0236,1980,1.0,0.05,0.016666666666666666,0.9833333333333333,0.0
validate,0.1,rayleigh,20.0,catosg,0.8558080656565655,0.023721212121212122,1980,1.0,0.05,0.011616161616161616,0.9883838383838384,0.0
validate,0.2,awgn,0.0,fixed_L,0.855384348989899,0.024000000000000004,1980,1.0,0.02,,,
validate,0.2,awgn,0.0,fixed_F,0.7358345641414141,0.9900000000000001,1980,1.0,0.02,,,
validate,0.2,awgn,0.0,feature_ceiling,0.8842759977560152,0.9900000000000001,1980,1.0,0.02,,,
validate,0.2,awgn,0.0,oracle_masked,0.8558609717171717,0.023612121212121213,1980,1.0,0.02,0.01616161616161616,0.9838383838383838,0.0
validate,0.2,awgn,0.0,oracle_lambda,0.855860807070707,0.0236,1980,1.0,0.02,0.016666666666666666,0.9833333333333333,0.0
validate,0.2,awgn,0.0,catosg,0.8558080656565655,0.023721212121212122,1980,1.0,0.02,0.011616161616161616,0.9883838383838384,0.0
validate,0.2,awgn,2.0,fixed_L,0.855384348989899,0.024000000000000004,1980,1.0,0.02,,,
validate,0.2,awgn,2.0,fixed_F,0.7358345641414141,0.9900000000000001,1980,1.0,0.02,,,
validate,0.2,awgn,2.0,feature_ceiling,0.8842759977560152,0.9900000000000001,1980,1.0,0.02,,,
validate,0.2,awgn,2.0,oracle_masked,0.8558609717171717,0.023612121212121213,1980,1.0,0.02,0.01616161616161616,0.9838383838383838,0.0
validate,0.2,awgn,2.0,oracle_lambda,0.855860807070707,0.0236,1980,1.0,0.02,0.016666666666666666,0.9833333333333333,0.0
validate,0.2,awgn,2.0,catosg,0.8558080656565655,0.023721212121212122,1980,1.0,0.02,0.011616161616161616,0.9883838383838384,0.0
validate,0.2,awgn,4.0,fixed_L,0.855384348989899,0.024000000000000004,1980,1.0,0.02,,,
validate,0.2,awgn,4.0,fixed_F,0.7358345641414141,0.9900000000000001,1980,1.0,0.02,,,
validate,0.2,awgn,4.0,feature_ceiling,0.8842759977560152,0.9900000000000001,1980,1.0,0.02,,,
validate,0.2,awgn,4.0,oracle_masked,0.8558609717171717,0.023612121212121213,1980,1.0,0.02,0.01616161616161616,0.9838383838383838,0.0
validate,0.2,awgn,4.0,oracle_lambda,0.855860807070707,0.0236,1980,1.0,0.02,0.016666666666666666,0.9833333333333333,0.0
validate,0.2,awgn,4.0,catosg,0.8558080656565655,0.023721212121212122,1980,1.0,0.02,0.011616161616161616,0.9883838383838384,0.0
validate,0.2,awgn,6.0,fixed_L,0.855384348989899,0.024000000000000004,1980,1.0,0.02,,,
validate,0.2,awgn,6.0,fixed_F,0.7358345641414141,0.9900000000000001,1980,1.0,0.02,,,
validate,0.2,awgn,6.0,feature_ceiling,0.8842759977560152,0.9900000000000001,1980,1.0,0.02,,,
validate,0.2,awgn,6.0,oracle_masked,0.8558609717171717,0.023612121212121213,1980,1.0,0.02,0.01616161616161616,0.9838383838383838,0.0
validate,0.2,awgn,6.0,oracle_lambda,0.855860807070707,0.0236,1980,1.0,0.02,0.016666666666666666,0.9833333333333333,0.0
validate,0.2,awgn,6.0,catosg,0.8558080656565655,0.023721212121212122,1980,1.0,0.02,0.011616161616161616,0.9883838383838384,0.0
validate,0.2,awgn,8.0,fixed_L,0.855384348989899,0.024000000000000004,1980,0.4024,0.02,,,
validate,0.2,awgn,8.0,fixed_F,0.7888468126359596,0.9900000000000001,1980,0.4024,0.02,,,
validate,0.2,awgn,8.0,feature_ceiling,0.8842759977560152,0.9900000000000001,1980,0.4024,0.02,,,
validate,0.2,awgn,8.0,oracle_masked,0.8571035937430302,0.10246363636363637,1980,0.4024,0.02,0.0035353535353535356,0.9151515151515152,0.08131313131313131
validate,0.2,awgn,8.0,oracle_lambda,0.8565450797305051,0.04621212121212121,1980,0.4024,0.02,0.009595959595959595,0.9671717171717171,0.023232323232323233
validate,0.2,awgn,8.0,catosg,0.8559462302783839,0.05012727272727273,1980,0.4024,0.02,0.00909090909090909,0.9636363636363636,0.02727272727272727
validate,0.2,awgn,10.0,fixed_L,0.855384348989899,0.024000000000000004,1980,0.0,0.02,,,
validate,0.2,awgn,10.0,fixed_F,0.8842759984848485,0.9900000000000001,1980,0.0,0.02,,,
validate,0.2,awgn,10.0,feature_ceiling,0.8842759977560152,0.9900000000000001,1980,0.0,0.02,,,
validate,0.2,awgn,10.0,oracle_masked,0.8926514813131312,0.634739393939394,1980,0.0,0.02,0.0035353535353535356,0.36414141414141415,0.6323232323232323
validate,0.2,awgn,10.0,oracle_lambda,0.8917447353535353,0.5507272727272727,1980,0.0,0.02,0.007575757575757576,0.44696969696969696,0.5454545454545454
validate,0.2,awgn,10.0,catosg,0.887522452020202,0.4795212121212122,1980,0.0,0.02,0.0065656565656565654,0.5217171717171717,0.4717171717171717
validate,0.2,awgn,12.0,fixed_L,0.855384348989899,0.024000000000000004,1980,0.0,0.02,,,
validate,0.2,awgn,12.0,fixed_F,0.8842759984848485,0.9900000000000001,1980,0.0,0.02,,,
validate,0.2,awgn,12.0,feature_ceiling,0.8842759977560152,0.9900000000000001,1980,0.0,0.02,,,
validate,0.2,awgn,12.0,oracle_masked,0.8926514813131312,0.634739393939394,1980,0.0,0.02,0.0035353535353535356,0.36414141414141415,0.6323232323232323
