fold_scene,candidate_index,n_estimators,max_depth,min_samples_leaf,max_features,class_weight,lambda,n_frames,realised_f1,realised_payload
2021_08_23_19_42_07,104,400,,4,0.5,,0.5,57,0.800953,0.024
2021_09_09_19_27_35,104,400,,4,0.5,,0.5,459,0.744719,0.024
2021_09_11_00_33_16,104,400,,4,0.5,,0.5,746,0.858368,0.023936
2021_08_20_21_48_35,105,400,,4,0.5,balanced,0.0,112,0.857394,0.087511
2021_08_21_17_30_41,105,400,,4,0.5,balanced,0.0,157,0.882277,0.024
2021_08_22_13_37_16,105,400,,4,0.5,balanced,0.0,135,0.971675,0.078968
2021_08_22_22_01_17,105,400,,4,0.5,balanced,0.0,202,0.987474,0.025304
2021_08_23_10_51_24,105,400,,4,0.5,balanced,0.0,64,0.890636,0.110446
2021_08_23_13_17_21,105,400,,4,0.5,balanced,0.0,48,0.918851,0.232568
2021_08_23_19_42_07,105,400,,4,0.5,balanced,0.0,57,0.80936,0.220435
2021_09_09_19_27_35,105,400,,4,0.5,balanced,0.0,459,0.745169,0.160415
2021_09_11_00_33_16,105,400,,4,0.5,balanced,0.0,746,0.861935,0.094909
2021_08_20_21_48_35,106,400,,4,0.5,balanced,0.02,112,0.859544,0.120051
2021_08_21_17_30_41,106,400,,4,0.5,balanced,0.02,157,0.882277,0.024
2021_08_22_13_37_16,106,400,,4,0.5,balanced,0.02,135,0.97145,0.03701
2021_08_22_22_01_17,106,400,,4,0.5,balanced,0.02,202,0.986994,0.04552
2021_08_23_10_51_24,106,400,,4,0.5,balanced,0.02,64,0.889821,0.089864
2021_08_23_13_17_21,106,400,,4,0.5,balanced,0.02,48,0.916878,0.216102
2021_08_23_19_42_07,106,400,,4,0.5,balanced,0.02,57,0.805881,0.111818
2021_09_09_19_27_35,106,400,,4,0.5,balanced,0.02,459,0.743882,0.088859
2021_09_11_00_33_16,106,400,,4,0.5,balanced,0.02,746,0.858642,0.024
2021_08_20_21_48_35,107,400,,4,0.5,balanced,0.05,112,0.854261,0.024
2021_08_21_17_30_41,107,400,,4,0.5,balanced,0.05,157,0.882277,0.024
2021_08_22_13_37_16,107,400,,4,0.5,balanced,0.05,135,0.971686,0.024
2021_08_22_22_01_17,107,400,,4,0.5,balanced,0.05,202,0.987056,0.033999
2021_08_23_10_51_24,107,400,,4,0.5,balanced,0.05,64,0.886513,0.024
2021_08_23_13_17_21,107,400,,4,0.5,balanced,0.05,48,0.917759,0.040466
2021_08_23_19_42_07,107,400,,4,0.5,balanced,0.05,57,0.800953,0.024
2021_09_09_19_27_35,107,400,,4,0.5,balanced,0.05,459,0.744655,0.025722
2021_09_11_00_33_16,107,400,,4,0.5,balanced,0.05,746,0.854458,0.022786
2021_08_20_21_48_35,108,400,,4,0.5,balanced,0.1,112,0.854261,0.024
2021_08_21_17_30_41,108,400,,4,0.5,balanced,0.1,157,0.882277,0.024
2021_08_22_13_37_16,108,400,,4,0.5,balanced,0.1,135,0.971686,0.024
2021_08_22_22_01_17,108,400,,4,0.5,balanced,0.1,202,0.98737,0.024
2021_08_23_10_51_24,108,400,,4,0.5,balanced,0.1,64,0.886513,0.024
2021_08_23_13_17_21,108,400,,4,0.5,balanced,0.1,48,0.91825,0.024
2021_08_23_19_42_07,108,400,,4,0.5,balanced,0.1,57,0.800953,0.024
2021_09_09_19_27_35,108,400,,4,0.5,balanced,0.1,459,0.744727,0.025148
2021_09_11_00_33_16,108,400,,4,0.5,balanced,0.1,746,0.858642,0.024
2021_08_20_21_48_35,109,400,,4,0.5,balanced,0.2,112,0.854261,0.024
2021_08_21_17_30_41,109,400,,4,0.5,balanced,0.2,157,0.882277,0.024
2021_08_22_13_37_16,109,400,,4,0.5,balanced,0.2,135,0.971686,0.024
2021_08_22_22_01_17,109,400,,4,0.5,balanced,0.2,202,0.987036,0.030521
2021_08_23_10_51_24,109,400,,4,0.5,balanced,0.2,64,0.886513,0.024
2021_08_23_13_17_21,109,400,,4,0.5,balanced,0.2,48,0.91825,0.024
2021_08_23_19_42_07,109,400,,4,0.5,balanced,0.2,57,0.800953,0.024
2021_09_09_19_27_35,109,400,,4,0.5,balanced,0.2,459,0.744719,0.024
2021_09_11_00_33_16,109,400,,4,0.5,balanced,0.2,746,0.858642,0.024
2021_08_20_21_48_35,110,400,,4,0.5,balanced,0.35,112,0.854261,0.024
2021_08_21_17_30_41,110,400,,4,0.5,balanced,0.35,157,0.882277,0.024
2021_08_22_13_37_16,110,400,,4,0.5,balanced,0.35,135,0.971686,0.024
2021_08_22_22_01_17,110,400,,4,0.5,balanced,0.35,202,0.98737,0.024
2021_08_23_10_51_24,110,400,,4,0.5,balanced,0.35,64,0.886513,0.024
2021_08_23_13_17_21,110,400,,4,0.5,balanced,0.35,48,0.91825,0.024
2021_08_23_19_42_07,110,400,,4,0.5,balanced,0.35,57,0.800953,0.024
2021_09_09_19_27_35,110,400,,4,0.5,balanced,0.35,459,0.744719,0.024
2021_09_11_00_33_16,110,400,,4,0.5,balanced,0.35,746,0.858642,0.024
2021_08_20_21_48_35,111,400,,4,0.5,balanced,0.5,112,0.854261,0.024
2021_08_21_17_30_41,111,400,,4,0.5,balanced,0.5,157,0.882277,0.024
2021_08_22_13_37_16,111,400,,4,0.5,balanced,0.5,135,0.971686,0.024
2021_08_22_22_01_17,111,400,,4,0.5,balanced,0.5,202,0.98737,0.024
2021_08_23_10_51_24,111,400,,4,0.5,balanced,0.5,64,0.886513,0.024
2021_08_23_13_17_21,111,400,,4,0.5,balanced,0.5,48,0.91825,0.024
2021_08_23_19_42_07,111,400,,4,0.5,balanced,0.5,57,0.800953,0.024
2021_09_09_19_27_35,111,400,,4,0.5,balanced,0.5,459,0.744719,0.024
2021_09_11_00_33_16,111,400,,4,0.5,balanced,0.5,746,0.858642,0.024
