sample_id,late_num_pred,late_num_gt,late_tp,late_fp,late_fn,late_precision,late_recall,late_f1,late_payload_Mbit,early_num_pred,early_num_gt,early_tp,early_fp,early_fn,early_precision,early_recall,early_f1,early_payload_Mbit,intermediate_num_pred,intermediate_num_gt,intermediate_tp,intermediate_fp,intermediate_fn,intermediate_precision,intermediate_recall,intermediate_f1,intermediate_payload_Mbit,compressed_num_pred,compressed_num_gt,compressed_tp,compressed_fp,compressed_fn,compressed_precision,compressed_recall,compressed_f1,compressed_payload_Mbit,late_f1_gain_over_late,late_gain_per_extra_Mbit,early_f1_gain_over_late,early_gain_per_extra_Mbit,intermediate_f1_gain_over_late,intermediate_gain_per_extra_Mbit,compressed_f1_gain_over_late,compressed_gain_per_extra_Mbit,best_method_by_f1,best_level_by_f1,best_f1,best_payload_Mbit,num_cavs,cav_keys,ego_num_objects,ego_origin_lidar_shape_0,ego_origin_lidar_shape_1,pcd_num_points,pcd_mean_range,pcd_max_range,pcd_std_range,pcd_near_20m,pcd_mid_20_50m,pcd_far_50_80m,pcd_very_far_80m,pcd_front_points,pcd_back_points,pcd_left_points,pcd_right_points,pcd_front_far_30m,pcd_front_far_50m,pcd_density_0_20,pcd_density_20_50,pcd_density_50_80,est_snr_db,bler_16qam,effective_compressed_f1,channel_oracle
376,13,13,11,2,2,0.8461538461538461,0.8461538461538461,0.8461538461538461,0.024,13,13,12,1,1,0.9230769230769232,0.9230769230769232,0.9230769230769232,7.68,13,13,12,1,1,0.9230769230769232,0.9230769230769232,0.9230769230769232,126.8,12,13,11,1,2,0.9166666666666666,0.8461538461538461,0.8799999999999999,1.98,0.0,,0.0769230769230769,0.0100474238405272,0.0769230769230769,0.0006067637165005,0.0338461538461537,0.0173037596350479,early,raw_level,0.9230769230769232,7.68,2,ego|488,12,53100,4,53100,13.062397956848145,79.38938903808594,10.900830268859863,42267,10140,693,0,26625,26475,27754,25346,2554,291,33.6350098983257,1.536982021858875,0.0565612182372735,1.6561715179298941,1.0,0.0,late
377,13,13,12,1,1,0.9230769230769232,0.9230769230769232,0.9230769230769232,0.024,12,13,12,0,1,1.0,0.9230769230769232,0.96,7.68,12,13,11,1,2,0.9166666666666666,0.8461538461538461,0.8799999999999999,126.8,12,13,12,0,1,1.0,0.9230769230769232,0.96,1.98,0.0,,0.0369230769230769,0.0048227634434531,-0.0430769230769232,-0.0003397876812403,0.0369230769230769,0.0188768286927796,compressed,compressed_feature_level,0.96,1.98,2,ego|488,12,53105,4,53105,13.086813926696776,79.09060668945312,10.91234016418457,42312,10100,693,0,26565,26540,27721,25384,2545,308,33.670819760521375,1.530918976407755,0.0565612182372735,7.054868313928102,0.9208848764553923,0.0759505186028234,late
378,12,13,12,0,1,1.0,0.9230769230769232,0.96,0.024,11,13,11,0,2,1.0,0.8461538461538461,0.9166666666666666,7.68,12,13,12,0,1,1.0,0.9230769230769232,0.96,126.8,12,13,12,0,1,1.0,0.9230769230769232,0.96,1.98,0.0,,-0.0433333333333334,-0.005660048763497,0.0,0.0,0.0,0.0,late,object_level,0.96,0.024,2,ego|488,12,53311,4,53311,13.10958480834961,79.63185119628906,10.937895774841309,42486,10109,716,0,26643,26668,27780,25531,2555,333,33.809284561011324,1.5322831616342572,0.0584384303865625,10.396661486684636,0.32562597124663084,0.6473990676032344,late
379,13,13,12,1,1,0.9230769230769232,0.9230769230769232,0.9230769230769232,0.024,12,13,11,1,2,0.9166666666666666,0.8461538461538461,0.8799999999999999,7.68,12,13,12,0,1,1.0,0.9230769230769232,0.96,126.8,12,13,12,0,1,1.0,0.9230769230769232,0.96,1.98,0.0,,-0.0430769230769232,-0.0056265573506953,0.0369230769230769,0.0002912465839202,0.0369230769230769,0.0188768286927796,compressed,compressed_feature_level,0.96,1.98,2,ego|488,12,53084,4,53084,13.075681686401367,79.71068572998047,10.829561233520508,42327,10117,640,0,26548,26536,27646,25438,2534,291,33.68275638125327,1.5334957707244812,0.0522354685019553,8.534422874604822,0.7297548532139151,0.2594353409146415,late
380,12,13,10,2,3,0.8333333333333334,0.7692307692307693,0.8,0.024,12,13,11,1,2,0.9166666666666666,0.8461538461538461,0.8799999999999999,7.68,12,13,12,0,1,1.0,0.9230769230769232,0.96,126.8,12,13,12,0,1,1.0,0.9230769230769232,0.96,1.98,0.0,,0.0799999999999998,0.0104493207941483,0.16,0.0012620685303211,0.16,0.081799591002045,compressed,compressed_feature_level,0.96,1.98,2,ego|488,12,53310,4,53310,13.108339309692385,80.36518096923828,10.82489776611328,42481,10201,625,3,26656,26654,27803,25507,2579,296,33.80530568743403,1.546228166171833,0.0510111997089408,0.8123512374549047,1.0,0.0,late
381,12,13,11,1,2,0.9166666666666666,0.8461538461538461,0.8799999999999999,0.024,13,13,12,1,1,0.9230769230769232,0.9230769230769232,0.9230769230769232,7.68,13,13,11,2,2,0.8461538461538461,0.8461538461538461,0.8461538461538461,126.8,12,13,12,0,1,1.0,0.9230769230769232,0.96,1.98,0.0,,0.0430769230769232,0.0056265573506953,-0.0338461538461537,-0.0002669760352602,0.0800000000000001,0.0408997955010225,compressed,compressed_feature_level,0.96,1.98,2,ego|488,12,53173,4,53173,13.141292572021484,80.33318328857422,10.869887351989746,42443,10081,646,3,26547,26626,27592,25581,2543,319,33.77506624824657,1.5280390298184734,0.0527251760191612,3.880549098015864,1.0,0.0,late
382,13,13,12,1,1,0.9230769230769232,0.9230769230769232,0.9230769230769232,0.024,12,13,12,0,1,1.0,0.9230769230769232,0.96,7.68,14,13,11,3,2,0.7857142857142857,0.8461538461538461,0.8148148148148148,126.8,13,13,11,2,2,0.8461538461538461,0.8461538461538461,0.8461538461538461,1.98,0.0,,0.0369230769230769,0.0048227634434531,-0.1082621082621083,-0.0008539637491489,-0.0769230769230769,-0.0393267264432908,early,raw_level,0.96,7.68,2,ego|488,12,53286,4,53286,13.156509399414062,79.61968994140625,10.901660919189451,42566,10064,656,0,26609,26677,27615,25671,2572,336,33.87294653824809,1.5254622355017473,0.0535413552145042,18.90049296609253,0.0,0.8461538461538461,late
383,12,12,11,1,1,0.9166666666666666,0.9166666666666666,0.9166666666666666,0.024,13,12,11,2,1,0.8461538461538461,0.9166666666666666,0.8799999999999999,7.68,11,12,11,0,1,1.0,0.9166666666666666,0.9565217391304348,126.8,12,12,12,0,0,1.0,1.0,1.0,1.98,0.0,,-0.0366666666666667,-0.0047892720306513,0.0398550724637681,0.0003143739545637,0.0833333333333333,0.0426039536468984,compressed,compressed_feature_level,1.0,1.98,2,ego|488,11,53194,4,53194,13.14416790008545,78.55540466308594,10.86359691619873,42574,9994,626,0,26617,26577,27584,25610,2532,307,33.87931273597176,1.5148519059622876,0.0510928176284751,3.2513944950663642,1.0,0.0,late
384,11,12,11,0,1,1.0,0.9166666666666666,0.9565217391304348,0.024,10,12,9,1,3,0.9,0.75,0.8181818181818182,7.68,12,12,12,0,0,1.0,1.0,1.0,126.8,11,12,11,0,1,1.0,0.9166666666666666,0.9565217391304348,1.98,0.0,,-0.1383399209486165,-0.0180694776578652,0.0434782608695651,0.0003429534049785,0.0,0.0,intermediate,feature_level,1.0,126.8,2,ego|488,11,53245,4,53245,13.120612144470217,78.59712219238281,10.842473030090332,42648,9969,628,0,26735,26510,27600,25645,2495,313,33.93820006491576,1.5110625025553377,0.0512560534675437,17.041046649255506,0.0,0.9565217391304348,late
385,12,12,12,0,0,1.0,1.0,1.0,0.024,11,12,10,1,2,0.9090909090909092,0.8333333333333334,0.8695652173913043,7.68,12,12,12,0,0,1.0,1.0,1.0,126.8,12,12,12,0,0,1.0,1.0,1.0,1.98,0.0,,-0.1304347826086956,-0.0170369360774158,0.0,0.0,0.0,0.0,late,object_level,1.0,0.024,2,ego|488,11,53224,4,53224,13.095406532287598,78.51115417480469,10.833250999450684,42706,9891,627,0,26620,26604,27567,25657,2450,304,33.984354998412414,1.4992395639256542,0.0511744355480094,16.4427431812888,0.0,1.0,late
386,12,12,12,0,0,1.0,1.0,1.0,0.024,12,12,12,0,0,1.0,1.0,1.0,7.68,12,12,12,0,0,1.0,1.0,1.0,126.8,12,12,11,1,1,0.9166666666666666,0.9166666666666666,0.9166666666666666,1.98,0.0,,0.0,0.0,0.0,0.0,-0.0833333333333333,-0.0426039536468984,late,object_level,1.0,0.024,2,ego|488,11,53217,4,53217,13.14604663848877,78.79423522949219,10.837882995605469,42618,9971,628,0,26653,26564,27625,25592,2493,299,33.91432682345198,1.5113656548278938,0.0512560534675437,7.825875141562159,0.863059364382838,0.12552891598239846,late
387,12,12,12,0,0,1.0,1.0,1.0,0.024,12,12,11,1,1,0.9166666666666666,0.9166666666666666,0.9166666666666666,7.68,12,12,12,0,0,1.0,1.0,1.0,126.8,12,12,12,0,0,1.0,1.0,1.0,1.98,0.0,,-0.0833333333333333,-0.0108847091605712,0.0,0.0,0.0,0.0,late,object_level,1.0,0.024,2,ego|488,11,53175,4,53175,13.161742210388184,79.60018157958984,10.890192031860352,42593,9948,634,0,26639,26536,27593,25582,2462,325,33.89443245556549,1.5078794036935,0.0517457609847495,9.33567039688527,0.5494741607008142,0.45052583929918577,late
388,12,12,12,0,0,1.0,1.0,1.0,0.024,13,12,12,1,0,0.9230769230769232,1.0,0.96,7.68,12,12,12,0,0,1.0,1.0,1.0,126.8,12,12,12,0,0,1.0,1.0,1.0,1.98,0.0,,-0.0399999999999999,-0.0052246603970741,0.0,0.0,0.0,0.0,late,object_level,1.0,0.024,2,ego|488,11,53232,4,53232,13.140225410461426,80.5268783569336,10.841206550598145,42663,9948,620,1,26627,26605,27518,25714,2395,341,33.95013668564766,1.5078794036935,0.0506031101112692,16.480036152998384,0.0,1.0,late
389,12,12,12,0,0,1.0,1.0,1.0,0.024,12,12,11,1,1,0.9166666666666666,0.9166666666666666,0.9166666666666666,7.68,12,12,12,0,0,1.0,1.0,1.0,126.8,12,12,11,1,1,0.9166666666666666,0.9166666666666666,0.9166666666666666,1.98,0.0,,-0.0833333333333333,-0.0108847091605712,0.0,0.0,-0.0833333333333333,-0.0426039536468984,late,object_level,1.0,0.024,2,ego|488,11,53228,4,53228,13.125019073486328,80.288818359375,10.76783847808838,42628,10005,593,2,26648,26580,27514,25714,2397,345,33.92228457060657,1.5165192434613457,0.048399426283843,13.613726511404248,0.025,0.8937499999999999,late
390,12,11,9,3,2,0.75,0.8181818181818182,0.7826086956521738,0.024,13,11,11,2,0,0.8461538461538461,1.0,0.9166666666666666,7.68,12,11,11,1,0,0.9166666666666666,1.0,0.9565217391304348,126.8,12,11,11,1,0,0.9166666666666666,1.0,0.9565217391304348,1.98,0.0,,0.1340579710144928,0.0175101843017885,0.1739130434782609,0.0013718136199143,0.1739130434782609,0.0889125989152663,compressed,compressed_feature_level,0.9565217391304348,1.98,2,ego|488,10,53284,4,53284,13.17231273651123,79.54753112792969,10.77778148651123,42598,10069,617,0,26723,26561,27553,25731,2382,359,33.89841132914279,1.5262201161831377,0.0503582563526663,16.73887472858142,0.0,0.9565217391304348,compressed
391,11,11,11,0,0,1.0,1.0,1.0,0.024,11,11,11,0,0,1.0,1.0,1.0,7.68,11,11,11,0,0,1.0,1.0,1.0,126.8,11,11,11,0,0,1.0,1.0,1.0,1.98,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,late,object_level,1.0,0.024,2,ego|488,10,53118,4,53118,13.07550048828125,80.0399398803711,10.608242988586426,42534,9987,596,1,26627,26491,27441,25677,2277,349,33.84748174735338,1.5137908730083418,0.0486442800424459,15.151931716642475,0.010600853541969069,0.989399146458031,late
392,11,11,11,0,0,1.0,1.0,1.0,0.024,11,11,11,0,0,1.0,1.0,1.0,7.68,10,11,10,0,1,1.0,0.9090909090909092,0.9523809523809524,126.8,11,11,11,0,0,1.0,1.0,1.0,1.98,0.0,,0.0,0.0,-0.0476190476190476,-0.0003756156340241,0.0,0.0,late,object_level,1.0,0.024,2,ego|488,10,53181,4,53181,13.04601001739502,77.98875427246094,10.624756813049316,42683,9812,686,0,26603,26578,27624,25557,2258,387,33.96605217995684,1.4872650491596926,0.0559898928005334,13.825429588812092,0.025,0.975,late
393,11,11,11,0,0,1.0,1.0,1.0,0.024,11,11,10,1,1,0.9090909090909092,0.9090909090909092,0.9090909090909092,7.68,11,11,11,0,0,1.0,1.0,1.0,126.8,11,11,11,0,0,1.0,1.0,1.0,1.98,0.0,,-0.0909090909090909,-0.0118742281751686,0.0,0.0,0.0,0.0,late,object_level,1.0,0.024,2,ego|488,10,53222,4,53222,13.056488990783691,78.87024688720703,10.626567840576172,42748,9784,690,0,26617,26605,27617,25605,2241,395,34.01777753646171,1.4830209173439086,0.0563163644786706,18.259482120137562,0.0,1.0,late
394,11,11,11,0,0,1.0,1.0,1.0,0.024,12,11,11,1,0,0.9166666666666666,1.0,0.9565217391304348,7.68,11,11,11,0,0,1.0,1.0,1.0,126.8,11,11,11,0,0,1.0,1.0,1.0,1.98,0.0,,-0.0434782608695651,-0.0056789786924719,0.0,0.0,0.0,0.0,late,object_level,1.0,0.024,2,ego|488,10,53206,4,53206,13.047898292541504,79.16938018798828,10.604458808898926,42662,9888,656,0,26577,26629,27613,25593,2185,371,33.94934091093219,1.49878483551682,0.0535413552145042,16.456142661891775,0.0,1.0,late
395,11,11,11,0,0,1.0,1.0,1.0,0.024,11,11,11,0,0,1.0,1.0,1.0,7.68,11,11,11,0,0,1.0,1.0,1.0,126.8,11,11,10,1,1,0.9090909090909092,0.9090909090909092,0.9090909090909092,1.98,0.0,,0.0,0.0,0.0,0.0,-0.0909090909090909,-0.046477040342071,late,object_level,1.0,0.024,2,ego|488,10,53342,4,53342,13.112753868103027,80.23526763916016,10.752161979675291,42914,9729,698,1,26577,26765,27608,25734,2226,422,34.149876139227985,1.474684229848619,0.056969307834945,3.5812537516598653,1.0,0.0,late
396,11,11,11,0,0,1.0,1.0,1.0,0.024,12,11,11,1,0,0.9166666666666666,1.0,0.9565217391304348,7.68,11,11,11,0,0,1.0,1.0,1.0,126.8,11,11,11,0,0,1.0,1.0,1.0,1.98,0.0,,-0.0434782608695651,-0.0056789786924719,0.0,0.0,0.0,0.0,late,object_level,1.0,0.024,2,ego|488,10,53415,4,53415,13.180805206298828,78.70059967041016,10.878704071044922,42947,9736,732,0,26640,26775,27546,25869,2202,451,34.17613670483814,1.475745262802565,0.0597443170991114,14.964485501624898,0.012943931229688777,0.9870560687703113,late
397,11,11,11,0,0,1.0,1.0,1.0,0.024,11,11,11,0,0,1.0,1.0,1.0,7.68,11,11,9,2,2,0.8181818181818182,0.8181818181818182,0.8181818181818182,126.8,11,11,11,0,0,1.0,1.0,1.0,1.98,0.0,,0.0,0.0,-0.1818181818181817,-0.0014341687844559,0.0,0.0,late,object_level,1.0,0.024,2,ego|488,10,53418,4,53418,13.19204330444336,77.76991271972656,10.87709903717041,43011,9657,750,0,26718,26700,27592,25826,2225,471,34.227066286627554,1.4637707480366031,0.0612134396507289,1.733626462290856,1.0,0.0,late
398,11,11,11,0,0,1.0,1.0,1.0,0.024,12,11,11,1,0,0.9166666666666666,1.0,0.9565217391304348,7.68,10,11,9,1,2,0.9,0.8181818181818182,0.8571428571428572,126.8,11,11,11,0,0,1.0,1.0,1.0,1.98,0.0,,-0.0434782608695651,-0.0056789786924719,-0.1428571428571428,-0.0011268469020724,0.0,0.0,late,object_level,1.0,0.024,2,ego|488,10,53370,4,53370,13.269372940063477,78.06552124023438,10.995124816894531,42822,9718,830,0,26605,26765,27471,25899,2230,499,34.07666486540571,1.473016892349561,0.0677428732134734,8.517124805880432,0.7336469186769029,0.2663530813230971,late
399,11,11,11,0,0,1.0,1.0,1.0,0.024,12,11,11,1,0,0.9166666666666666,1.0,0.9565217391304348,7.68,11,11,11,0,0,1.0,1.0,1.0,126.8,11,11,11,0,0,1.0,1.0,1.0,1.98,0.0,,-0.0434782608695651,-0.0056789786924719,0.0,0.0,0.0,0.0,late,object_level,1.0,0.024,2,ego|488,10,53610,4,53610,13.273765563964844,77.48360443115234,11.004364967346191,43054,9715,841,0,26753,26857,27624,25986,2212,515,34.26128459939231,1.472562163940727,0.0686406703283507,7.935037743068505,0.8548721692698621,0.1451278307301379,late
400,11,11,11,0,0,1.0,1.0,1.0,0.024,11,11,11,0,0,1.0,1.0,1.0,7.68,11,11,10,1,1,0.9090909090909092,0.9090909090909092,0.9090909090909092,126.8,11,11,11,0,0,1.0,1.0,1.0,1.98,0.0,,0.0,0.0,-0.0909090909090909,-0.0007170843922279,0.0,0.0,late,object_level,1.0,0.024,2,ego|488,10,53534,4,53534,13.24643611907959,79.27861022949219,11.0056734085083,43032,9653,849,0,26741,26793,27628,25906,2113,523,34.2437775556522,1.4631644434914912,0.0692936136846252,4.043361879509693,1.0,0.0,late
401,11,11,11,0,0,1.0,1.0,1.0,0.024,12,11,11,1,0,0.9166666666666666,1.0,0.9565217391304348,7.68,11,11,10,1,1,0.9090909090909092,0.9090909090909092,0.9090909090909092,126.8,11,11,11,0,0,1.0,1.0,1.0,1.98,0.0,,-0.0434782608695651,-0.0056789786924719,-0.0909090909090909,-0.0007170843922279,0.0,0.0,late,object_level,1.0,0.024,2,ego|488,10,53594,4,53594,13.261646270751951,78.90609741210938,11.024946212768556,43059,9634,901,0,26811,26783,27694,25900,2084,560,34.26526347296961,1.4602844969022093,0.073537745500409,18.758102172719788,0.0,1.0,late
402,11,11,11,0,0,1.0,1.0,1.0,0.024,11,11,9,2,2,0.8181818181818182,0.8181818181818182,0.8181818181818182,7.68,10,11,10,0,1,1.0,0.9090909090909092,0.9523809523809524,126.8,11,11,9,2,2,0.8181818181818182,0.8181818181818182,0.8181818181818182,1.98,0.0,,-0.1818181818181817,-0.0237484563503372,-0.0476190476190476,-0.0003756156340241,-0.1818181818181817,-0.092954080684142,late,object_level,1.0,0.024,2,ego|488,10,53469,4,53469,13.243749618530272,78.47532653808594,11.014376640319824,43011,9545,913,0,26680,26789,27588,25881,1997,540,34.227066286627554,1.4467942207734676,0.0745171605348207,1.8955335672233398,1.0,0.0,late
403,11,11,10,1,1,0.9090909090909092,0.9090909090909092,0.9090909090909092,0.024,11,11,9,2,2,0.8181818181818182,0.8181818181818182,0.8181818181818182,7.68,11,11,9,2,2,0.8181818181818182,0.8181818181818182,0.8181818181818182,126.8,10,11,10,0,1,1.0,0.9090909090909092,0.9523809523809524,1.98,0.0,,-0.0909090909090908,-0.0118742281751686,-0.0909090909090908,-0.0007170843922279,0.0432900432900432,0.0221319239724147,compressed,compressed_feature_level,0.9523809523809524,1.98,2,ego|488,10,53499,4,53499,13.27788257598877,79.7081527709961,11.061474800109863,43048,9499,952,0,26812,26687,27625,25874,2014,572,34.25650995109955,1.43982171850468,0.0777002593966586,0.09798829977151202,1.0,0.0,late
404,7,7,7,0,0,1.0,1.0,1.0,0.024,7,7,7,0,0,1.0,1.0,1.0,7.68,7,7,7,0,0,1.0,1.0,1.0,126.8,7,7,7,0,0,1.0,1.0,1.0,1.98,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,late,object_level,1.0,0.024,2,ego|1724,6,53912,4,53912,12.7401123046875,71.90695190429688,11.036884307861328,43792,9177,943,0,27484,26428,26844,27068,1221,743,34.8485663394014,1.391014202623165,0.0769656981208499,6.458416073279567,0.9656187945040324,0.03438120549596757,late
405,7,7,7,0,0,1.0,1.0,1.0,0.024,9,8,7,2,1,0.7777777777777778,0.875,0.823529411764706,7.68,7,8,7,0,1,1.0,0.875,0.9333333333333332,126.8,7,8,7,0,1,1.0,0.875,0.9333333333333332,1.98,0.0,,-0.176470588235294,-0.0230499723400331,-0.0666666666666666,-0.0005258618876338,-0.0666666666666666,-0.0340831629175187,late,object_level,1.0,0.024,2,ego|1724,6,54101,4,54101,12.725011825561523,72.01288604736328,11.013769149780272,43913,9244,944,0,27442,26659,26962,27139,1221,727,34.944855079972,1.401169803753791,0.0770473160403842,19.81489436482444,0.0,0.9333333333333332,late
406,7,7,7,0,0,1.0,1.0,1.0,0.024,7,8,7,0,1,1.0,0.875,0.9333333333333332,7.68,7,8,7,0,1,1.0,0.875,0.9333333333333332,126.8,7,8,7,0,1,1.0,0.875,0.9333333333333332,1.98,0.0,,-0.0666666666666666,-0.0087077673284569,-0.0666666666666666,-0.0005258618876338,-0.0666666666666666,-0.0340831629175187,late,object_level,1.0,0.024,2,ego|1724,6,54074,4,54074,12.688518524169922,71.99485778808594,11.064266204833984,43923,9173,978,0,27385,26689,26866,27208,1221,754,34.95281282712659,1.3904078980780534,0.0798223253045505,5.293902567768798,1.0,0.0,late
407,8,7,7,1,0,0.875,1.0,0.9333333333333332,0.024,9,8,7,2,1,0.7777777777777778,0.875,0.823529411764706,7.68,7,8,7,0,1,1.0,0.875,0.9333333333333332,126.8,7,8,7,0,1,1.0,0.875,0.9333333333333332,1.98,0.0,,-0.1098039215686274,-0.0143422050115762,0.0,0.0,0.0,0.0,late,object_level,0.9333333333333332,0.024,2,ego|1724,6,54060,4,54060,12.66171932220459,72.08042907714844,11.131003379821776,44050,8936,1074,0,27490,26570,26864,27196,1264,838,35.053876215989945,1.3544843537801683,0.0876576455798438,16.61388531035462,0.0,0.9333333333333332,late
408,8,7,7,1,0,0.875,1.0,0.9333333333333332,0.024,8,8,8,0,0,1.0,1.0,1.0,7.68,8,8,8,0,0,1.0,1.0,1.0,126.8,8,8,8,0,0,1.0,1.0,1.0,1.98,0.0,,0.0666666666666666,0.0087077673284569,0.0666666666666666,0.0005258618876338,0.0666666666666666,0.0340831629175187,compressed,compressed_feature_level,1.0,1.98,2,ego|1724,6,54207,4,54207,12.627582550048828,72.47929382324219,11.19045639038086,44365,8704,1138,0,27471,26736,27073,27134,1286,876,35.304545251359684,1.319318690163673,0.0928811924300394,3.462272740409309,1.0,0.0,late
409,8,7,7,1,0,0.875,1.0,0.9333333333333332,0.024,9,8,8,1,0,0.8888888888888888,1.0,0.9411764705882352,7.68,8,8,8,0,0,1.0,1.0,1.0,126.8,8,8,8,0,0,1.0,1.0,1.0,1.98,0.0,,0.0078431372549019,0.0010244432151125,0.0666666666666666,0.0005258618876338,0.0666666666666666,0.0340831629175187,compressed,compressed_feature_level,1.0,1.98,2,ego|1724,6,54215,4,54215,12.57852840423584,72.27861785888672,11.299636840820312,44503,8512,1200,0,27505,26710,27002,27213,1345,911,35.41436216209309,1.2902160719982982,0.0979415034411663,11.727567095967554,0.07608116950608357,0.9239188304939164,late
410,8,8,8,0,0,1.0,1.0,1.0,0.024,8,8,8,0,0,1.0,1.0,1.0,7.68,8,8,8,0,0,1.0,1.0,1.0,126.8,8,8,8,0,0,1.0,1.0,1.0,1.98,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,late,object_level,1.0,0.024,2,ego|1724,6,54315,4,54315,12.539880752563477,72.06159210205078,11.389165878295898,44513,8568,1234,0,27534,26781,27066,27249,1386,924,35.42231990924768,1.298704335629866,0.1007165127053327,19.16818670358784,0.0,1.0,late
411,8,8,8,0,0,1.0,1.0,1.0,0.024,8,8,8,0,0,1.0,1.0,1.0,7.68,8,8,8,0,0,1.0,1.0,1.0,126.8,8,8,8,0,0,1.0,1.0,1.0,1.98,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,late,object_level,1.0,0.024,2,ego|1724,6,54325,4,54325,12.439535140991213,72.1771011352539,11.450931549072266,44535,8570,1220,0,27494,26831,27091,27234,1374,906,35.439826952987794,1.299007487902422,0.0995738618318524,14.330264691316142,0.02087169135854823,0.9791283086414517,late
412,8,8,8,0,0,1.0,1.0,1.0,0.024,8,8,8,0,0,1.0,1.0,1.0,7.68,8,8,8,0,0,1.0,1.0,1.0,126.8,8,8,8,0,0,1.0,1.0,1.0,1.98,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,late,object_level,1.0,0.024,2,ego|1724,6,54244,4,54244,12.37050437927246,72.79049682617188,11.533373832702637,44463,8555,1226,0,27290,26954,26966,27278,1405,913,35.38253117347471,1.296733845858252,0.1000635693490583,19.610159503569726,0.0,1.0,late
413,8,8,8,0,0,1.0,1.0,1.0,0.024,8,8,8,0,0,1.0,1.0,1.0,7.68,8,8,8,0,0,1.0,1.0,1.0,126.8,8,8,8,0,0,1.0,1.0,1.0,1.98,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,late,object_level,1.0,0.024,2,ego|1724,6,54250,4,54250,12.34178066253662,71.6455078125,11.611928939819336,44482,8471,1297,0,27231,27019,26990,27260,1421,945,35.397650893068445,1.2840014504109003,0.1058584416359939,11.491132981780794,0.12041256591610117,0.8795874340838988,late
414,8,8,8,0,0,1.0,1.0,1.0,0.024,8,8,8,0,0,1.0,1.0,1.0,7.68,8,8,8,0,0,1.0,1.0,1.0,126.8,8,8,8,0,0,1.0,1.0,1.0,1.98,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,late,object_level,1.0,0.024,2,ego|1724,6,54367,4,54367,12.362114906311035,72.80561065673828,11.65920639038086,44719,8342,1306,0,27378,26989,27096,27271,1452,905,35.586249500632334,1.264448128831039,0.1065930029118027,19.66669413106843,0.0,1.0,late
415,8,8,8,0,0,1.0,1.0,1.0,0.024,8,8,8,0,0,1.0,1.0,1.0,7.68,8,8,8,0,0,1.0,1.0,1.0,126.8,9,8,8,1,0,0.8888888888888888,1.0,0.9411764705882352,1.98,0.0,,0.0,0.0,0.0,0.0,-0.0588235294117647,-0.0300733790448694,late,object_level,1.0,0.024,2,ego|1724,6,54383,4,54383,12.388394355773926,72.18739318847656,11.593607902526855,45067,8053,1263,0,27327,27056,27116,27267,1476,848,35.86317910161223,1.2206426254466982,0.1030834323718276,16.740940634400076,0.0,0.9411764705882352,late
416,8,8,8,0,0,1.0,1.0,1.0,0.024,8,8,8,0,0,1.0,1.0,1.0,7.68,8,8,8,0,0,1.0,1.0,1.0,126.8,8,8,8,0,0,1.0,1.0,1.0,1.98,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,late,object_level,1.0,0.024,2,ego|1724,6,54429,4,54429,12.50608730316162,71.66490936279297,11.526268005371094,45201,7960,1268,0,27392,27037,27168,27261,1489,830,35.96981291348381,1.2065460447728449,0.1034915219694991,15.564964522038565,0.005437943474517936,0.994562056525482,late
417,8,8,8,0,0,1.0,1.0,1.0,0.024,8,8,8,0,0,1.0,1.0,1.0,7.68,8,8,8,0,0,1.0,1.0,1.0,126.8,8,8,8,0,0,1.0,1.0,1.0,1.98,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,late,object_level,1.0,0.024,2,ego|1724,7,54505,4,54505,12.573156356811523,71.94110870361328,11.446070671081545,45555,7664,1286,0,27291,27214,27262,27243,1545,849,36.25151716275646,1.161679508434558,0.1049606445211166,17.769797738230004,0.0,1.0,late
418,8,8,8,0,0,1.0,1.0,1.0,0.024,8,8,8,0,0,1.0,1.0,1.0,7.68,8,8,8,0,0,1.0,1.0,1.0,126.8,8,8,8,0,0,1.0,1.0,1.0,1.98,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,late,object_level,1.0,0.024,2,ego|1724,7,54427,4,54427,12.652050971984863,71.73918151855469,11.400856018066406,45719,7434,1274,0,27294,27133,27114,27313,1571,826,36.38202421609181,1.126816997090619,0.1039812294867049,12.629830345232333,0.025,0.975,late
419,8,8,8,0,0,1.0,1.0,1.0,0.024,8,8,8,0,0,1.0,1.0,1.0,7.68,8,8,8,0,0,1.0,1.0,1.0,126.8,8,8,8,0,0,1.0,1.0,1.0,1.98,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,late,object_level,1.0,0.024,2,ego|1724,7,54591,4,54591,12.766812324523926,72.85934448242188,11.493738174438477,45873,7415,1303,0,27293,27298,27298,27293,1638,847,36.50457352227257,1.123937050501337,0.1063481491531998,7.127290927531429,0.9154531804351428,0.08454681956485721,late
