frame,n_cav,has_collab,n_box_p0.0,f1_p0.0,n_box_p0.001,f1_p0.001,lost_elem_frac_p0.001,lost_cw_p0.001,n_box_p0.01,f1_p0.01,lost_elem_frac_p0.01,lost_cw_p0.01,n_box_p0.05,f1_p0.05,lost_elem_frac_p0.05,lost_cw_p0.05,n_box_p0.1,f1_p0.1,lost_elem_frac_p0.1,lost_cw_p0.1,n_box_p0.25,f1_p0.25,lost_elem_frac_p0.25,lost_cw_p0.25,n_box_p0.5,f1_p0.5,lost_elem_frac_p0.5,lost_cw_p0.5
105,2,1,23,0.92,23,0.92,0.000937,11,23,0.92,0.010442,132,23,0.92,0.049214,613,21,0.8750000000000001,0.100312,1252,23,0.92,0.24987,3119,19,0.782608695652174,0.494919,6181
106,2,1,23,0.92,23,0.92,0.001565,19,23,0.92,0.011117,136,22,0.8979591836734693,0.050705,627,23,0.92,0.102493,1285,22,0.8979591836734693,0.250284,3131,24,0.9019607843137256,0.494301,6189
107,2,1,23,0.92,23,0.92,0.001077,14,23,0.92,0.008895,114,23,0.92,0.054183,675,23,0.92,0.096872,1210,23,0.92,0.248827,3111,21,0.8333333333333334,0.510417,6401
108,2,1,20,0.8695652173913044,20,0.8695652173913044,0.001642,22,20,0.8695652173913044,0.008941,112,20,0.8695652173913044,0.050024,623,21,0.8936170212765957,0.099295,1243,21,0.8510638297872339,0.250726,3148,23,0.8979591836734695,0.49918,6275
109,2,1,22,0.9166666666666666,22,0.9166666666666666,0.001449,17,22,0.9166666666666666,0.010049,126,21,0.8936170212765957,0.051815,643,22,0.9166666666666666,0.100461,1260,20,0.8695652173913044,0.255043,3185,19,0.7555555555555555,0.495135,6188
110,2,1,22,0.9361702127659575,22,0.9361702127659575,0.000744,10,22,0.9361702127659575,0.009159,113,22,0.9361702127659575,0.049071,612,22,0.9361702127659575,0.105797,1313,22,0.8510638297872342,0.251843,3138,20,0.7999999999999999,0.501073,6259
111,2,1,21,0.8750000000000001,21,0.8750000000000001,0.000937,11,21,0.8750000000000001,0.009306,121,21,0.8750000000000001,0.048726,606,21,0.8750000000000001,0.097366,1219,19,0.8260869565217391,0.255361,3190,21,0.8333333333333334,0.494692,6191
112,2,1,26,0.9811320754716981,26,0.9811320754716981,0.000992,12,26,0.9811320754716981,0.01221,153,26,0.9811320754716981,0.052235,651,26,0.9811320754716981,0.101852,1257,26,0.9811320754716981,0.250499,3126,22,0.8979591836734693,0.500448,6257
113,2,1,27,0.9454545454545454,27,0.9454545454545454,0.000597,7,27,0.9454545454545454,0.007787,98,26,0.9259259259259259,0.053011,659,27,0.9454545454545454,0.09701,1213,27,0.9454545454545454,0.249834,3121,23,0.8627450980392156,0.497668,6242
114,2,1,28,0.9642857142857143,28,0.9642857142857143,0.00127,16,28,0.9642857142857143,0.011015,139,28,0.9642857142857143,0.050956,638,28,0.9642857142857143,0.098454,1239,28,0.9642857142857143,0.249379,3123,24,0.8461538461538461,0.505265,6326
115,2,1,27,0.9818181818181818,27,0.9818181818181818,0.000542,7,26,0.962962962962963,0.011101,135,25,0.9056603773584904,0.048084,604,27,0.9818181818181818,0.098347,1226,25,0.9056603773584904,0.254758,3177,22,0.88,0.499121,6237
116,2,1,23,0.9583333333333334,23,0.9583333333333334,0.000852,10,23,0.9583333333333334,0.010273,126,23,0.9583333333333334,0.049625,620,23,0.9583333333333334,0.101288,1268,23,0.9583333333333334,0.249581,3114,23,0.9583333333333334,0.491081,6166
117,2,1,23,0.9583333333333334,23,0.9583333333333334,0.001023,12,23,0.9583333333333334,0.011134,137,23,0.9583333333333334,0.051019,636,23,0.9583333333333334,0.099145,1239,23,0.9583333333333334,0.248402,3101,24,0.9387755102040817,0.505789,6332
118,2,1,23,0.9583333333333334,23,0.9583333333333334,0.001031,14,23,0.9583333333333334,0.008818,110,24,0.9795918367346939,0.048536,603,23,0.9583333333333334,0.10095,1255,23,0.9583333333333334,0.251055,3135,24,0.9387755102040817,0.499406,6257
119,2,1,23,0.9583333333333334,23,0.9583333333333334,0.000937,11,23,0.9583333333333334,0.009366,117,23,0.9583333333333334,0.055202,686,23,0.9583333333333334,0.101255,1257,23,0.9166666666666666,0.246204,3060,22,0.9361702127659575,0.498849,6253
120,2,1,23,0.9583333333333334,23,0.9583333333333334,0.000341,4,23,0.9583333333333334,0.010437,130,23,0.9583333333333334,0.0486,604,22,0.9361702127659575,0.099881,1253,22,0.9361702127659575,0.24919,3100,22,0.9361702127659575,0.507182,6365
121,2,1,23,0.9583333333333334,23,0.9583333333333334,0.001139,14,23,0.9583333333333334,0.00946,117,23,0.9583333333333334,0.050322,626,22,0.9361702127659575,0.100988,1262,24,0.9795918367346939,0.25008,3110,22,0.8936170212765958,0.504779,6335
122,2,1,22,0.9361702127659575,22,0.9361702127659575,0.001139,15,22,0.9361702127659575,0.009042,113,22,0.9361702127659575,0.051228,642,22,0.9361702127659575,0.098561,1236,22,0.8936170212765958,0.250781,3132,22,0.8936170212765958,0.494084,6191
123,2,1,23,0.9387755102040816,23,0.9387755102040816,0.000906,11,23,0.9387755102040816,0.010296,128,23,0.9387755102040816,0.051918,653,23,0.9387755102040816,0.100827,1245,22,0.875,0.254614,3175,22,0.9166666666666666,0.502491,6292
124,2,1,24,0.9199999999999999,24,0.9199999999999999,0.001278,15,24,0.9199999999999999,0.010302,127,24,0.9199999999999999,0.050187,634,24,0.9199999999999999,0.100277,1243,24,0.9199999999999999,0.256883,3223,23,0.8979591836734695,0.497025,6238
125,2,1,24,0.9600000000000001,24,0.9600000000000001,0.001054,13,24,0.9600000000000001,0.009678,121,24,0.9600000000000001,0.047842,595,24,0.9600000000000001,0.102716,1279,25,0.9019607843137256,0.248205,3108,24,0.8799999999999999,0.500331,6260
126,2,1,25,0.9803921568627451,25,0.9803921568627451,0.000682,8,25,0.9803921568627451,0.009259,115,25,0.9803921568627451,0.049896,620,25,0.9411764705882353,0.100667,1260,24,0.9600000000000001,0.245593,3072,23,0.8979591836734695,0.505139,6317
127,2,1,25,0.9803921568627451,25,0.9803921568627451,0.000736,9,25,0.9803921568627451,0.010536,130,25,0.9803921568627451,0.048544,608,25,0.9803921568627451,0.10429,1300,25,0.9019607843137256,0.248667,3100,24,0.8799999999999999,0.498732,6247
128,2,1,24,0.9600000000000001,24,0.9600000000000001,0.001223,16,24,0.9600000000000001,0.011571,142,24,0.9600000000000001,0.05359,660,24,0.9600000000000001,0.102568,1284,25,0.9411764705882353,0.251038,3149,23,0.9387755102040816,0.49908,6244
129,2,1,25,0.9803921568627451,25,0.9803921568627451,0.0021,25,25,0.9803921568627451,0.010049,124,25,0.9803921568627451,0.054652,691,25,0.9803921568627451,0.095789,1199,25,0.9411764705882353,0.254126,3167,23,0.8979591836734695,0.502114,6276
130,2,1,24,0.9795918367346939,24,0.9795918367346939,0.001472,18,24,0.9795918367346939,0.010302,126,24,0.9795918367346939,0.05549,690,24,0.9387755102040817,0.101212,1261,23,0.9583333333333334,0.247554,3105,23,0.9166666666666666,0.50258,6289
131,2,1,24,0.9600000000000001,24,0.9600000000000001,0.000682,10,24,0.9600000000000001,0.009631,121,24,0.9600000000000001,0.050859,634,23,0.9387755102040816,0.105538,1317,24,0.9199999999999999,0.253247,3156,25,0.9411764705882353,0.510528,6384
132,2,1,24,0.9600000000000001,24,0.9600000000000001,0.001077,13,24,0.9600000000000001,0.009949,121,24,0.9600000000000001,0.051782,647,25,0.9803921568627451,0.10474,1308,24,0.9600000000000001,0.253203,3156,23,0.8979591836734695,0.506281,6356
133,2,1,25,0.9803921568627451,25,0.9803921568627451,0.000852,11,25,0.9803921568627451,0.008701,111,25,0.9803921568627451,0.051098,638,23,0.9387755102040816,0.095517,1202,25,0.9411764705882353,0.254307,3184,23,0.9387755102040816,0.504317,6318
134,2,1,25,0.9803921568627451,25,0.9803921568627451,0.00117,15,25,0.9803921568627451,0.011357,141,25,0.9803921568627451,0.050271,633,25,0.9803921568627451,0.098676,1239,23,0.9387755102040816,0.250162,3129,22,0.9166666666666666,0.505553,6343
135,2,1,25,0.9411764705882353,25,0.9411764705882353,0.000542,7,25,0.9411764705882353,0.008458,106,25,0.9411764705882353,0.052991,648,25,0.9803921568627451,0.097926,1213,23,0.8571428571428572,0.250948,3149,22,0.875,0.504012,6315
136,2,1,25,0.9803921568627451,25,0.9803921568627451,0.001023,13,25,0.9803921568627451,0.010731,131,25,0.9803921568627451,0.051907,651,26,1.0,0.101591,1268,26,1.0,0.251512,3141,24,0.9600000000000001,0.489302,6132
137,2,1,24,0.9795918367346939,24,0.9795918367346939,0.000736,9,24,0.9795918367346939,0.009425,120,24,0.9795918367346939,0.049065,621,24,0.9795918367346939,0.101602,1269,23,0.9583333333333334,0.2486,3095,23,0.9583333333333334,0.506852,6336
138,2,1,24,0.9795918367346939,24,0.9795918367346939,0.000937,11,24,0.9795918367346939,0.009421,118,23,0.9583333333333334,0.049374,619,24,0.9795918367346939,0.104744,1311,24,0.9795918367346939,0.250814,3139,23,0.9583333333333334,0.494637,6183
139,2,1,25,1.0,25,1.0,0.000736,9,25,1.0,0.008459,107,25,1.0,0.051755,644,25,1.0,0.095465,1186,23,0.9583333333333334,0.257278,3189,25,1.0,0.49369,6184
140,2,1,25,0.9803921568627451,25,0.9803921568627451,0.000906,12,25,0.9803921568627451,0.009267,115,26,1.0,0.048797,614,25,0.9803921568627451,0.099046,1225,25,0.9803921568627451,0.245603,3063,25,0.8627450980392156,0.501406,6281
141,2,1,26,1.0,26,1.0,0.001534,19,26,1.0,0.009755,123,23,0.9387755102040816,0.049739,619,26,1.0,0.10191,1269,26,1.0,0.248822,3109,22,0.9166666666666666,0.498646,6242
142,2,1,26,1.0,26,1.0,0.001278,15,26,1.0,0.009636,119,26,1.0,0.047265,592,25,0.9803921568627451,0.103221,1298,25,0.9803921568627451,0.254627,3188,22,0.9166666666666666,0.508801,6390
143,2,1,24,0.9600000000000001,24,0.9600000000000001,0.000821,10,24,0.9600000000000001,0.012137,149,24,0.9600000000000001,0.049007,613,25,0.9803921568627451,0.100732,1254,24,0.8799999999999999,0.254063,3164,21,0.8510638297872339,0.50171,6282
144,2,1,25,1.0,25,1.0,0.000883,11,25,1.0,0.010867,133,25,1.0,0.051149,637,25,1.0,0.100545,1257,24,0.9387755102040817,0.24781,3106,23,0.8749999999999999,0.50136,6281
145,2,1,25,0.9803921568627451,25,0.9803921568627451,0.000969,12,25,0.9803921568627451,0.008662,108,25,0.9803921568627451,0.051268,644,26,0.9615384615384616,0.102614,1282,25,0.9411764705882353,0.248673,3110,24,0.8400000000000001,0.506314,6335
146,2,1,26,1.0,26,1.0,0.001108,13,26,1.0,0.010196,126,26,1.0,0.047925,596,25,0.9803921568627451,0.100909,1262,25,0.9411764705882353,0.245549,3057,23,0.8571428571428572,0.500766,6273
147,2,1,25,0.9803921568627451,25,0.9803921568627451,0.000511,6,25,0.9803921568627451,0.010321,129,25,0.9803921568627451,0.052412,648,24,0.9600000000000001,0.101025,1254,23,0.9387755102040816,0.246575,3076,20,0.8695652173913044,0.494131,6194
148,2,1,25,0.9803921568627451,25,0.9803921568627451,0.001139,15,25,0.9803921568627451,0.009731,119,25,0.9803921568627451,0.051113,634,23,0.9387755102040816,0.100281,1244,24,0.9600000000000001,0.243665,3036,23,0.8163265306122449,0.508202,6357
149,2,1,24,0.9600000000000001,24,0.9600000000000001,0.000767,9,24,0.9600000000000001,0.009073,114,24,0.9600000000000001,0.051044,632,24,0.9600000000000001,0.097307,1212,21,0.8936170212765957,0.251657,3150,21,0.8936170212765957,0.5035,6313
150,2,1,24,0.9387755102040817,24,0.9387755102040817,0.000713,9,24,0.9387755102040817,0.01211,151,24,0.9387755102040817,0.051012,646,24,0.9387755102040817,0.100104,1242,21,0.8695652173913043,0.249574,3108,24,0.9387755102040817,0.496262,6225
151,2,1,24,0.9387755102040817,24,0.9387755102040817,0.001278,15,24,0.9387755102040817,0.010429,133,24,0.9387755102040817,0.048446,604,24,0.9387755102040817,0.10084,1250,23,0.9583333333333334,0.254932,3180,23,0.9166666666666666,0.497365,6228
152,2,1,24,1.0,24,1.0,0.001247,15,24,1.0,0.010267,125,24,1.0,0.04898,618,23,0.9787234042553191,0.099083,1240,24,1.0,0.258385,3223,23,0.9787234042553191,0.495936,6211
153,2,1,24,0.9795918367346939,24,0.9795918367346939,0.001557,19,24,0.9795918367346939,0.010745,135,23,0.9583333333333334,0.050886,634,24,0.9795918367346939,0.09839,1227,23,0.9583333333333334,0.245077,3051,22,0.9361702127659575,0.500326,6265
154,2,1,24,0.9795918367346939,24,0.9795918367346939,0.000883,11,24,0.9795918367346939,0.010832,137,24,0.9795918367346939,0.049426,625,24,0.9795918367346939,0.099372,1242,21,0.9130434782608696,0.252068,3143,24,0.9795918367346939,0.500386,6254
155,2,1,24,0.9795918367346939,24,0.9795918367346939,0.001341,17,24,0.9795918367346939,0.010831,137,23,0.9583333333333334,0.053236,660,24,0.9795918367346939,0.101135,1257,23,0.9583333333333334,0.253314,3155,25,1.0,0.50886,6363
156,2,1,24,1.0,24,1.0,0.000597,7,24,1.0,0.010956,138,24,1.0,0.050909,637,24,1.0,0.099583,1233,24,1.0,0.25849,3223,23,0.9361702127659574,0.503088,6296
157,2,1,24,1.0,24,1.0,0.000767,10,24,1.0,0.009692,122,24,1.0,0.050402,630,24,1.0,0.103117,1292,22,0.9565217391304348,0.250235,3104,24,1.0,0.510445,6384
158,2,1,24,1.0,24,1.0,0.000821,10,24,1.0,0.007957,97,24,1.0,0.053543,667,23,0.9787234042553191,0.098788,1241,24,1.0,0.251135,3146,21,0.9333333333333333,0.498107,6241
159,2,1,24,1.0,24,1.0,0.001139,14,24,1.0,0.011278,140,24,1.0,0.052209,649,24,1.0,0.101546,1257,23,0.9787234042553191,0.249831,3106,23,0.9361702127659574,0.499601,6244
160,2,1,24,1.0,24,1.0,0.000992,12,24,1.0,0.00798,98,24,1.0,0.049282,616,24,1.0,0.102142,1269,23,0.9787234042553191,0.258999,3231,19,0.8837209302325582,0.508892,6366
161,2,1,24,1.0,24,1.0,0.000906,11,24,1.0,0.009662,122,24,1.0,0.0473,587,24,1.0,0.107802,1334,21,0.9333333333333333,0.254291,3177,22,0.9565217391304348,0.505777,6328
162,2,1,24,1.0,24,1.0,0.000829,11,24,1.0,0.010413,128,24,1.0,0.051807,635,24,1.0,0.101768,1269,22,0.9130434782608695,0.249084,3108,22,0.9565217391304348,0.506947,6358
163,2,1,24,1.0,24,1.0,0.001216,16,24,1.0,0.010357,127,23,0.9787234042553191,0.04898,606,24,1.0,0.099467,1237,21,0.9333333333333333,0.250407,3125,21,0.9333333333333333,0.498432,6228
164,2,1,22,0.9565217391304348,22,0.9565217391304348,0.000883,12,22,0.9565217391304348,0.010994,134,22,0.9565217391304348,0.052127,647,22,0.9565217391304348,0.095463,1194,22,0.9565217391304348,0.255486,3189,22,0.9565217391304348,0.497913,6227
165,2,1,23,1.0,23,1.0,0.000426,5,23,1.0,0.010344,130,23,1.0,0.049985,623,21,0.9545454545454545,0.100115,1254,21,0.9545454545454545,0.25017,3135,22,0.9777777777777777,0.496448,6212
166,2,1,23,1.0,23,1.0,0.000937,11,23,1.0,0.010955,134,23,1.0,0.049297,616,23,1.0,0.10151,1261,23,1.0,0.254813,3190,21,0.9545454545454545,0.500432,6260
167,2,1,23,0.9787234042553191,23,0.9787234042553191,0.001023,12,23,0.9787234042553191,0.012242,149,23,0.9787234042553191,0.050407,636,23,0.9787234042553191,0.099252,1245,22,0.9565217391304348,0.248304,3092,22,0.9130434782608695,0.502503,6278
168,2,1,23,0.9787234042553191,23,0.9787234042553191,0.000883,11,23,0.9787234042553191,0.010685,133,23,0.9787234042553191,0.052929,661,21,0.9333333333333333,0.102427,1276,23,0.8936170212765957,0.250656,3135,21,0.888888888888889,0.50137,6275
169,2,1,22,0.9130434782608695,22,0.9130434782608695,0.001673,20,22,0.9130434782608695,0.009693,120,22,0.9130434782608695,0.049223,616,22,0.9130434782608695,0.104475,1307,22,0.9130434782608695,0.250763,3117,21,0.888888888888889,0.508906,6367
170,2,1,22,0.9777777777777777,22,0.9777777777777777,0.001395,18,22,0.9777777777777777,0.009437,122,22,0.9777777777777777,0.047373,594,22,0.9777777777777777,0.102635,1285,22,0.9777777777777777,0.260887,3256,21,0.9545454545454545,0.497865,6240
171,2,1,22,0.9565217391304348,22,0.9565217391304348,0.000969,12,22,0.9565217391304348,0.011642,141,22,0.9565217391304348,0.051529,636,22,0.9565217391304348,0.101732,1264,22,0.9565217391304348,0.254297,3185,21,0.888888888888889,0.499851,6254
172,2,1,21,0.9545454545454545,21,0.9545454545454545,0.001108,14,21,0.9545454545454545,0.010846,132,21,0.9545454545454545,0.053348,668,20,0.9302325581395349,0.102616,1276,22,0.9777777777777777,0.245944,3076,22,0.9333333333333332,0.499698,6263
173,2,1,22,0.9777777777777777,22,0.9777777777777777,0.001216,15,22,0.9777777777777777,0.009343,117,22,0.9333333333333332,0.048532,602,22,0.9777777777777777,0.099317,1248,20,0.9302325581395349,0.251245,3152,22,0.888888888888889,0.505218,6323
174,2,1,22,0.9777777777777777,22,0.9777777777777777,0.001139,14,22,0.9777777777777777,0.009693,122,22,0.9777777777777777,0.049495,629,22,0.9777777777777777,0.101916,1275,22,0.9777777777777777,0.245936,3075,19,0.9047619047619047,0.494452,6175
175,2,1,22,0.9777777777777777,22,0.9777777777777777,0.001565,19,22,0.9777777777777777,0.009847,125,22,0.9777777777777777,0.049075,606,22,0.9777777777777777,0.100281,1255,21,0.9545454545454545,0.250254,3122,18,0.878048780487805,0.494716,6197
176,2,1,21,0.9545454545454545,21,0.9545454545454545,0.000821,10,22,0.9777777777777777,0.00928,119,22,0.9777777777777777,0.050441,631,21,0.9545454545454545,0.100605,1245,22,0.9777777777777777,0.255736,3196,21,0.9545454545454545,0.501222,6287
177,2,1,22,0.9777777777777777,22,0.9777777777777777,0.000969,12,22,0.9777777777777777,0.008716,112,22,0.9777777777777777,0.053256,666,22,0.9777777777777777,0.103892,1300,22,0.9777777777777777,0.250383,3118,21,0.9545454545454545,0.500022,6260
178,2,1,21,0.9545454545454545,21,0.9545454545454545,0.000821,10,21,0.9545454545454545,0.00994,122,21,0.9545454545454545,0.052224,653,21,0.9545454545454545,0.103943,1304,20,0.8837209302325583,0.252399,3165,21,0.909090909090909,0.501669,6287
179,2,1,22,1.0,22,1.0,0.001077,13,22,1.0,0.00942,118,22,1.0,0.048914,604,22,1.0,0.10182,1268,20,0.9047619047619048,0.2489,3126,22,1.0,0.500333,6269
180,2,1,21,0.9767441860465117,21,0.9767441860465117,0.001162,15,21,0.9767441860465117,0.008544,105,21,0.9767441860465117,0.053557,668,21,0.9767441860465117,0.09665,1204,21,0.9767441860465117,0.246891,3075,21,0.9302325581395349,0.500142,6261
181,2,1,20,0.9523809523809523,20,0.9523809523809523,0.000798,10,20,0.9523809523809523,0.011389,141,20,0.9523809523809523,0.050743,634,19,0.9268292682926829,0.098896,1231,18,0.9,0.251128,3134,21,0.9767441860465117,0.498122,6243
182,2,1,21,0.9545454545454545,21,0.9545454545454545,0.000937,12,21,0.9545454545454545,0.008862,109,21,0.9545454545454545,0.050126,628,21,0.9545454545454545,0.101231,1262,20,0.9302325581395349,0.252744,3139,21,0.909090909090909,0.493828,6195
183,2,1,20,0.9090909090909091,20,0.9090909090909091,0.001116,15,20,0.9090909090909091,0.009794,125,21,0.9333333333333333,0.049192,609,21,0.9333333333333333,0.097016,1206,21,0.9333333333333333,0.254142,3165,21,0.9333333333333333,0.50202,6283
184,2,1,20,0.9090909090909091,20,0.9090909090909091,0.001449,17,20,0.9090909090909091,0.010878,138,20,0.9090909090909091,0.049163,611,19,0.8837209302325582,0.098421,1232,19,0.8837209302325582,0.252549,3142,21,0.888888888888889,0.503573,6313
185,2,1,21,0.9545454545454545,21,0.9545454545454545,0.00096,12,21,0.9545454545454545,0.011673,145,21,0.9545454545454545,0.050237,629,22,0.9777777777777777,0.099773,1253,21,0.9545454545454545,0.254363,3183,20,0.9302325581395349,0.50636,6336
186,2,1,19,0.9268292682926829,19,0.9268292682926829,0.001364,16,19,0.9268292682926829,0.009506,113,18,0.9,0.049091,608,19,0.8780487804878049,0.099886,1242,19,0.9268292682926829,0.249712,3120,20,0.9047619047619048,0.504184,6298
187,2,1,18,0.878048780487805,19,0.9047619047619047,0.001565,20,18,0.878048780487805,0.010281,129,18,0.878048780487805,0.048849,605,19,0.8571428571428571,0.100112,1252,19,0.8571428571428571,0.252864,3149,18,0.878048780487805,0.501144,6279
188,2,1,18,0.878048780487805,18,0.878048780487805,0.000969,12,18,0.878048780487805,0.010281,130,18,0.878048780487805,0.053145,661,18,0.878048780487805,0.101293,1261,18,0.878048780487805,0.249606,3119,17,0.85,0.500072,6265
189,2,1,19,0.9268292682926829,19,0.9268292682926829,0.000906,12,19,0.9268292682926829,0.011334,138,19,0.9268292682926829,0.049893,616,18,0.9,0.10313,1286,19,0.9268292682926829,0.257925,3220,19,0.8780487804878049,0.502371,6274
190,2,1,17,0.8717948717948718,17,0.8717948717948718,0.000628,9,17,0.8717948717948718,0.008918,110,17,0.8717948717948718,0.051185,643,17,0.8717948717948718,0.098019,1224,17,0.8717948717948718,0.263842,3299,18,0.9,0.497079,6233
191,2,1,19,0.9268292682926829,19,0.9268292682926829,0.000798,10,19,0.9268292682926829,0.010801,137,20,0.9047619047619048,0.051801,640,19,0.9268292682926829,0.100785,1258,19,0.9268292682926829,0.256575,3197,19,0.9268292682926829,0.497319,6227
192,2,1,19,0.9268292682926829,19,0.9268292682926829,0.000565,7,19,0.9268292682926829,0.010506,130,19,0.9268292682926829,0.047965,599,19,0.9268292682926829,0.103187,1289,18,0.9,0.260937,3255,18,0.9,0.507888,6368
193,2,1,19,0.9268292682926829,19,0.9268292682926829,0.000767,10,19,0.9268292682926829,0.008438,105,19,0.9268292682926829,0.045165,568,19,0.9268292682926829,0.103623,1281,21,0.8837209302325582,0.245851,3069,21,0.8837209302325582,0.505275,6316
194,2,1,18,0.9,18,0.9,0.001139,14,18,0.9,0.010514,133,18,0.9,0.049953,633,16,0.8421052631578948,0.102537,1280,18,0.9,0.25069,3131,18,0.9,0.506968,6337
195,2,1,18,0.9,18,0.9,0.000542,7,18,0.9,0.010193,127,18,0.9,0.049524,622,17,0.8717948717948718,0.100265,1261,17,0.8717948717948718,0.251631,3139,17,0.8717948717948718,0.503285,6299
196,2,1,17,0.8717948717948718,17,0.8717948717948718,0.001108,14,17,0.8717948717948718,0.010047,124,17,0.8717948717948718,0.049437,616,17,0.8717948717948718,0.099223,1239,17,0.8717948717948718,0.251289,3125,18,0.9,0.501177,6276
197,2,1,17,0.8947368421052632,17,0.8947368421052632,0.000705,9,17,0.8947368421052632,0.009712,120,17,0.8947368421052632,0.051465,642,17,0.8947368421052632,0.101621,1263,17,0.8947368421052632,0.258911,3236,18,0.923076923076923,0.499495,6250
198,2,1,17,0.8717948717948718,17,0.8717948717948718,0.000651,8,17,0.8717948717948718,0.011722,146,17,0.8717948717948718,0.054491,668,17,0.8717948717948718,0.103159,1288,17,0.8717948717948718,0.249907,3111,18,0.9,0.509228,6394
199,2,1,17,0.8717948717948718,17,0.8717948717948718,0.001077,14,17,0.8717948717948718,0.008741,111,17,0.8717948717948718,0.05148,639,18,0.9,0.102405,1278,17,0.8717948717948718,0.249752,3124,20,0.9047619047619048,0.509858,6378
