frame,n_cav,has_collab,n_box_p0.0,f1_p0.0,n_box_p0.001,f1_p0.001,lost_elem_frac_p0.001,lost_cw_p0.001,n_box_p0.01,f1_p0.01,lost_elem_frac_p0.01,lost_cw_p0.01,n_box_p0.05,f1_p0.05,lost_elem_frac_p0.05,lost_cw_p0.05,n_box_p0.1,f1_p0.1,lost_elem_frac_p0.1,lost_cw_p0.1,n_box_p0.25,f1_p0.25,lost_elem_frac_p0.25,lost_cw_p0.25,n_box_p0.5,f1_p0.5,lost_elem_frac_p0.5,lost_cw_p0.5
1089,2,1,19,0.8095238095238095,19,0.8095238095238095,0.000906,11,19,0.8095238095238095,0.01025,125,19,0.8095238095238095,0.050399,628,19,0.8095238095238095,0.097443,1222,19,0.8095238095238095,0.253189,3164,19,0.5238095238095238,0.50993,6383
1090,2,1,17,0.75,17,0.75,0.001077,13,18,0.7804878048780488,0.010545,129,17,0.75,0.052371,655,18,0.7804878048780488,0.096416,1198,17,0.75,0.255181,3167,14,0.5945945945945946,0.497622,6226
1091,2,1,19,0.761904761904762,19,0.761904761904762,0.001364,16,19,0.761904761904762,0.010685,133,19,0.761904761904762,0.050687,630,19,0.761904761904762,0.102956,1280,19,0.7142857142857143,0.248931,3094,17,0.65,0.499614,6254
1092,2,1,17,0.7894736842105262,17,0.7894736842105262,0.000906,11,17,0.7894736842105262,0.009654,118,17,0.7894736842105262,0.051071,635,17,0.7894736842105262,0.102967,1284,17,0.7894736842105262,0.249048,3099,17,0.7368421052631577,0.49921,6265
1093,2,1,18,0.8717948717948718,18,0.8717948717948718,0.001085,14,18,0.8717948717948718,0.009518,119,17,0.8421052631578947,0.051921,655,18,0.8205128205128205,0.096665,1219,19,0.8500000000000001,0.246065,3062,14,0.6857142857142857,0.509666,6383
1094,2,1,18,0.8205128205128205,18,0.8205128205128205,0.000906,11,18,0.8205128205128205,0.0099,122,17,0.7894736842105262,0.051177,643,16,0.8108108108108109,0.104491,1296,18,0.8205128205128205,0.248915,3115,21,0.7142857142857143,0.49835,6238
1095,2,1,19,0.8717948717948718,19,0.8717948717948718,0.000682,8,19,0.8717948717948718,0.010334,131,20,0.9,0.048475,601,20,0.9,0.101038,1259,19,0.8717948717948718,0.254326,3169,21,0.8292682926829269,0.501975,6270
1096,2,1,18,0.8421052631578948,18,0.8421052631578948,0.00117,15,18,0.8421052631578948,0.009892,125,18,0.8421052631578948,0.050335,638,18,0.8421052631578948,0.102677,1277,20,0.85,0.245463,3072,17,0.7567567567567567,0.513914,6424
1097,2,1,18,0.8421052631578948,18,0.8421052631578948,0.001301,16,18,0.8421052631578948,0.00977,121,18,0.8421052631578948,0.050061,622,19,0.8205128205128205,0.100299,1258,22,0.8095238095238095,0.252405,3168,14,0.6470588235294117,0.498149,6218
1098,2,1,18,0.7894736842105262,18,0.7894736842105262,0.000744,10,18,0.7894736842105262,0.010674,135,18,0.7894736842105262,0.047496,590,18,0.7894736842105262,0.102098,1274,17,0.8108108108108107,0.251967,3138,20,0.85,0.497124,6237
1099,2,1,16,0.8571428571428572,16,0.8571428571428572,0.000906,12,16,0.8571428571428572,0.010146,128,16,0.8571428571428572,0.048987,613,16,0.8571428571428572,0.0977,1210,16,0.7999999999999999,0.25307,3155,15,0.6470588235294117,0.495748,6220
1100,2,1,19,0.7894736842105263,19,0.7894736842105263,0.001108,13,19,0.7894736842105263,0.008592,108,18,0.8108108108108109,0.046878,581,19,0.7894736842105263,0.103634,1281,16,0.742857142857143,0.249159,3129,18,0.7567567567567567,0.497524,6226
1101,2,1,17,0.8571428571428571,17,0.8571428571428571,0.001085,15,17,0.8571428571428571,0.010057,124,17,0.8571428571428571,0.050877,642,17,0.7999999999999999,0.099981,1252,12,0.6666666666666667,0.248941,3125,17,0.7999999999999999,0.50115,6284
1102,2,1,18,0.8333333333333334,18,0.8333333333333334,0.001162,15,18,0.8333333333333334,0.008306,104,19,0.8648648648648649,0.049736,621,18,0.8333333333333334,0.100813,1256,17,0.7999999999999999,0.248742,3111,18,0.8333333333333334,0.499844,6249
1103,2,1,18,0.8333333333333334,18,0.8333333333333334,0.000937,11,18,0.8333333333333334,0.011258,139,18,0.8333333333333334,0.054704,679,16,0.7647058823529411,0.095414,1193,18,0.8333333333333334,0.249138,3112,13,0.6451612903225806,0.50475,6298
1104,2,1,17,0.7999999999999999,17,0.7999999999999999,0.000875,11,16,0.823529411764706,0.010763,136,17,0.7999999999999999,0.04954,618,17,0.7999999999999999,0.100779,1257,17,0.7999999999999999,0.25096,3117,15,0.7878787878787877,0.502757,6294
1105,2,1,17,0.7999999999999999,17,0.7999999999999999,0.000829,11,17,0.7999999999999999,0.010133,125,17,0.7999999999999999,0.049022,611,15,0.7878787878787877,0.101407,1266,18,0.7777777777777778,0.253731,3173,19,0.8108108108108109,0.504067,6320
1106,2,1,18,0.8333333333333334,18,0.8333333333333334,0.000713,9,18,0.8333333333333334,0.010808,135,18,0.8333333333333334,0.048278,608,17,0.7999999999999999,0.103128,1277,17,0.7999999999999999,0.255625,3189,12,0.6666666666666667,0.498964,6233
1107,2,1,18,0.8333333333333334,18,0.8333333333333334,0.000767,9,18,0.8333333333333334,0.01148,144,16,0.8823529411764706,0.048792,608,16,0.8823529411764706,0.108214,1338,18,0.8333333333333334,0.254361,3177,16,0.8823529411764706,0.508006,6332
1108,2,1,18,0.8333333333333334,18,0.8333333333333334,0.000992,13,17,0.7999999999999999,0.010452,132,18,0.8888888888888888,0.051009,641,19,0.8108108108108109,0.099896,1239,18,0.8333333333333334,0.248381,3093,14,0.6250000000000001,0.499295,6247
1109,2,1,19,0.8108108108108109,19,0.8108108108108109,0.000682,8,19,0.8108108108108109,0.009755,122,18,0.8333333333333334,0.046641,586,18,0.7222222222222222,0.104813,1311,17,0.7999999999999999,0.25327,3170,20,0.7894736842105262,0.496765,6193
1110,2,1,18,0.8333333333333334,18,0.8333333333333334,0.001139,14,18,0.8333333333333334,0.010101,125,18,0.8333333333333334,0.053409,666,18,0.8333333333333334,0.106523,1319,16,0.823529411764706,0.258854,3235,18,0.7222222222222222,0.50557,6308
1111,2,1,18,0.8108108108108109,18,0.8108108108108109,0.000457,6,18,0.8108108108108109,0.010118,128,18,0.8108108108108109,0.05275,654,17,0.8333333333333333,0.099049,1242,17,0.7777777777777778,0.254976,3168,16,0.6857142857142857,0.505239,6313
1112,2,1,20,0.7692307692307692,20,0.7692307692307692,0.001619,20,20,0.7692307692307692,0.010666,134,19,0.7894736842105263,0.050544,628,20,0.7692307692307692,0.09755,1220,15,0.7058823529411765,0.253793,3169,17,0.7777777777777778,0.500708,6258
1113,2,1,21,0.8,21,0.8,0.000767,9,21,0.8,0.010537,130,18,0.8108108108108109,0.052929,655,21,0.8,0.10321,1296,20,0.7692307692307692,0.247307,3098,20,0.8205128205128205,0.491308,6145
1114,2,1,20,0.7692307692307692,20,0.7692307692307692,0.000906,11,20,0.7692307692307692,0.010181,129,20,0.7692307692307692,0.050237,627,18,0.8108108108108109,0.100818,1256,18,0.7567567567567567,0.250802,3136,23,0.761904761904762,0.507606,6361
1115,2,1,20,0.8205128205128205,20,0.8205128205128205,0.001108,13,20,0.8205128205128205,0.009126,112,19,0.8421052631578947,0.051592,644,19,0.8421052631578947,0.099533,1236,20,0.8205128205128205,0.2502,3133,19,0.7894736842105263,0.502407,6282
1116,2,1,19,0.8421052631578947,19,0.8421052631578947,0.001131,15,19,0.8421052631578947,0.008306,107,19,0.8421052631578947,0.049334,619,18,0.8648648648648649,0.096565,1219,18,0.8648648648648649,0.240813,3014,17,0.7777777777777778,0.511757,6398
1117,2,1,19,0.7894736842105263,19,0.7894736842105263,0.001224,15,19,0.7894736842105263,0.009932,121,18,0.7567567567567567,0.052438,654,18,0.7567567567567567,0.104267,1302,20,0.8717948717948718,0.256297,3193,13,0.6875,0.505548,6331
1118,2,1,17,0.7777777777777778,17,0.7777777777777778,0.000829,11,17,0.7777777777777778,0.010157,127,16,0.7999999999999999,0.050193,627,17,0.7777777777777778,0.102827,1291,19,0.7894736842105263,0.25081,3137,15,0.7647058823529413,0.499869,6263
1119,2,1,18,0.8108108108108109,18,0.8108108108108109,0.000883,11,18,0.8108108108108109,0.008732,110,17,0.8333333333333333,0.04993,628,15,0.8235294117647058,0.102327,1273,19,0.8421052631578947,0.254705,3168,18,0.8648648648648649,0.497565,6209
1120,2,1,18,0.8108108108108109,18,0.8108108108108109,0.001108,13,18,0.8108108108108109,0.010843,134,17,0.7777777777777778,0.050713,636,18,0.7567567567567567,0.09844,1224,14,0.6666666666666667,0.246337,3089,12,0.6451612903225806,0.490476,6156
1121,2,1,16,0.7999999999999999,16,0.7999999999999999,0.001278,17,16,0.7999999999999999,0.009382,116,13,0.6875,0.047539,591,16,0.7999999999999999,0.102934,1291,17,0.7777777777777778,0.252489,3158,14,0.6060606060606061,0.500827,6245
1122,2,1,18,0.7567567567567567,18,0.7567567567567567,0.001054,13,17,0.7777777777777778,0.010444,131,18,0.7567567567567567,0.051696,647,17,0.7777777777777778,0.101653,1274,19,0.7894736842105263,0.256824,3199,19,0.7894736842105263,0.509329,6365
1123,2,1,17,0.7777777777777778,17,0.7777777777777778,0.000628,8,16,0.7999999999999999,0.010281,126,19,0.7894736842105263,0.048582,608,14,0.6666666666666667,0.098356,1232,15,0.7647058823529413,0.254972,3192,18,0.7027027027027027,0.503024,6296
1124,2,1,20,0.7692307692307692,20,0.7692307692307692,0.000883,11,20,0.7692307692307692,0.010252,134,16,0.6857142857142857,0.050452,631,20,0.7692307692307692,0.096764,1196,16,0.6857142857142857,0.247534,3087,15,0.5882352941176471,0.504077,6295
1125,2,1,17,0.7777777777777778,17,0.7777777777777778,0.001069,15,17,0.7777777777777778,0.010162,124,17,0.7777777777777778,0.052967,657,17,0.7777777777777778,0.10046,1248,15,0.6470588235294117,0.25267,3151,20,0.7692307692307692,0.503465,6311
1126,2,1,20,0.7692307692307692,20,0.7692307692307692,0.000906,11,20,0.7692307692307692,0.010863,135,21,0.8,0.04911,615,19,0.7894736842105263,0.095705,1199,19,0.7894736842105263,0.248132,3093,21,0.8500000000000001,0.504221,6306
1127,2,1,20,0.8205128205128205,20,0.8205128205128205,0.001534,18,21,0.8,0.009614,120,21,0.8,0.047767,603,20,0.717948717948718,0.102716,1277,14,0.6666666666666667,0.250848,3130,16,0.6285714285714286,0.507829,6363
1128,2,1,19,0.7894736842105263,18,0.8108108108108109,0.000883,11,20,0.7692307692307692,0.009382,115,18,0.8108108108108109,0.05205,645,19,0.7894736842105263,0.099666,1234,18,0.6486486486486486,0.250633,3128,18,0.7027027027027027,0.507708,6360
1129,2,1,17,0.7777777777777778,17,0.7777777777777778,0.000682,9,18,0.7567567567567567,0.008957,110,17,0.7777777777777778,0.049418,618,19,0.7894736842105263,0.10105,1259,16,0.742857142857143,0.257024,3199,15,0.7058823529411765,0.50045,6255
1130,2,1,20,0.75,20,0.75,0.001395,18,20,0.75,0.010785,135,20,0.75,0.050758,640,20,0.75,0.101427,1258,17,0.7027027027027027,0.249412,3125,16,0.6666666666666665,0.50854,6378
1131,2,1,20,0.75,20,0.75,0.00131,16,20,0.75,0.011326,140,20,0.75,0.051396,643,21,0.7317073170731706,0.099736,1249,16,0.7222222222222223,0.247969,3119,16,0.7777777777777777,0.499765,6252
1132,2,1,20,0.85,20,0.85,0.001301,16,20,0.85,0.009334,117,21,0.7804878048780488,0.046751,580,19,0.8205128205128205,0.105237,1314,16,0.7777777777777777,0.258837,3232,17,0.7567567567567567,0.496645,6205
1133,2,1,18,0.7894736842105262,18,0.7894736842105262,0.001023,13,17,0.7567567567567567,0.009809,120,19,0.8205128205128205,0.047124,591,20,0.85,0.104203,1292,18,0.7368421052631577,0.256834,3191,18,0.7894736842105262,0.503011,6276
1134,2,1,19,0.7692307692307692,19,0.7692307692307692,0.001054,13,20,0.8000000000000002,0.009136,112,19,0.7692307692307692,0.051065,642,19,0.717948717948718,0.101077,1262,22,0.761904761904762,0.249027,3112,23,0.7906976744186046,0.498475,6233
1135,2,1,20,0.8000000000000002,20,0.8000000000000002,0.001193,15,19,0.7692307692307692,0.008513,108,21,0.8292682926829269,0.050561,631,22,0.8095238095238095,0.101006,1259,21,0.8292682926829269,0.245771,3076,16,0.6111111111111112,0.508051,6365
1136,2,1,17,0.7567567567567567,17,0.7567567567567567,0.000798,10,17,0.7567567567567567,0.008005,104,17,0.7567567567567567,0.048233,598,17,0.7567567567567567,0.096688,1198,18,0.7894736842105262,0.253593,3157,16,0.6666666666666665,0.497317,6240
1137,2,1,18,0.8421052631578948,18,0.8421052631578948,0.001108,13,18,0.8421052631578948,0.011442,140,18,0.8421052631578948,0.054851,674,16,0.6666666666666665,0.104045,1307,16,0.7222222222222223,0.247104,3088,13,0.6666666666666667,0.506657,6346
1138,2,1,19,0.8205128205128205,19,0.8205128205128205,0.000705,9,19,0.8205128205128205,0.009436,119,19,0.8205128205128205,0.05311,665,16,0.7222222222222223,0.103409,1278,18,0.8421052631578948,0.246686,3084,16,0.7222222222222223,0.501592,6281
1139,2,1,19,0.7692307692307692,19,0.7692307692307692,0.000992,12,20,0.75,0.009305,115,20,0.75,0.049548,616,19,0.717948717948718,0.101614,1267,16,0.8333333333333334,0.245989,3087,14,0.7647058823529412,0.504041,6305
1140,2,1,17,0.7027027027027027,17,0.7027027027027027,0.000915,12,15,0.7428571428571429,0.010754,133,17,0.7027027027027027,0.048865,615,16,0.7222222222222223,0.097618,1223,14,0.6470588235294117,0.257708,3220,10,0.5333333333333333,0.501433,6255
1141,2,1,19,0.7692307692307692,18,0.7368421052631577,0.001278,15,19,0.7692307692307692,0.009939,125,18,0.7894736842105262,0.049129,605,16,0.7222222222222223,0.106439,1326,19,0.7692307692307692,0.247896,3090,19,0.7692307692307692,0.502527,6284
1142,2,1,17,0.7567567567567567,17,0.7567567567567567,0.000875,11,18,0.7894736842105262,0.009026,112,18,0.7368421052631577,0.049521,632,16,0.7777777777777777,0.102181,1266,15,0.8,0.25309,3144,12,0.6874999999999999,0.503318,6290
1143,2,1,18,0.7368421052631577,17,0.7567567567567567,0.000798,10,18,0.7368421052631577,0.008716,111,17,0.7027027027027027,0.054499,681,16,0.7777777777777777,0.101021,1265,20,0.75,0.253531,3172,14,0.7058823529411764,0.510848,6387
1144,2,1,21,0.7804878048780488,21,0.7804878048780488,0.000906,11,21,0.7804878048780488,0.011573,146,20,0.75,0.05406,683,21,0.7804878048780488,0.098383,1229,13,0.7272727272727274,0.23487,2943,15,0.7428571428571429,0.505829,6330
1145,2,1,16,0.7777777777777777,16,0.7777777777777777,0.000829,11,17,0.7567567567567567,0.008352,109,18,0.7368421052631577,0.049629,622,16,0.7777777777777777,0.104905,1307,17,0.7567567567567567,0.248147,3096,18,0.7368421052631577,0.505077,6319
1146,2,1,17,0.7567567567567567,17,0.7567567567567567,0.001255,16,16,0.7777777777777777,0.010885,136,15,0.7428571428571429,0.049188,615,16,0.7777777777777777,0.100083,1254,18,0.7894736842105262,0.250444,3141,11,0.6451612903225806,0.503306,6302
1147,2,1,17,0.8108108108108107,17,0.8108108108108107,0.001705,20,17,0.8108108108108107,0.008297,101,17,0.8108108108108107,0.050302,628,17,0.7567567567567567,0.101012,1271,16,0.7777777777777777,0.257242,3214,15,0.6857142857142857,0.505221,6315
1148,2,1,19,0.7692307692307692,19,0.7692307692307692,0.000937,12,19,0.7692307692307692,0.011645,146,19,0.7692307692307692,0.05087,635,17,0.8108108108108107,0.101345,1256,14,0.6470588235294117,0.25164,3134,17,0.7567567567567567,0.502055,6305
1149,2,1,19,0.7692307692307692,19,0.7692307692307692,0.000937,12,19,0.7692307692307692,0.008839,110,19,0.7692307692307692,0.048003,603,19,0.7692307692307692,0.106304,1323,16,0.7222222222222223,0.246517,3064,16,0.6666666666666665,0.506374,6334
1150,2,1,19,0.7692307692307692,19,0.7692307692307692,0.000395,5,19,0.7692307692307692,0.009878,122,19,0.7692307692307692,0.04858,617,18,0.7368421052631577,0.102802,1285,15,0.7428571428571429,0.239742,3021,15,0.6857142857142857,0.501774,6283
1151,2,1,17,0.7567567567567567,17,0.7567567567567567,0.001255,16,18,0.7368421052631577,0.009136,117,18,0.7368421052631577,0.048673,606,16,0.8333333333333334,0.101442,1274,13,0.6666666666666667,0.251622,3138,17,0.7567567567567567,0.499502,6254
1152,2,1,17,0.7567567567567567,17,0.7567567567567567,0.000682,8,17,0.7567567567567567,0.008715,105,17,0.7567567567567567,0.054566,679,18,0.7368421052631577,0.103443,1287,16,0.8333333333333334,0.251487,3147,15,0.6285714285714286,0.503912,6308
1153,2,1,19,0.8205128205128205,19,0.8205128205128205,0.000767,9,19,0.8205128205128205,0.009228,116,18,0.8421052631578948,0.049232,613,18,0.8421052631578948,0.095267,1193,20,0.75,0.24538,3082,14,0.6470588235294117,0.502472,6277
1154,2,1,19,0.7692307692307692,19,0.7692307692307692,0.001054,13,20,0.8000000000000002,0.011048,132,20,0.8000000000000002,0.050335,627,19,0.717948717948718,0.100277,1252,19,0.5641025641025641,0.252629,3161,23,0.7441860465116279,0.493156,6168
1155,2,1,19,0.717948717948718,19,0.717948717948718,0.001077,13,19,0.717948717948718,0.009328,119,15,0.8,0.051098,634,19,0.717948717948718,0.102469,1279,16,0.7777777777777777,0.248557,3113,13,0.6060606060606061,0.509221,6359
1156,2,1,18,0.7894736842105262,18,0.7894736842105262,0.000906,11,18,0.7894736842105262,0.010755,137,19,0.7692307692307692,0.050521,625,14,0.7647058823529412,0.099993,1260,18,0.7368421052631577,0.255287,3181,14,0.6470588235294117,0.501774,6281
1157,2,1,18,0.7894736842105262,18,0.7894736842105262,0.001108,13,18,0.7894736842105262,0.009436,120,15,0.7428571428571429,0.050233,620,17,0.7567567567567567,0.102752,1285,18,0.7894736842105262,0.25005,3134,13,0.7272727272727274,0.506131,6327
1158,2,1,18,0.7368421052631577,19,0.717948717948718,0.001705,20,17,0.7567567567567567,0.008918,116,18,0.7368421052631577,0.049516,624,16,0.6666666666666665,0.103751,1291,18,0.7894736842105262,0.253229,3146,15,0.6857142857142857,0.500624,6260
1159,2,1,17,0.7567567567567567,17,0.7567567567567567,0.000457,6,17,0.7567567567567567,0.009188,114,16,0.7777777777777777,0.049727,624,20,0.7,0.100456,1254,14,0.7647058823529412,0.252771,3151,16,0.7222222222222223,0.493055,6182
1160,2,1,18,0.7894736842105262,18,0.7894736842105262,0.000651,8,18,0.7894736842105262,0.009251,114,20,0.75,0.050022,626,19,0.8205128205128205,0.099487,1245,16,0.7222222222222223,0.252342,3145,20,0.8000000000000002,0.498811,6238
1161,2,1,20,0.8000000000000002,20,0.8000000000000002,0.000682,8,20,0.8000000000000002,0.01056,129,21,0.8292682926829269,0.050862,630,20,0.8000000000000002,0.105812,1316,13,0.6060606060606061,0.254627,3181,19,0.8205128205128205,0.498033,6237
1162,2,1,19,0.8205128205128205,19,0.8205128205128205,0.000852,10,19,0.8205128205128205,0.011111,141,19,0.8205128205128205,0.052708,655,18,0.8421052631578948,0.10143,1262,16,0.6666666666666665,0.24965,3102,15,0.7428571428571429,0.506273,6358
1163,2,1,16,0.7027027027027026,16,0.7027027027027026,0.001364,17,16,0.7027027027027026,0.010824,137,16,0.7027027027027026,0.052259,649,16,0.7027027027027026,0.102906,1286,19,0.7500000000000001,0.249045,3109,16,0.7027027027027026,0.494587,6192
1164,2,1,17,0.7567567567567567,17,0.7567567567567567,0.001046,13,17,0.7567567567567567,0.009073,112,14,0.7058823529411764,0.050898,639,17,0.8108108108108107,0.102757,1280,16,0.7777777777777777,0.253067,3166,14,0.7058823529411764,0.497012,6227
1165,2,1,20,0.75,20,0.75,0.000713,9,20,0.75,0.010096,126,20,0.75,0.051273,641,21,0.7804878048780488,0.096502,1207,19,0.8205128205128205,0.248659,3120,18,0.6842105263157895,0.493949,6186
1166,2,1,16,0.7567567567567567,16,0.7567567567567567,0.001193,15,16,0.7567567567567567,0.009662,119,16,0.7567567567567567,0.046999,583,15,0.7222222222222222,0.104198,1299,18,0.8205128205128205,0.251075,3144,17,0.7894736842105262,0.500469,6280
1167,2,1,18,0.7894736842105262,18,0.7894736842105262,0.001023,12,18,0.7894736842105262,0.012009,152,18,0.7894736842105262,0.047918,592,18,0.8421052631578948,0.099506,1241,16,0.8333333333333334,0.249041,3114,16,0.7222222222222223,0.507495,6339
1168,2,1,19,0.717948717948718,19,0.717948717948718,0.000628,8,19,0.717948717948718,0.010334,129,20,0.8000000000000002,0.049161,613,16,0.7222222222222223,0.105321,1300,17,0.8108108108108107,0.253838,3175,18,0.8421052631578948,0.506665,6348
1169,2,1,18,0.7368421052631577,18,0.7368421052631577,0.000651,8,18,0.7368421052631577,0.009031,116,15,0.6857142857142857,0.049809,622,17,0.8108108108108107,0.103044,1280,18,0.6842105263157895,0.254792,3169,17,0.7567567567567567,0.503001,6292
1170,2,1,15,0.8,15,0.8,0.000821,11,17,0.7567567567567567,0.010295,130,16,0.7777777777777777,0.046958,586,18,0.7894736842105262,0.100511,1261,14,0.7058823529411764,0.249866,3123,18,0.7894736842105262,0.500648,6276
1171,2,1,19,0.7692307692307692,19,0.7692307692307692,0.000457,6,19,0.7692307692307692,0.010488,128,19,0.7692307692307692,0.050491,628,20,0.8000000000000002,0.103803,1300,14,0.7058823529411764,0.253588,3171,18,0.7894736842105262,0.50638,6328
1172,2,1,16,0.7777777777777777,17,0.8108108108108107,0.000937,12,16,0.7777777777777777,0.009257,115,15,0.7428571428571429,0.048393,611,15,0.6857142857142857,0.107505,1333,17,0.7567567567567567,0.247489,3093,15,0.7428571428571429,0.498067,6230
1173,2,1,16,0.8333333333333334,16,0.8333333333333334,0.001503,18,16,0.8333333333333334,0.010087,127,18,0.7894736842105262,0.053293,659,19,0.7692307692307692,0.098781,1242,15,0.8,0.245103,3045,17,0.7567567567567567,0.498312,6235
1174,2,1,18,0.7368421052631577,18,0.7368421052631577,0.00062,8,18,0.7368421052631577,0.009437,118,17,0.7567567567567567,0.052775,662,17,0.7567567567567567,0.103987,1294,17,0.7027027027027027,0.248954,3107,16,0.7777777777777777,0.503603,6286
1175,2,1,19,0.717948717948718,19,0.717948717948718,0.000682,8,19,0.717948717948718,0.008739,109,17,0.7567567567567567,0.051661,637,18,0.7368421052631577,0.102159,1277,16,0.6666666666666665,0.254642,3191,21,0.7804878048780488,0.504721,6316
1176,2,1,20,0.75,20,0.75,0.0011,15,20,0.75,0.010567,130,19,0.7692307692307692,0.053385,664,19,0.7692307692307692,0.101142,1265,19,0.7692307692307692,0.259631,3234,15,0.6857142857142857,0.498588,6230
1177,2,1,17,0.7567567567567567,17,0.7567567567567567,0.001131,14,17,0.7567567567567567,0.008709,109,16,0.7777777777777777,0.04898,608,18,0.7368421052631577,0.101607,1269,15,0.6857142857142857,0.249667,3113,16,0.6666666666666665,0.498801,6239
1178,2,1,19,0.7692307692307692,19,0.7692307692307692,0.000767,10,19,0.7692307692307692,0.009444,121,19,0.7692307692307692,0.051065,632,18,0.7368421052631577,0.101388,1256,16,0.7222222222222223,0.250162,3139,16,0.8333333333333334,0.495222,6206
1179,2,1,18,0.7894736842105262,18,0.7894736842105262,0.001301,16,19,0.7692307692307692,0.009947,124,16,0.7777777777777777,0.049489,621,17,0.7567567567567567,0.100221,1243,18,0.7368421052631577,0.253989,3184,17,0.7567567567567567,0.497626,6237
1180,2,1,19,0.8205128205128205,19,0.8205128205128205,0.001108,14,19,0.8205128205128205,0.010576,133,18,0.8421052631578948,0.049437,614,19,0.8205128205128205,0.097867,1217,13,0.6666666666666667,0.250917,3140,14,0.7647058823529412,0.503762,6294
1181,2,1,18,0.7368421052631577,18,0.7368421052631577,0.000992,13,18,0.7368421052631577,0.010396,130,19,0.7692307692307692,0.050375,638,19,0.7692307692307692,0.103122,1287,15,0.7428571428571429,0.2529,3147,18,0.8421052631578948,0.506292,6327
1182,2,1,18,0.7368421052631577,18,0.7368421052631577,0.001108,13,19,0.717948717948718,0.009435,116,17,0.7567567567567567,0.052603,652,15,0.7428571428571429,0.104648,1302,13,0.6666666666666667,0.256101,3200,19,0.8205128205128205,0.508117,6366
1183,2,1,17,0.7567567567567567,17,0.7567567567567567,0.000992,12,17,0.7567567567567567,0.009809,123,19,0.7692307692307692,0.0491,612,17,0.7567567567567567,0.098378,1225,17,0.7027027027027027,0.254555,3176,21,0.8292682926829269,0.497718,6237
1184,2,1,20,0.7804878048780488,20,0.7804878048780488,0.001108,13,19,0.8,0.009573,118,18,0.8205128205128205,0.054115,676,17,0.7368421052631577,0.097331,1213,16,0.6486486486486486,0.24872,3123,16,0.7567567567567567,0.504996,6305
1185,2,1,17,0.7567567567567567,17,0.7567567567567567,0.000852,10,17,0.7567567567567567,0.009406,119,18,0.7894736842105262,0.049871,617,16,0.7777777777777777,0.10007,1240,15,0.6857142857142857,0.254031,3171,18,0.8421052631578948,0.513607,6433
1186,2,1,18,0.7368421052631577,18,0.7368421052631577,0.001193,14,18,0.7368421052631577,0.009437,118,18,0.7368421052631577,0.048183,596,17,0.7567567567567567,0.097227,1207,16,0.6666666666666665,0.262033,3261,18,0.7368421052631577,0.495824,6204
1187,2,1,19,0.7692307692307692,19,0.7692307692307692,0.001224,15,17,0.8108108108108107,0.010465,129,18,0.7894736842105262,0.051365,643,19,0.7692307692307692,0.100065,1254,19,0.7692307692307692,0.253339,3160,17,0.7027027027027027,0.497009,6226
1188,2,1,16,0.7777777777777777,16,0.7777777777777777,0.000969,12,16,0.7777777777777777,0.009978,126,16,0.7777777777777777,0.050626,630,17,0.7567567567567567,0.1004,1260,12,0.6874999999999999,0.249333,3120,17,0.7027027027027027,0.502017,6296
1189,2,1,16,0.7777777777777777,16,0.7777777777777777,0.00131,17,16,0.7777777777777777,0.010195,126,16,0.7777777777777777,0.047165,590,17,0.7567567567567567,0.099156,1238,16,0.7777777777777777,0.24877,3116,20,0.85,0.507252,6327
1190,2,1,18,0.7368421052631577,18,0.7368421052631577,0.000821,12,18,0.7368421052631577,0.0108,132,18,0.7368421052631577,0.049104,614,17,0.8108108108108107,0.10242,1269,14,0.7058823529411764,0.249478,3117,21,0.7317073170731706,0.501235,6279
1191,2,1,20,0.75,20,0.75,0.001193,14,20,0.75,0.009359,117,19,0.7692307692307692,0.049203,618,19,0.7692307692307692,0.103753,1288,14,0.6470588235294117,0.245158,3057,13,0.6666666666666667,0.506795,6353
1192,2,1,17,0.7567567567567567,17,0.7567567567567567,0.001224,16,18,0.7368421052631577,0.010085,126,16,0.7777777777777777,0.052891,658,16,0.7222222222222223,0.100648,1261,16,0.7222222222222223,0.245948,3094,14,0.7058823529411764,0.504924,6315
1193,2,1,19,0.7692307692307692,19,0.7692307692307692,0.000682,8,19,0.7692307692307692,0.008569,109,19,0.7692307692307692,0.047132,588,18,0.7368421052631577,0.098517,1223,16,0.7777777777777777,0.252261,3138,15,0.8,0.508838,6373
1194,2,1,19,0.7692307692307692,19,0.7692307692307692,0.000969,12,19,0.7692307692307692,0.010352,128,20,0.75,0.046979,590,18,0.7368421052631577,0.104313,1299,17,0.7567567567567567,0.254397,3184,16,0.7222222222222223,0.503815,6297
1195,2,1,18,0.7368421052631577,18,0.7368421052631577,0.001193,14,18,0.7368421052631577,0.009203,114,19,0.7692307692307692,0.052059,650,18,0.7368421052631577,0.097976,1217,17,0.7567567567567567,0.251703,3155,19,0.8205128205128205,0.502275,6292
1196,2,1,19,0.7692307692307692,19,0.7692307692307692,0.001023,12,19,0.7692307692307692,0.009978,122,16,0.6666666666666665,0.049816,625,17,0.8108108108108107,0.100469,1254,15,0.6857142857142857,0.250856,3131,16,0.6666666666666665,0.507936,6348
